Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Табунская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498					
1	"Число избирателей, внесенных в список избирателей"	7870	2453	582	223	157	162	1091	107	178	297	794	84	148	140	175	632	83	398	104	62					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7800	2400	590	220	150	160	1100	100	180	290	800	80	150	140	170	620	90	400	100	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4257	1253	329	121	82	89	557	64	116	147	479	41	109	63	64	373	45	206	79	40					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	263	89	26	5	0	0	31	3	7	24	9	3	0	0	3	36	3	16	0	8					
6	Число погашенных избирательных бюллетеней	3280	1058	235	94	68	71	512	33	57	119	312	36	41	77	103	211	42	178	21	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	263	89	26	5	0	0	31	3	7	24	9	3	0	0	3	36	3	16	0	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4255	1251	329	121	82	89	557	64	116	147	479	41	109	63	64	373	45	206	79	40					
9	Число недействительных избирательных бюллетеней	82	13	5	3	1	1	6	1	0	3	17	1	3	3	2	11	4	4	2	2					
10	Число действительных избирательных бюллетеней	4436	1327	350	123	81	88	582	66	123	168	471	43	106	60	65	398	44	218	77	46					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	100	24	1	2	2	2	32	2	3	2	5	2	2	2	2	5	2	6	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	62	23	1	0	0	1	30	0	1	0	1	0	0	0	0	1	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	1	1	3	4	1	1	3	3	2	2	3	3	6	3	3	3	5	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	38	1	0	2	2	1	2	2	2	2	4	2	2	2	2	4	2	3	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	702	175	51	28	7	10	131	12	31	33	69	7	24	13	4	51	6	33	11	6					
		15.54%	13.06%	14.37%	22.22%	8.54%	11.24%	22.28%	17.91%	25.20%	19.30%	14.14%	15.91%	22.02%	20.63%	5.97%	12.47%	12.50%	14.86%	13.92%	12.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	855	252	83	24	20	12	118	12	28	46	78	9	21	15	8	48	15	49	13	4					
		18.92%	18.81%	23.38%	19.05%	24.39%	13.48%	20.07%	17.91%	22.76%	26.90%	15.98%	20.45%	19.27%	23.81%	11.94%	11.74%	31.25%	22.07%	16.46%	8.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	3	0	0	0	1	3	1	0	0	1	0	8	1	0	3	0	4	0	0					
		0.55%	0.22%	0.00%	0.00%	0.00%	1.12%	0.51%	1.49%	0.00%	0.00%	0.20%	0.00%	7.34%	1.59%	0.00%	0.73%	0.00%	1.80%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1023	323	76	19	8	5	114	16	23	34	165	9	15	16	14	114	9	48	8	7					
		22.64%	24.10%	21.41%	15.08%	9.76%	5.62%	19.39%	23.88%	18.70%	19.88%	33.81%	20.45%	13.76%	25.40%	20.90%	27.87%	18.75%	21.62%	10.13%	14.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	22	3	0	0	0	2	2	1	1	4	0	0	0	0	4	0	0	2	1					
		0.93%	1.64%	0.85%	0.00%	0.00%	0.00%	0.34%	2.99%	0.81%	0.58%	0.82%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	2.53%	2.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1781	550	136	51	45	60	212	23	40	54	154	18	38	15	39	177	14	84	43	28					
		39.42%	41.04%	38.31%	40.48%	54.88%	67.42%	36.05%	34.33%	32.52%	31.58%	31.56%	40.91%	34.86%	23.81%	58.21%	43.28%	29.17%	37.84%	54.43%	58.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	8	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.18%	0.15%	0.28%	0.79%	1.22%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
