Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    район Восточное Измайлово 																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №3271	УИК №3272	УИК №3273					
1	"Число избирателей, внесенных в список избирателей"	44621	1736	2487	2181	2349	2287	1860	2222	2232	2035	1786	2074	2060	2182	2243	2114	2532	2035	2662	2399	1881	471	398	395					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40600	1600	2200	1900	2100	1900	1700	2100	2000	1800	1600	1900	1900	1900	2100	1900	2200	1900	2400	2200	1700	700	500	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28306	1004	1720	1383	1530	1434	1123	1468	1518	1283	1094	1239	1362	1700	1056	1394	1571	1131	1638	1373	1021	471	398	395					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	812	38	19	27	35	67	41	46	34	72	60	38	43	30	43	57	12	24	48	51	27	0	0	0					
6	Число погашенных избирательных бюллетеней	11482	558	461	490	535	399	536	586	448	445	446	623	495	170	1001	449	617	745	714	776	652	229	102	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	812	38	19	27	35	67	41	46	34	72	60	38	43	30	43	57	12	24	48	51	27	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28203	1001	1720	1383	1529	1434	1123	1468	1515	1283	1086	1205	1362	1700	1056	1394	1553	1107	1638	1365	1017	471	398	395					
9	Число недействительных избирательных бюллетеней	472	24	25	13	2	21	20	28	4	6	28	31	40	21	25	38	24	25	27	25	19	20	0	6					
10	Число действительных избирательных бюллетеней	28543	1015	1714	1397	1562	1480	1144	1486	1545	1349	1118	1212	1365	1709	1074	1413	1541	1106	1659	1391	1025	451	398	389					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1240	50	62	62	74	62	62	62	62	62	62	62	62	62	62	62	62	62	62	74	50	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1189	50	62	62	74	62	62	62	62	62	40	58	62	62	50	62	62	50	62	73	50	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1083	25	93	102	32	59	72	19	52	70	54	69	50	26	33	40	53	14	39	57	52	36	36	0					
14	Число погашенных неиспользованных открепительных удостоверений	51	0	0	0	0	0	0	0	0	0	22	4	0	0	12	0	0	12	0	1	0	0	0	0					
