Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    район Восточное Измайлово 																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №3178	УИК №3179	УИК №3180					
1	"Число избирателей, внесенных в списки избирателей"	43691	2227	2181	2077	2212	2120	1134	2187	2400	1999	1758	2351	1881	1796	2600	2435	2469	2218	2010	2292	2246	423	206	469					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36600	1700	1750	1700	1750	1500	1850	1750	1900	1650	1350	1900	1550	1450	2050	1950	1950	1750	1550	1850	1800	1000	400	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25134	1384	1086	1140	1171	1183	1085	1131	1489	993	956	1314	1044	991	1598	1293	1443	1255	1136	1207	1190	423	155	467					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1259	113	104	54	64	81	49	68	23	65	36	80	49	64	55	42	54	68	58	45	36	0	51	0					
6	Число погашенных избирательных бюллетеней	10207	203	560	506	515	236	716	551	388	592	358	506	457	395	397	615	453	427	356	598	574	577	194	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1258	113	103	54	64	81	49	68	23	65	36	80	49	64	55	42	54	68	58	45	36	0	51	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25056	1378	1084	1136	1163	1183	1085	1127	1459	989	956	1312	1041	991	1593	1292	1438	1253	1136	1207	1188	423	155	467					
9	Число недействительных избирательных бюллетеней	346	14	13	23	11	14	18	11	17	17	14	17	18	11	24	23	18	19	18	24	13	4	0	5					
10	Число действительных избирательных бюллетеней	25968	1477	1174	1167	1216	1250	1116	1184	1465	1037	978	1375	1072	1044	1624	1311	1474	1302	1176	1228	1211	419	206	462					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1080	69	45	59	61	50	60	50	50	40	40	50	44	53	65	84	50	60	50	50	50	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1080	69	45	59	61	50	60	50	50	40	40	50	44	53	65	84	50	60	50	50	50	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1204	123	39	36	48	36	41	40	53	21	20	81	27	29	125	64	89	58	89	25	48	21	50	41					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	120	3	5	4	4	2	13	5	7	15	7	7	3	1	10	5	7	4	2	11	5	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	831	53	43	54	23	38	35	23	49	37	23	49	42	35	43	53	60	37	30	31	45	15	5	8					
		3.16%	3.55%	3.62%	4.54%	1.87%	3.01%	3.09%	1.92%	3.31%	3.51%	2.32%	3.52%	3.85%	3.32%	2.61%	3.97%	4.02%	2.80%	2.51%	2.48%	3.68%	3.55%	2.43%	1.71%					
19	2.Всероссийская политическая партия «Гражданская Сила»	707	27	24	27	30	39	29	37	58	39	26	60	21	40	38	37	32	40	32	33	30	3	4	1					
		2.69%	1.81%	2.02%	2.27%	2.44%	3.09%	2.56%	3.10%	3.91%	3.70%	2.62%	4.31%	1.93%	3.79%	2.31%	2.77%	2.14%	3.03%	2.68%	2.64%	2.45%	0.71%	1.94%	0.21%					
20	3.Политическая партия «Демократическая партия России»	69	3	5	3	7	6	4	4	2	6	4	4	3	1	0	1	4	3	2	4	2	1	0	0					
		0.26%	0.20%	0.42%	0.25%	0.57%	0.47%	0.35%	0.33%	0.13%	0.57%	0.40%	0.29%	0.28%	0.09%	0.00%	0.07%	0.27%	0.23%	0.17%	0.32%	0.16%	0.24%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3634	166	192	135	199	141	208	173	197	129	123	205	151	139	239	179	239	180	167	166	184	69	28	25					
