Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Краснотуранская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507					
1	"Число избирателей, внесенных в список избирателей"	11981	110	57	232	901	609	221	150	196	80	164	744	1571	1097	1971	885	146	327	430	145	232	105	535	43	733	190	107					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11479	109	56	251	928	640	229	153	196	78	167	765	1400	900	1600	926	141	332	465	147	239	127	538	50	730	194	118					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6453	57	35	105	514	365	111	68	75	64	88	385	735	632	1018	483	91	170	271	74	137	60	391	31	319	111	63					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	562	4	5	19	51	57	5	10	3	2	3	43	41	43	63	34	17	18	25	0	21	8	33	4	31	11	11					
6	Число погашенных избирательных бюллетеней	4464	48	16	127	363	218	113	75	118	12	76	337	624	225	519	409	33	144	169	73	81	59	114	15	380	72	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	562	4	5	19	51	57	5	10	3	2	3	43	41	43	63	34	17	18	25	0	21	8	33	4	31	11	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6453	57	35	105	514	365	111	68	75	64	88	385	735	632	1018	483	91	170	271	74	137	60	391	31	319	111	63					
9	Число недействительных избирательных бюллетеней	129	0	0	0	5	5	1	3	1	0	0	4	6	53	18	9	2	2	5	0	3	0	6	0	5	1	0					
10	Число действительных избирательных бюллетеней	6886	61	40	124	560	417	115	75	77	66	91	424	770	622	1063	508	106	186	291	74	155	68	418	35	345	121	74					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	346	5	5	8	25	18	7	6	6	5	6	17	40	30	48	25	5	10	15	5	7	5	17	5	16	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	62	0	0	0	5	6	2	0	0	0	0	3	6	3	6	17	0	1	1	0	7	1	2	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	33	2	5	1	0	1	0	2	1	0	0	0	1	3	4	1	2	0	0	1	1	2	2	2	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	284	5	5	8	20	12	5	6	6	5	6	14	34	27	42	8	5	9	14	5	0	4	15	4	16	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
