Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Мордовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14815	288	249	100	317	443	187	486	294	148	563	855	312	1016	998	560	1040	1198	959	108	199	396	544	596	401	416	580	302	436	211	613									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12064	240	210	96	320	360	150	390	240	120	470	670	260	820	790	440	850	960	770	108	160	320	440	480	330	310	470	250	360	180	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6209	183	127	51	264	158	129	123	154	96	237	237	203	508	400	201	351	444	256	88	137	122	232	155	160	168	151	212	270	132	260									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1384	27	23	9	53	55	19	49	30	19	64	95	40	113	58	27	39	35	115	11	19	30	40	80	26	60	55	37	65	31	60									
6	Число погашенных избирательных бюллетеней	4471	30	60	36	3	147	2	218	56	5	169	338	17	199	332	212	460	481	399	9	4	168	168	245	144	82	264	1	25	17	180									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1384	27	23	9	53	55	19	49	30	19	64	95	40	113	58	27	39	35	115	11	19	30	40	80	26	60	55	37	65	31	60									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6208	183	127	51	264	158	129	123	154	96	237	237	203	508	400	201	350	444	256	88	137	122	232	155	160	168	151	212	270	132	260									
9	Число недействительных избирательных бюллетеней	141	3	3	0	0	6	0	4	1	2	6	12	1	1	7	5	15	15	5	0	0	6	2	5	7	3	9	5	7	0	11									
10	Число действительных избирательных бюллетеней	7451	207	147	60	317	207	148	168	183	113	295	320	242	620	451	223	374	464	366	99	156	146	270	230	179	225	197	244	328	163	309									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	224	6	5	3	4	10	4	6	6	5	8	8	6	15	12	11	15	15	10	4	8	6	6	8	6	5	7	6	6	5	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	81	0	0	0	0	2	0	1	3	2	2	8	0	9	2	3	11	8	8	0	4	2	1	2	5	0	2	1	1	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	1	1	4	8	4	0	0	1	6	2	5	0	7	10	5	2	8	4	5	6	1	2	0	1	4	4	0	1	0	6									
14	Число погашенных неиспользованных открепительных удостоверений	143	6	5	3	4	8	4	5	3	3	6	0	6	6	10	8	4	7	2	4	4	4	5	6	1	5	5	5	5	2	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	0	1	0	1	0	0	1	0	4	3	0	2	3	4	1	2	0	0	0	0	1	3	0	0	1	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	198	0	0	0	3	13	0	8	0	0	16	10	0	1	23	6	22	18	9	2	2	3	16	7	8	13	3	2	3	4	6									
		2.61%	0.00%	0.00%	0.00%	0.95%	6.10%	0.00%	4.65%	0.00%	0.00%	5.32%	3.01%	0.00%	0.16%	5.02%	2.63%	5.66%	3.76%	2.43%	2.02%	1.28%	1.97%	5.88%	2.98%	4.30%	5.70%	1.46%	0.80%	0.90%	2.45%	1.88%									
