Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Невинномысская городская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
1	"Число избирателей, внесенных в списки"	99834	1681	1918	2694	2327	1734	258	2688	1783	1572	1850	2086	2054	2023	1479	1739	1603	2862	2720	2685	1921	1904	2924	2776	2617	2862	2631	2418	2323	2763	2660	2140	2712	2881	1414	1752	3042	1994	2762	2654	1199	1834	2001	2596	1422	2318	1558					
2	"Число бюллетеней, полученных участковыми комиссиями"	88466	1492	1718	2423	2078	1538	400	2403	1492	1472	1649	1877	1861	1806	1306	1559	1396	2580	2425	2410	1689	1695	2634	2481	2326	2597	2393	2157	2040	1573	2376	1914	2408	2557	1245	1521	2695	1776	2480	2354	1100	1643	1797	2378	1287	2069	1396					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	56848	879	1150	1440	1413	1106	0	1254	987	1032	1189	1294	1273	1206	896	1093	974	1903	1693	1726	822	980	1951	1803	1471	1764	1586	1439	935	1471	1724	1309	1474	1600	619	889	1430	1233	1699	1562	632	981	1180	1496	728	984	578					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1569	54	16	35	34	23	252	8	4	37	43	23	23	35	35	33	35	32	35	30	25	11	13	15	27	34	20	22	30	24	7	6	15	10	41	43	36	13	24	43	58	31	41	32	39	95	27					
6	Число погашенных бюллетеней	30049	559	552	948	631	409	148	1141	501	403	417	560	565	565	375	433	387	645	697	654	842	704	670	663	828	799	787	696	1075	78	645	599	919	947	585	589	1229	530	757	749	410	631	576	850	520	990	791					
7	Число бюллетеней в переносных ящиках для голосования	1569	54	16	35	34	23	252	8	4	37	43	23	23	35	35	33	35	32	35	30	25	11	13	15	27	34	20	22	30	24	7	6	15	10	41	43	36	13	24	43	58	31	41	32	39	95	27					
8	Число бюллетеней в стационарных ящиках для голосования	56820	879	1150	1439	1413	1106	0	1254	983	1032	1187	1293	1273	1206	896	1092	974	1903	1693	1726	822	980	1951	1803	1469	1763	1586	1439	932	1471	1720	1307	1474	1600	619	887	1430	1233	1699	1562	630	981	1180	1496	728	982	577					
9	Число недействительных бюллетеней	949	16	30	23	18	8	2	31	24	13	23	16	19	15	21	21	14	22	18	28	20	15	30	21	17	25	18	18	23	41	13	18	14	21	12	17	53	17	21	32	17	22	10	30	23	29	10					
10	Число действительных бюллетеней	57440	917	1136	1451	1429	1121	250	1231	963	1056	1207	1300	1277	1226	910	1104	995	1913	1710	1728	827	976	1934	1797	1479	1772	1588	1443	939	1454	1714	1295	1475	1589	648	913	1413	1229	1702	1573	671	990	1211	1498	744	1048	594					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1280	20	20	35	35	20	0	35	20	35	20	35	35	35	20	20	20	35	35	35	20	20	35	35	35	35	35	35	35	20	35	35	35	39	20	20	35	20	35	20	20	21	20	35	20	35	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	803	14	20	15	23	16	0	20	19	20	10	17	12	14	13	16	17	24	20	19	13	16	26	25	23	26	29	13	14	11	27	7	19	39	6	7	14	20	27	12	11	21	15	31	15	18	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	721	3	6	18	11	10	252	10	97	6	18	2	14	2	8	8	4	9	19	12	5	3	8	7	17	1	8	13	4	14	5	2	10	12	5	9	6	6	13	9	7	6	3	9	3	10	17					
14	Число погашенных открепительных удостоверений	477	6	0	20	12	4	0	15	1	15	10	18	23	21	7	4	3	11	15	16	7	4	9	10	12	9	6	22	21	9	8	28	16	0	14	13	21	0	8	8	9	0	5	4	5	17	11					
15	Число открепительных удостоверений выданных ТИК	68	0	1	3	2	0	0	2	1	1	2	1	2	4	2	1	1	2	0	1	4	2	3	1	2	2	2	2	2	0	2	0	0	3	1	0	0	0	1	3	1	3	2	2	1	2	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
