Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Белинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362					
1	"Число избирателей, внесенных в список избирателей"	24575	2953	2954	1531	368	221	693	920	498	379	338	758	599	514	111	566	225	602	806	1020	244	447	304	138	772	1732	594	544	206	1578	546	588	298	528					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25005	3015	3015	1555	371	224	663	951	499	384	352	764	611	519	117	585	232	619	805	1046	255	460	304	141	790	1769	596	551	213	1602	561	595	299	542					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17251	2123	1896	1252	326	192	519	566	330	268	260	569	461	318	53	299	185	478	746	627	200	349	247	99	565	890	406	460	145	910	356	486	254	416					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2204	73	139	82	13	8	136	148	43	41	20	59	62	82	35	109	24	64	23	93	15	49	24	22	137	124	43	15	46	245	72	41	22	95					
6	Число погашенных избирательных бюллетеней	5550	819	980	221	32	24	8	237	126	75	72	136	88	119	29	177	23	77	36	326	40	62	33	20	88	755	147	76	22	447	133	68	23	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2204	73	139	82	13	8	136	148	43	41	20	59	62	82	35	109	24	64	23	93	15	49	24	22	137	124	43	15	46	245	72	41	22	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17241	2117	1896	1252	326	192	519	566	330	268	260	569	461	318	53	299	185	478	746	627	200	349	247	99	565	888	406	460	145	910	356	486	254	414					
9	Число недействительных избирательных бюллетеней	593	17	64	22	0	1	60	5	6	0	3	10	34	10	0	1	12	31	137	8	26	2	13	1	37	10	23	30	1	5	2	0	0	22					
10	Число действительных избирательных бюллетеней	18852	2173	1971	1312	339	199	595	709	367	309	277	618	489	390	88	407	197	511	632	712	189	396	258	120	665	1002	426	445	190	1150	426	527	276	487					
