Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Новодвинская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602					
1	"Число избирателей, внесенных в список"	35329	1803	2474	2014	2322	1927	1945	2107	1460	1587	1923	1921	2178	2631	1879	1950	2416	2792					
2	Число полученных избирательных бюллетеней	35000	1770	2460	1980	2290	1920	1930	2090	1450	1560	1900	1900	2170	2610	1860	1940	2400	2770					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21608	1117	1504	1379	1525	1234	1225	1228	874	874	1168	1096	1328	1558	1029	1198	1532	1739					
5	"Число избирательных бюллетеней, выданных вне помещения"	458	26	21	12	16	28	32	44	14	13	50	20	32	34	28	28	28	32					
6	Число погашенных избирательных бюллетеней	12934	627	935	589	749	658	673	818	562	673	682	784	810	1018	803	714	840	999					
7	Число избирательных бюллетеней в переносных ящиках	458	26	21	12	16	28	32	44	14	13	50	20	32	34	28	28	28	32					
8	Число бюллетеней в стационарных ящиках для голосования	21542	1117	1504	1377	1525	1231	1223	1228	852	873	1168	1082	1307	1557	1029	1198	1532	1739					
9	Число недействительных избирательных бюллетеней	145	17	14	5	12	4	5	17	4	4	16	8	5	5	7	7	8	7					
10	Число действительных избирательных бюллетеней	21855	1126	1511	1384	1529	1255	1250	1255	862	882	1202	1094	1334	1586	1050	1219	1552	1764					
11	Число полученных открепительных  удостоверений	295	15	20	17	19	16	20	18	12	13	16	16	19	22	16	16	20	20					
12	Число выданных открепительных удостоверений	81	3	9	2	3	3	10	6	3	3	2	5	8	6	2	3	5	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	8	4	8	8	7	9	5	3	9	5	2	5	7	3	1	5	13					
14	Число неиспользованных открепительных удостоверений	214	12	11	15	16	13	10	12	9	10	14	11	11	16	14	13	15	12					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	592	31	33	38	32	58	25	34	27	27	29	27	52	43	17	24	42	53					
		2.69%	2.71%	2.16%	2.74%	2.08%	4.61%	1.99%	2.67%	3.12%	3.05%	2.38%	2.45%	3.88%	2.70%	1.61%	1.96%	2.69%	2.99%					
19	. Малышкин Олег Александрович	362	19	27	22	24	17	18	27	13	22	18	21	21	26	19	15	22	31					
		1.65%	1.66%	1.77%	1.58%	1.56%	1.35%	1.43%	2.12%	1.50%	2.48%	1.48%	1.91%	1.57%	1.63%	1.80%	1.22%	1.41%	1.75%					
20	. Миронов Сергей Михайлович	127	5	15	7	12	1	10	8	4	3	11	5	8	4	3	5	6	20					
		0.58%	0.44%	0.98%	0.50%	0.78%	0.08%	0.80%	0.63%	0.46%	0.34%	0.90%	0.45%	0.60%	0.25%	0.28%	0.41%	0.38%	1.13%					
21	. Путин Владимир Владимирович	17703	910	1233	1133	1247	1000	1028	1037	716	726	924	883	1051	1302	862	978	1290	1383					
		80.47%	79.62%	80.85%	81.57%	80.92%	79.43%	81.91%	81.53%	82.68%	81.94%	75.86%	80.13%	78.49%	81.84%	81.55%	79.77%	82.69%	78.09%					
22	. Хакамада Ирина Муцуовна	1013	47	74	76	77	76	59	58	41	39	21	54	62	64	48	57	59	101					
		4.60%	4.11%	4.85%	5.47%	5.00%	6.04%	4.70%	4.56%	4.73%	4.40%	1.72%	4.90%	4.63%	4.02%	4.54%	4.65%	3.78%	5.70%					
23	. Харитонов Николай Михайлович	1418	86	95	54	89	76	80	65	27	42	163	79	91	104	52	102	94	119					
		6.45%	7.52%	6.23%	3.89%	5.78%	6.04%	6.37%	5.11%	3.12%	4.74%	13.38%	7.17%	6.80%	6.54%	4.92%	8.32%	6.03%	6.72%					
																								
24	Против всех	640	28	34	54	48	27	30	26	34	23	36	25	49	43	49	38	39	57					
		2.91%	2.45%	2.23%	3.89%	3.11%	2.14%	2.39%	2.04%	3.93%	2.60%	2.96%	2.27%	3.66%	2.70%	4.64%	3.10%	2.50%	3.22%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
