Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Токаревская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895					
1	"Число избирателей, внесенных в список избирателей"	15212	1509	1537	1096	1433	431	523	330	175	315	212	344	267	864	310	329	518	419	420	119	455	132	178	276	523	107	629	311	901	549					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15338	1497	1541	1101	1454	443	511	332	177	321	215	357	271	863	317	340	524	426	426	122	468	134	179	281	535	106	632	312	916	537					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8846	971	999	600	904	190	276	148	120	212	140	211	169	309	189	234	300	268	297	75	280	62	121	134	396	80	219	191	490	261					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3169	163	255	167	146	122	163	136	35	47	52	76	64	186	84	75	130	58	57	29	118	42	40	100	71	19	192	62	294	186					
6	Число погашенных избирательных бюллетеней	3323	363	287	334	404	131	72	48	22	62	23	70	38	368	44	31	94	100	72	18	70	30	18	47	68	7	221	59	132	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3169	163	255	167	146	122	163	136	35	47	52	76	64	186	84	75	130	58	57	29	118	42	40	100	71	19	192	62	294	186					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8846	971	999	600	904	190	276	148	120	212	140	211	169	309	189	234	300	268	297	75	280	62	121	134	396	80	219	191	490	261					
9	Число недействительных избирательных бюллетеней	395	103	61	30	4	16	1	17	1	4	2	21	6	10	36	17	5	9	3	4	0	1	2	6	26	0	4	1	4	1					
10	Число действительных избирательных бюллетеней	11620	1031	1193	737	1046	296	438	267	154	255	190	266	227	485	237	292	425	317	351	100	398	103	159	228	441	99	407	252	780	446					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	210	16	16	15	16	7	8	5	3	5	5	7	5	10	3	3	7	7	7	3	10	3	3	3	7	3	9	3	11	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	77	13	9	5	1	2	2	2	0	1	2	4	3	6	3	2	4	2	2	1	4	0	0	2	0	0	1	1	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	4	4	11	0	0	5	0	0	0	0	0	1	1	3	0	1	1	0	0	0	0	0	1	3	0	1	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	133	3	7	10	15	5	6	3	3	4	3	3	2	4	0	1	3	5	5	2	6	3	3	1	7	3	8	2	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
