Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Веневская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в список"	29262	195	756	454	120	387	281	2525	2397	2731	2576	2520	24	2710	2838	76	517	273	536	1073	296	123	1850	731	639	319	497	462	323	237	322	474					
2	Число полученных избирательных бюллетеней	29384	191	770	470	131	380	300	2500	2400	2700	2590	2500	50	2700	2860	100	500	300	530	1090	300	132	1880	730	640	320	500	480	310	230	320	480					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13770	126	304	233	71	241	146	1087	1046	1179	1222	1309	24	1193	1356	76	210	154	273	562	146	72	982	182	362	124	189	207	193	137	149	215					
5	"Число избирательных бюллетеней, выданных вне помещения"	2841	24	167	110	17	99	64	44	27	36	65	74	0	69	65	0	162	62	121	61	31	39	392	266	129	121	143	139	54	32	101	127					
6	Число погашенных избирательных бюллетеней	12773	41	299	127	43	40	90	1369	1327	1485	1303	1117	26	1438	1439	24	128	84	136	467	123	21	506	282	149	75	168	134	63	61	70	138					
7	Число избирательных бюллетеней в переносных ящиках	2841	24	167	110	17	99	64	44	27	36	65	74	0	69	65	0	162	62	121	61	31	39	392	266	129	121	143	139	54	32	101	127					
8	Число бюллетеней в стационарных ящиках для голосования	13768	126	304	233	71	241	146	1085	1046	1179	1222	1309	24	1193	1356	76	210	154	273	562	146	72	982	182	362	124	189	207	193	137	149	215					
9	Число недействительных избирательных бюллетеней	153	0	1	7	1	3	1	6	11	11	50	9	0	10	4	0	3	0	2	10	6	0	11	0	5	0	1	1	0	0	0	0					
10	Число действительных избирательных бюллетеней	16456	150	470	336	87	337	209	1123	1062	1204	1237	1374	24	1252	1417	76	369	216	392	613	171	111	1363	448	486	245	331	345	247	169	250	342					
