Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Приволжская																																				
																																				
Сводная таблица предварительных итогов голосования																																				
																																				
		Сумма	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
1	"Число избирателей, внесенных в список избирателей"	21532	1102	1266	1063	1176	986	1136	1147	1019	1317	982	1003	1199	839	972	583	209	337	1040	503	295	666	584	356	414	408	336	126	233	235					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22110	1140	1320	1140	1120	1120	1270	1140	990	1350	960	990	1170	980	1000	570	230	330	1060	550	300	700	550	360	430	400	340	120	250	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9608	451	578	481	566	422	383	424	436	642	446	436	556	358	480	317	80	115	538	263	127	64	264	101	185	224	100	120	231	220					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2337	65	44	91	109	94	69	70	51	49	71	87	273	134	55	30	37	124	93	89	42	277	64	107	69	88	55	0	0	0					
6	Число погашенных избирательных бюллетеней	10165	624	698	568	445	604	818	646	503	659	443	467	341	488	465	223	113	91	429	198	131	359	222	152	176	88	185	0	19	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2337	65	44	91	109	94	69	70	51	49	71	87	273	134	55	30	37	124	93	89	42	277	64	107	69	88	55	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9608	451	578	481	566	422	383	424	436	642	446	436	556	358	480	317	80	115	538	263	127	64	264	101	185	224	100	120	231	220					
9	Число недействительных избирательных бюллетеней	143	5	6	4	5	11	6	7	9	5	9	10	0	8	6	7	2	0	5	9	2	2	5	0	5	5	2	0	2	6					
10	Число действительных избирательных бюллетеней	11802	511	616	568	670	505	446	487	478	686	508	513	829	484	529	340	115	239	626	343	167	339	323	208	249	307	153	120	229	214					
