Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Кигинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404					
1	"Число избирателей, внесенных в списки избирателей"	12476	350	387	146	149	388	124	180	1872	1449	1310	109	397	167	160	502	283	171	112	274	255	411	341	239	227	563	194	179	936	57	386	158					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12542	375	407	146	148	397	118	180	1838	1450	1347	108	401	156	160	504	283	171	112	274	264	411	344	239	227	548	199	179	961	61	380	154					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11113	333	356	142	148	360	118	171	1197	1419	1250	105	365	148	160	452	274	155	112	265	247	411	334	233	208	480	190	170	821	41	298	150					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1087	12	24	4	0	24	0	9	539	30	42	3	32	8	0	44	9	16	0	9	8	0	6	6	19	62	4	9	78	16	70	4					
6	Число погашенных избирательных бюллетеней	342	30	27	0	0	13	0	0	102	1	55	0	4	0	0	8	0	0	0	0	9	0	4	0	0	6	5	0	62	4	12	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1087	12	24	4	0	24	0	9	539	30	42	3	32	8	0	44	9	16	0	9	8	0	6	6	19	62	4	9	78	16	70	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11074	333	356	142	148	360	118	171	1197	1380	1250	105	365	148	160	452	274	155	112	265	247	411	334	233	208	480	190	170	821	41	298	150					
9	Число недействительных избирательных бюллетеней	130	2	10	0	1	8	0	0	0	0	0	0	16	0	0	0	20	9	0	1	0	1	2	0	4	32	0	14	7	0	1	2					
10	Число действительных избирательных бюллетеней	12031	343	370	146	147	376	118	180	1736	1410	1292	108	381	156	160	496	263	162	112	273	255	410	338	239	223	510	194	165	892	57	367	152					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	192	12	12	2	4	5	1	3	21	15	24	0	2	2	0	9	5	3	0	7	4	4	3	2	2	25	3	0	5	1	14	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	192	12	12	2	4	5	1	3	21	15	24	0	2	2	0	9	5	3	0	7	4	4	3	2	2	25	3	0	5	1	14	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	67	4	1	3	1	1	0	0	4	9	8	1	1	1	0	4	2	0	1	0	2	5	3	0	3	0	1	1	5	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	32	2	0	1	0	0	0	0	5	3	5	1	0	0	0	0	0	2	0	0	1	0	1	0	1	1	5	2	2	0	0	0					
		0.26%	0.58%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.29%	0.21%	0.39%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.39%	0.00%	0.29%	0.00%	0.44%	0.18%	2.58%	1.12%	0.22%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	514	7	31	1	2	13	1	4	41	63	39	2	44	3	5	24	30	44	4	10	12	5	6	10	6	10	8	3	61	3	18	4					
		4.23%	2.03%	8.16%	0.68%	1.35%	3.39%	0.85%	2.22%	2.36%	4.47%	3.02%	1.85%	11.08%	1.92%	3.13%	4.84%	10.60%	25.73%	3.57%	3.65%	4.71%	1.22%	1.76%	4.18%	2.64%	1.85%	4.12%	1.68%	6.79%	5.26%	4.89%	2.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	2	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.29%	0.00%	0.00%	0.00%	3.09%	0.00%	0.22%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	29	2	0	0	0	0	0	0	7	2	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	5	3	1	2	0	0	1					
		0.24%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.14%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.92%	1.55%	0.56%	0.22%	0.00%	0.00%	0.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	115	4	0	0	0	0	2	0	24	25	28	2	0	3	0	0	6	3	3	1	0	2	2	0	0	3	3	0	4	0	0	0					
		0.95%	1.16%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	1.38%	1.77%	2.17%	1.85%	0.00%	1.92%	0.00%	0.00%	2.12%	1.75%	2.68%	0.36%	0.00%	0.49%	0.59%	0.00%	0.00%	0.55%	1.55%	0.00%	0.44%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.44%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11316	328	339	144	145	363	115	176	1655	1317	1220	103	337	150	153	472	227	106	105	262	241	403	325	229	215	491	167	159	819	54	349	147					
		93.05%	95.07%	89.21%	98.63%	97.97%	94.53%	97.46%	97.78%	95.33%	93.40%	94.43%	95.37%	84.89%	96.15%	95.63%	95.16%	80.21%	61.99%	93.75%	95.62%	94.51%	98.05%	95.59%	95.82%	94.71%	90.59%	86.08%	88.83%	91.10%	94.74%	94.84%	95.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
