Выборы Президента Российской Федерации																																																								
Дата голосования: 02.03.2008																																																								
																																																								
Наименование Избирательной комиссии:    Ачинская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
	Число участковых избирательных комиссий	49																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	49																																																						
																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №2146	УИК №2151	УИК №2152	УИК №2153	УИК №2155	УИК №2156	УИК №2157	УИК №2158					
1	"Число избирателей, включенных в списки избирателей"	87031	2408	1962	2539	2303	2496	843	2174	1715	1420	942	1937	2239	2511	2708	2505	2663	2490	2309	1590	1202	1287	2143	2497	1080	1080	2493	2442	2534	2733	2745	2314	1680	2327	2076	2581	2207	2615	970	1156	1417	1249	374	1828	1707	81	85	20	206	148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	83594	2300	1900	2450	2200	2350	800	2150	1600	1350	900	1900	2200	2450	2550	2450	2500	2450	2250	1500	1100	1200	2050	2450	1000	1000	2400	2350	2450	2650	2650	2200	1600	2300	2000	2500	2100	2550	900	1100	1350	1100	430	1750	1600	91	98	21	206	148					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	51276	1319	1071	1378	1439	1622	330	1324	832	730	430	1014	1188	1458	1684	1607	1549	1743	1408	997	732	786	1359	1387	623	587	1444	1493	1569	1754	1559	1644	1067	1280	1211	1434	1221	1833	458	624	742	720	374	1030	984	19	57	14	0	148					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1621	24	29	18	10	41	20	52	32	18	36	23	44	56	34	40	38	48	48	16	15	26	23	70	15	19	31	29	33	25	15	22	25	29	35	34	35	24	46	12	12	1	0	36	80	62	28	6	206	0					
6	Число погашенных избирательных бюллетеней	30697	957	800	1054	751	687	450	774	736	602	434	863	968	936	832	803	913	659	794	487	353	388	668	993	362	394	925	828	848	871	1076	534	508	991	754	1032	844	693	396	464	596	379	56	684	536	10	13	1	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1621	24	29	18	10	41	20	52	32	18	36	23	44	56	34	40	38	48	48	16	15	26	23	70	15	19	31	29	33	25	15	22	25	29	35	34	35	24	46	12	12	1	0	36	80	62	28	6	206	0					
8	Число бюллетеней в стационарных ящиках для голосования	51254	1319	1071	1378	1438	1622	330	1324	832	730	430	1014	1186	1458	1684	1605	1549	1743	1408	997	732	786	1359	1387	623	587	1444	1493	1569	1754	1544	1644	1067	1280	1211	1434	1221	1831	458	624	742	720	374	1030	984	19	57	14	0	148					
9	Число недействительных избирательных бюллетеней	721	18	20	17	30	26	3	8	15	7	8	11	11	21	23	27	18	13	14	15	3	9	11	14	13	8	14	14	18	21	116	13	6	16	15	14	6	22	11	11	12	7	3	10	16	0	4	1	3	5					
10	Число действительных избирательных бюллетеней	52154	1325	1080	1379	1418	1637	347	1368	849	741	458	1026	1219	1493	1695	1618	1569	1778	1442	998	744	803	1371	1443	625	598	1461	1508	1584	1758	1443	1653	1086	1293	1231	1454	1250	1833	493	625	742	714	371	1056	1048	81	81	19	203	143					
11	Число полученных открепительных  удостоверений	518	14	10	15	11	10	7	16	19	11	3	14	12	11	20	19	17	18	16	10	11	5	16	10	6	10	25	14	11	16	11	11	10	11	11	15	11	11	4	11	7	11	0	7	10	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	373	11	7	14	11	10	5	16	18	8	0	12	8	11	17	18	16	17	14	2	5	1	12	6	5	3	20	12	3	9	9	5	3	5	11	8	5	7	1	4	3	6	0	5	10	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	458	9	2	5	3	18	5	16	16	2	6	6	4	13	16	10	11	11	10	12	12	7	5	10	17	5	6	14	9	10	11	4	4	4	9	10	7	7	5	6	5	6	81	5	10	2	2	3	0	7					
14	Число неиспользованных открепительных удостоверений	145	3	3	1	0	0	2	0	1	3	3	2	4	0	3	1	1	1	2	8	6	4	4	4	1	7	5	2	8	7	2	6	7	6	0	7	6	4	3	7	4	5	0	2	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	227	6	2	2	7	3	1	65	6	1	3	3	5	6	4	2	4	8	4	3	3	4	1	5	3	3	2	6	4	8	8	4	0	5	4	4	3	7	2	3	1	5	0	5	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
