Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Шатровская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14421	924	1040	948	904	1098	162	90	172	553	106	436	579	705	496	230	1416	355	114	115	60	492	260	490	115	121	977	339	510	133	265	216									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14700	950	1050	950	950	1100	150	90	160	600	100	450	600	700	500	200	1500	350	120	100	60	500	250	500	120	120	1050	350	550	130	250	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5988	363	517	357	317	370	101	56	97	225	62	202	254	265	246	144	411	140	71	36	37	216	125	195	34	78	386	158	242	57	96	130									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1652	58	62	92	46	94	20	15	20	92	24	90	105	152	28	4	115	50	15	31	7	45	38	105	41	12	44	35	67	28	94	23									
6	Число погашенных избирательных бюллетеней	7060	529	471	501	587	636	29	19	43	283	14	158	241	283	226	52	974	160	34	33	16	239	87	200	45	30	620	157	241	45	60	47									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1652	58	62	92	46	94	20	15	20	92	24	90	105	152	28	4	115	50	15	31	7	45	38	105	41	12	44	35	67	28	94	23									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5988	363	517	357	317	370	101	56	97	225	62	202	254	265	246	144	411	140	71	36	37	216	125	195	34	78	386	158	242	57	96	130									
9	Число недействительных избирательных бюллетеней	138	7	5	12	6	7	3	1	2	12	4	6	0	2	13	1	9	9	2	0	1	3	4	6	0	0	8	5	6	0	3	1									
10	Число действительных избирательных бюллетеней	7502	414	574	437	357	457	118	70	115	305	82	286	359	415	261	147	517	181	84	67	43	258	159	294	75	90	422	188	303	85	187	152									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	30	30	20	35	25	5	2	3	15	7	15	10	15	8	5	30	5	7	5	3	15	6	15	5	3	24	4	15	3	8	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	380	30	30	20	35	25	5	2	3	15	7	15	10	15	8	5	30	5	7	5	3	15	6	15	5	3	24	4	15	3	8	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	13	4	7	3	3	1	2	3	1	2	4	4	0	1	3	4	3	0	3	0	2	2	4	1	2	4	4	4	4	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	11	6	13	9	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	2	2	12	3	1	0	0	1	1	2	4	4	3	4	3	4	0	0	3	1	1	0	2	0	1	3	1	3	0	2	1									
		0.84%	0.48%	0.35%	2.67%	0.83%	0.22%	0.00%	0.00%	0.85%	0.32%	2.33%	1.37%	1.11%	0.72%	1.46%	2.03%	0.76%	0.00%	0.00%	4.48%	2.27%	0.38%	0.00%	0.67%	0.00%	1.11%	0.70%	0.52%	0.97%	0.00%	1.05%	0.65%									
