Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Малопургинская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542					
1	"Число избирателей, внесенных в списки"	23091	1324	1565	1195	950	312	237	467	219	245	855	1240	1024	973	559	287	519	153	728	250	500	314	756	250	528	266	906	154	324	396	657	300	266	399	784	105	689	110	240	530	277	834	404					
2	"Число бюллетеней, полученных участковыми комиссиями"	21890	1200	1500	1100	900	300	220	430	210	250	900	1200	920	900	500	270	500	150	700	240	450	300	700	240	500	250	900	150	300	360	610	280	270	400	710	100	700	100	220	500	260	800	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15025	796	1013	745	603	209	138	358	148	179	455	907	603	535	341	221	307	100	415	180	360	187	561	171	340	190	567	106	198	268	381	210	188	257	425	95	423	97	212	388	254	644	250					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	885	11	25	6	10	14	37	42	24	10	59	12	61	17	16	5	13	8	10	4	18	59	12	19	31	7	26	0	52	34	26	24	15	38	31	4	37	0	5	14	4	14	31					
6	Число погашенных бюллетеней	5980	393	462	349	287	77	45	30	38	61	386	281	256	348	143	44	180	42	275	56	72	54	127	50	129	53	307	44	50	58	203	46	67	105	254	1	240	3	3	98	2	142	119					
7	Число бюллетеней в переносных ящиках для голосования	885	11	25	6	10	14	37	42	24	10	59	12	61	17	16	5	13	8	10	4	18	59	12	19	31	7	26	0	52	34	26	24	15	38	31	4	37	0	5	14	4	14	31					
8	Число бюллетеней в стационарных ящиках для голосования	15020	794	1013	745	600	209	138	358	148	179	455	907	603	535	341	221	307	100	415	180	360	187	561	171	340	190	567	106	198	268	381	210	188	257	425	95	423	97	212	388	254	644	250					
9	Число недействительных бюллетеней	211	11	13	2	10	7	1	4	1	0	12	12	8	8	7	4	10	1	9	9	2	2	10	2	7	0	2	0	0	6	9	0	0	5	8	0	3	0	3	3	4	9	7					
10	Число действительных бюллетеней	15694	794	1025	749	600	216	174	396	171	189	502	907	656	544	350	222	310	107	416	175	376	244	563	188	364	197	591	106	250	296	398	234	203	290	448	99	457	97	214	399	254	649	274					
