Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Новоаннинская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843					
1	"Число избирателей, внесенных в список избирателей"	29684	1540	1483	1177	1466	1336	1406	1651	1350	1254	1464	1113	900	83	459	193	99	75	427	203	327	774	180	711	146	310	474	278	584	176	1612	436	407	434	842	144	165	418	638	195	966	233	239	1316					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24950	1200	1200	900	900	1200	1200	1300	1200	1200	1200	900	800	90	400	160	110	70	350	200	260	700	185	600	150	250	400	220	500	190	1400	320	330	400	700	145	180	340	500	200	800	225	225	1150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14443	773	716	587	742	684	697	853	752	589	743	535	420	62	275	94	54	48	179	95	152	351	47	314	61	94	262	132	339	117	722	101	245	156	475	67	88	208	290	71	444	122	134	553					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2963	98	40	57	153	80	110	94	62	87	56	53	80	3	37	33	16	8	43	30	44	158	69	88	33	115	65	36	124	37	104	162	19	106	92	44	28	57	92	14	70	41	37	188					
6	Число погашенных избирательных бюллетеней	7544	329	444	256	5	436	393	353	386	524	401	312	300	25	88	33	40	14	128	75	64	191	69	198	56	41	73	52	37	36	574	57	66	138	133	34	64	75	118	115	286	62	54	409					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2963	98	40	57	153	80	110	94	62	87	56	53	80	3	37	33	16	8	43	30	44	158	69	88	33	115	65	36	124	37	104	162	19	106	92	44	28	57	92	14	70	41	37	188					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14442	773	716	587	742	683	697	853	752	589	743	535	420	62	275	94	54	48	179	95	152	351	47	314	61	94	262	132	339	117	722	101	245	156	475	67	88	208	290	71	444	122	134	553					
9	Число недействительных избирательных бюллетеней	257	12	21	9	11	10	7	16	9	5	20	10	7	3	5	2	1	1	2	3	0	8	2	4	0	1	3	2	5	0	17	5	1	1	16	3	3	0	7	1	9	1	3	11					
10	Число действительных избирательных бюллетеней	17148	859	735	635	884	753	800	931	805	671	779	578	493	62	307	125	69	55	220	122	196	501	114	398	94	208	324	166	458	154	809	258	263	261	551	108	113	265	375	84	505	162	168	730					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	376	13	13	12	10	12	14	12	14	10	13	13	10	3	8	3	3	3	9	9	5	19	3	10	3	3	14	3	20	9	20	6	5	7	10	3	8	3	10	3	10	3	3	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	376	13	13	12	10	12	14	12	14	10	13	13	10	3	8	3	3	3	9	9	5	19	3	10	3	3	14	3	20	9	20	6	5	7	10	3	8	3	10	3	10	3	3	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	196	4	8	10	9	6	10	10	11	5	5	2	3	1	5	6	2	1	4	2	4	3	5	4	1	2	4	3	4	2	5	4	0	3	6	2	3	4	2	5	11	5	5	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	1	1	3	0	3	0	2	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4908	282	266	215	238	304	279	336	276	232	278	216	136	11	117	22	17	8	67	25	42	94	19	83	29	41	71	25	69	11	223	37	85	57	145	30	33	42	86	33	135	30	25	138					
		28.20%	32.38%	35.19%	33.39%	26.59%	39.84%	34.57%	35.48%	33.91%	34.32%	34.79%	36.73%	27.20%	16.92%	37.50%	17.32%	24.29%	14.29%	30.18%	20.00%	21.43%	18.47%	16.38%	20.65%	30.85%	19.62%	21.71%	14.88%	14.90%	7.14%	26.99%	14.07%	32.20%	21.76%	25.57%	27.03%	28.45%	15.85%	22.51%	38.82%	26.26%	18.40%	14.62%	18.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1741	90	55	47	91	69	88	92	68	55	63	47	43	6	32	26	16	8	22	9	9	83	18	25	6	23	54	20	58	16	85	16	19	42	54	4	6	24	37	13	66	24	24	88					
		10.00%	10.33%	7.28%	7.30%	10.17%	9.04%	10.90%	9.71%	8.35%	8.14%	7.88%	7.99%	8.60%	9.23%	10.26%	20.47%	22.86%	14.29%	9.91%	7.20%	4.59%	16.31%	15.52%	6.22%	6.38%	11.00%	16.51%	11.90%	12.53%	10.39%	10.29%	6.08%	7.20%	16.03%	9.52%	3.60%	5.17%	9.06%	9.69%	15.29%	12.84%	14.72%	14.04%	11.88%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	126	11	3	3	6	1	5	8	3	4	8	3	3	0	4	1	0	1	0	1	1	6	2	2	2	1	3	2	4	1	3	2	1	4	8	1	0	2	1	0	0	1	4	10					
		0.72%	1.26%	0.40%	0.47%	0.67%	0.13%	0.62%	0.84%	0.37%	0.59%	1.00%	0.51%	0.60%	0.00%	1.28%	0.79%	0.00%	1.79%	0.00%	0.80%	0.51%	1.18%	1.72%	0.50%	2.13%	0.48%	0.92%	1.19%	0.86%	0.65%	0.36%	0.76%	0.38%	1.53%	1.41%	0.90%	0.00%	0.75%	0.26%	0.00%	0.00%	0.61%	2.34%	1.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3941	202	168	162	232	167	185	197	204	194	175	125	116	12	62	37	12	13	33	16	39	126	14	104	8	38	80	36	45	20	213	59	61	43	148	34	44	97	49	13	115	31	39	173					
		22.64%	23.19%	22.22%	25.16%	25.92%	21.89%	22.92%	20.80%	25.06%	28.70%	21.90%	21.26%	23.20%	18.46%	19.87%	29.13%	17.14%	23.21%	14.86%	12.80%	19.90%	24.75%	12.07%	25.87%	8.51%	18.18%	24.46%	21.43%	9.72%	12.99%	25.79%	22.43%	23.11%	16.41%	26.10%	30.63%	37.93%	36.60%	12.83%	15.29%	22.37%	19.02%	22.81%	23.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	181	9	10	12	12	6	10	15	17	1	9	12	4	0	3	0	0	0	0	3	1	5	1	4	0	3	2	1	6	1	8	2	2	2	1	0	2	5	2	0	5	1	0	4					
