Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Кудымкарская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №5101	УИК №5102	УИК №5103	УИК №5104	УИК №5105	УИК №5106	УИК №5107	УИК №5108	УИК №5109	УИК №5110	УИК №5111	УИК №5112	УИК №5113	УИК №5114	УИК №5115	УИК №5116	УИК №5117	УИК №5118	УИК №5119	УИК №5120	УИК №5121	УИК №5122	УИК №5123	УИК №5124	УИК №5125	УИК №5126	УИК №5127	УИК №5128	УИК №5129	УИК №5130	УИК №5131	УИК №5132	УИК №5133	УИК №5134	УИК №5135	УИК №5136	УИК №5137	УИК №5138	УИК №5139	УИК №5140	УИК №5141	УИК №5142	УИК №5143					
1	"Число избирателей, внесенных в списки"	20006	1408	274	782	102	86	532	566	641	133	140	123	1042	440	417	851	727	1496	304	230	181	260	427	361	837	640	593	300	833	202	200	647	453	440	585	204	250	257	409	504	191	252	316	370					
2	"Число бюллетеней, полученных участковыми комиссиями"	20020	1390	280	780	105	85	530	570	640	135	140	115	1040	455	410	855	720	1460	290	230	170	270	465	375	815	670	575	295	785	195	190	660	455	450	590	205	260	260	410	490	190	320	320	375					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11134	705	139	457	54	69	325	361	380	96	85	80	472	222	271	328	360	745	112	116	106	122	293	256	498	401	288	136	448	76	124	264	223	284	395	156	176	192	212	296	137	241	222	211					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2659	236	66	97	27	9	67	36	77	14	17	17	166	68	31	191	107	110	67	41	28	60	19	3	82	114	54	50	103	52	19	80	74	74	59	14	37	33	93	80	15	11	15	46					
6	Число погашенных бюллетеней	6227	449	75	226	24	7	138	173	183	25	38	18	402	165	108	336	253	605	111	73	36	88	153	116	235	155	233	109	234	67	47	316	158	92	136	35	47	35	105	114	38	68	83	118					
7	Число бюллетеней в переносных ящиках для голосования	2659	236	66	97	27	9	67	36	77	14	17	17	166	68	31	191	107	110	67	41	28	60	19	3	82	114	54	50	103	52	19	80	74	74	59	14	37	33	93	80	15	11	15	46					
8	Число бюллетеней в стационарных ящиках для голосования	11134	705	139	457	54	69	325	361	380	96	85	80	472	222	271	328	360	745	112	116	106	122	293	256	498	401	288	136	448	76	124	264	223	284	395	156	176	192	212	296	137	241	222	211					
9	Число недействительных бюллетеней	436	13	9	32	0	9	32	10	9	2	0	0	13	3	9	3	5	23	4	7	12	6	11	27	25	12	10	8	15	4	9	18	14	7	14	8	20	1	1	4	8	7	8	4					
10	Число действительных бюллетеней	13357	928	196	522	81	69	360	387	448	108	102	97	625	287	293	516	462	832	175	150	122	176	301	232	555	503	332	178	536	124	134	326	283	351	440	162	193	224	304	372	144	245	229	253					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	490	20	10	15	10	10	10	10	15	10	10	10	20	15	15	15	15	20	10	5	5	5	15	5	15	15	15	5	15	5	5	15	15	15	15	5	5	5	15	15	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	95	9	5	5	0	0	1	4	6	0	0	1	3	3	0	7	9	5	1	2	0	1	0	0	6	0	0	0	2	0	0	0	0	7	4	1	1	0	2	8	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	114	12	0	4	1	0	6	3	2	1	3	3	7	0	8	3	2	10	2	0	0	2	3	0	4	3	1	0	6	2	0	2	3	3	6	0	1	2	1	6	0	2	0	0					
14	Число погашенных открепительных удостоверений	395	11	5	10	10	10	9	6	9	10	10	9	17	12	15	8	6	15	9	3	5	4	15	5	9	15	15	5	13	5	5	15	15	8	11	4	4	5	13	7	4	9	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	555	35	10	34	2	7	11	6	17	3	6	5	31	16	17	22	17	39	8	6	3	7	11	21	25	27	13	3	21	5	4	21	5	6	17	3	6	10	12	15	5	7	8	8					
		4.02%	3.71%	4.87%	6.13%	2.46%	8.97%	2.80%	1.51%	3.71%	2.72%	5.88%	5.15%	4.85%	5.51%	5.62%	4.23%	3.64%	4.56%	4.46%	3.82%	2.23%	3.84%	3.52%	8.10%	4.31%	5.24%	3.80%	1.61%	3.81%	3.90%	2.79%	6.10%	1.68%	1.67%	3.74%	1.76%	2.81%	4.44%	3.93%	3.98%	3.28%	2.77%	3.37%	3.11%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	957	44	12	46	25	5	23	16	46	5	17	8	38	21	22	21	27	54	18	11	11	13	14	38	48	33	18	8	38	21	10	16	24	26	53	7	12	17	18	24	16	15	9	9					
		6.93%	4.67%	5.85%	8.30%	30.86%	6.41%	5.86%	4.03%	10.06%	4.54%	16.66%	8.24%	5.95%	7.24%	7.28%	4.04%	5.78%	6.31%	10.05%	7.00%	8.20%	7.14%	4.48%	14.67%	8.27%	6.40%	5.26%	4.30%	6.89%	16.40%	6.99%	4.65%	8.08%	7.26%	11.67%	4.11%	5.63%	7.55%	5.90%	6.38%	10.52%	5.95%	3.79%	3.50%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	469	23	7	15	3	1	25	13	10	8	3	4	10	5	7	13	14	31	7	14	5	4	10	3	15	10	15	7	15	7	11	7	22	19	9	6	15	4	15	9	5	9	8	26					
		3.40%	2.44%	3.41%	2.70%	3.70%	1.28%	6.37%	3.27%	2.18%	7.27%	2.94%	4.12%	1.56%	1.72%	2.31%	2.50%	2.99%	3.62%	3.91%	8.91%	3.73%	2.19%	3.20%	1.15%	2.58%	1.94%	4.38%	3.76%	2.72%	5.46%	7.69%	2.03%	7.40%	5.30%	1.98%	3.52%	7.04%	1.77%	4.91%	2.39%	3.28%	3.57%	3.37%	10.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	155	10	0	7	0	1	2	0	4	1	4	0	15	5	3	4	10	16	1	1	0	0	8	2	12	9	3	1	8	0	0	2	2	4	2	1	1	4	4	1	0	0	2	5					
		1.12%	1.06%	0.0%	1.26%	0.0%	1.28%	0.51%	0.0%	0.87%	0.90%	3.92%	0.0%	2.35%	1.72%	0.99%	0.77%	2.14%	1.87%	0.55%	0.63%	0.0%	0.0%	2.56%	0.77%	2.06%	1.74%	0.87%	0.53%	1.45%	0.0%	0.0%	0.58%	0.67%	1.11%	0.44%	0.58%	0.46%	1.77%	1.31%	0.26%	0.0%	0.0%	0.84%	1.94%					
22	"5. ""За Русь Святую"""	78	7	2	2	0	0	1	4	2	0	0	1	2	1	4	2	2	0	3	1	0	0	1	2	5	7	2	3	3	1	1	2	0	0	4	1	2	2	1	2	1	1	1	2					
		0.56%	0.74%	0.97%	0.36%	0.0%	0.0%	0.25%	1.00%	0.43%	0.0%	0.0%	1.03%	0.31%	0.34%	1.32%	0.38%	0.42%	0.0%	1.67%	0.63%	0.0%	0.0%	0.32%	0.77%	0.86%	1.35%	0.58%	1.61%	0.54%	0.78%	0.69%	0.58%	0.0%	0.0%	0.88%	0.58%	0.93%	0.88%	0.32%	0.53%	0.65%	0.39%	0.42%	0.77%					
23	"6. ""Объединенная Российская партия ""Русь"""	91	6	1	7	1	1	1	1	5	0	0	1	2	3	0	1	2	8	1	2	1	5	1	3	3	3	2	0	2	0	2	6	3	2	4	1	1	0	4	1	1	0	2	1					
		0.65%	0.63%	0.48%	1.26%	1.23%	1.28%	0.25%	0.25%	1.09%	0.0%	0.0%	1.03%	0.31%	1.03%	0.0%	0.19%	0.42%	0.93%	0.55%	1.27%	0.74%	2.74%	0.32%	1.15%	0.51%	0.58%	0.58%	0.0%	0.36%	0.0%	1.39%	1.74%	1.01%	0.55%	0.88%	0.58%	0.46%	0.0%	1.31%	0.26%	0.65%	0.0%	0.84%	0.38%					
24	"7. ""Новый курс - Автомобильная Россия"""	74	3	0	2	0	0	3	3	3	0	1	0	8	2	1	0	0	4	3	0	0	1	2	0	10	0	3	1	3	1	0	2	0	0	2	1	1	0	3	3	0	5	0	3					
