Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Дербентская городская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507					
1	"Число избирателей, внесенных в списки избирателей"	62969	1348	1580	1250	1714	1275	1400	1631	1064	1723	2107	1859	2029	1098	1721	2365	2523	2077	1509	1652	2429	2304	2241	2329	2178	2356	1460	1413	1256	1779	1515	1694	1821	2002	1327	1327	1613					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	62932	1350	1550	1250	1720	1250	1400	1600	1050	1750	2100	1850	2050	1100	1750	2400	2500	2100	1500	1650	2450	2300	2250	2300	2200	2350	1500	1400	1250	1800	1500	1700	1800	2000	1300	1300	1612					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	60257	1250	1501	1188	1660	1144	1330	1549	1037	1669	1869	1801	2000	1043	1700	2247	2450	1973	1434	1600	2308	2202	2109	2200	2178	2227	1408	1342	1193	1765	1439	1643	1756	1902	1259	1272	1609					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	2633	100	49	62	60	64	70	51	13	81	231	49	50	57	50	153	50	127	66	50	142	98	141	100	22	123	92	58	57	35	61	57	44	98	41	28	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	60257	1250	1501	1188	1660	1144	1330	1549	1037	1669	1869	1801	2000	1043	1700	2247	2450	1973	1434	1600	2308	2202	2109	2200	2178	2227	1408	1342	1193	1765	1439	1643	1756	1902	1259	1272	1609					
9	Число недействительных избирательных бюллетеней	16	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	5					
10	Число действительных избирательных бюллетеней	60283	1250	1501	1188	1660	1185	1330	1549	1033	1669	1869	1801	2000	1043	1700	2247	2450	1973	1434	1599	2308	2200	2109	2200	2177	2227	1408	1342	1193	1763	1439	1643	1756	1902	1259	1272	1604					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1320	37	39	40	36	42	51	29	47	50	30	35	36	40	45	42	44	50	31	30	35	40	25	50	36	45	30	35	30	25	30	25	30	25	25	25	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	45	2	1	0	0	1	0	4	0	2	0	0	0	2	1	1	1	2	2	0	3	0	2	2	3	2	0	1	1	1	4	2	0	3	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	1275	35	38	40	36	41	51	25	47	48	30	35	36	38	44	41	43	48	29	30	32	40	23	48	33	43	30	34	29	24	26	23	30	22	23	25	55					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	6	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.06%	0.08%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7034	66	151	78	116	81	118	110	35	86	207	166	39	63	136	200	100	73	103	121	84	137	1601	171	1628	118	79	131	121	73	165	153	127	167	90	39	101					
		11.67%	5.28%	10.06%	6.57%	6.99%	6.83%	8.87%	7.10%	3.38%	5.15%	11.08%	9.22%	1.95%	6.04%	8.00%	8.90%	4.08%	3.70%	7.18%	7.56%	3.64%	6.22%	75.91%	7.77%	74.75%	5.30%	5.61%	9.76%	10.14%	4.14%	11.47%	9.31%	7.23%	8.78%	7.15%	3.07%	6.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	417	38	10	2	117	30	4	4	10	18	19	14	0	4	12	4	0	8	2	6	6	4	0	0	0	45	2	15	22	0	5	0	4	6	0	4	2					
		0.69%	3.04%	0.67%	0.17%	7.05%	2.53%	0.30%	0.26%	0.96%	1.08%	1.02%	0.78%	0.00%	0.38%	0.71%	0.18%	0.00%	0.41%	0.14%	0.38%	0.26%	0.18%	0.00%	0.00%	0.00%	2.02%	0.14%	1.12%	1.84%	0.00%	0.35%	0.00%	0.23%	0.32%	0.00%	0.31%	0.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	714	0	0	0	13	28	0	8	1	2	18	0	120	0	0	0	0	190	0	0	40	22	0	4	0	24	0	0	0	24	185	0	25	0	2	8	0					
		1.18%	0.00%	0.00%	0.00%	0.78%	2.36%	0.00%	0.52%	0.10%	0.12%	0.96%	0.00%	6.00%	0.00%	0.00%	0.00%	0.00%	9.63%	0.00%	0.00%	1.73%	0.99%	0.00%	0.18%	0.00%	1.08%	0.00%	0.00%	0.00%	1.36%	12.86%	0.00%	1.42%	0.00%	0.16%	0.63%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	23	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0					
