Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Дербентская городская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
1	"Число избирателей, внесенных в список избирателей"	69163	1750	1187	1486	1596	1658	2033	1357	1056	1595	1677	2726	2127	1379	1666	2699	2288	2606	1358	1869	1947	3684	2497	3198	2972	1583	1629	1678	2302	1187	1185	1996	2097	1514	1695	1993	1893					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65500	1660	1130	1400	1500	1500	1920	1300	1000	1520	1600	2580	2000	1330	1580	2580	2180	2470	1300	1790	1820	3470	2360	3000	2800	1500	1560	1600	2160	1130	1120	1900	2000	1440	1600	1900	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	64978	1660	1130	1263	1497	1500	1918	1218	862	1520	1595	2575	1980	1330	1580	2580	2180	2470	1250	1790	1820	3470	2360	3000	2790	1500	1560	1590	2160	1130	1120	1888	1990	1437	1588	1889	1788					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	52	0	0	0	0	0	0	36	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	470	0	0	137	3	0	2	46	122	0	5	5	20	0	0	0	0	0	50	0	0	0	0	0	10	0	0	10	0	0	0	12	10	3	12	11	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	52	0	0	0	0	0	0	36	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	64962	1660	1130	1263	1497	1500	1918	1218	846	1520	1595	2575	1980	1330	1580	2580	2180	2470	1250	1790	1820	3470	2360	3000	2790	1500	1560	1590	2160	1130	1120	1888	1990	1437	1588	1889	1788					
9	Число недействительных избирательных бюллетеней	53	0	0	11	0	0	0	9	11	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	64961	1660	1130	1252	1497	1500	1918	1245	851	1520	1595	2575	1980	1330	1580	2580	2180	2470	1228	1790	1820	3470	2360	3000	2790	1500	1560	1590	2160	1130	1120	1888	1990	1437	1588	1889	1788					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	45	2	2	0	1	1	0	1	0	1	2	1	2	0	0	1	2	0	3	0	2	6	1	3	2	0	2	2	1	1	0	3	1	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	315	8	8	10	9	9	10	9	10	9	8	9	8	10	10	9	8	10	7	10	8	4	9	7	8	10	8	8	9	9	10	7	9	9	9	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	85	0	0	8	0	0	1	7	40	1	1	1	1	0	1	1	1	0	17	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0					
		0.13%	0.00%	0.00%	0.63%	0.00%	0.00%	0.05%	0.56%	4.64%	0.07%	0.06%	0.04%	0.05%	0.00%	0.06%	0.04%	0.05%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.06%	0.00%	0.00%	0.09%	0.09%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	24	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	2.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	0	0	1	0	1	1	1	29	1	1	0	1	1	1	1	1	1	15	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0					
		0.11%	0.00%	0.00%	0.08%	0.00%	0.07%	0.05%	0.08%	3.36%	0.07%	0.06%	0.00%	0.05%	0.08%	0.06%	0.04%	0.05%	0.04%	1.20%	0.06%	0.05%	0.03%	0.04%	0.03%	0.00%	0.07%	0.00%	0.06%	0.05%	0.00%	0.09%	0.05%	0.05%	0.07%	0.00%	0.05%	0.00%					
