Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ардатовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21139	1164	1297	909	1601	1170	1586	199	285	1349	1188	1663	108	76	402	492	749	665	620	467	293	415	1039	478	276	509	310	803	245	359	422									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21500	1200	1325	920	1600	1190	1620	210	290	1370	1200	1670	110	70	410	520	760	680	625	465	295	420	1060	480	280	535	315	835	250	365	430									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10650	775	657	429	813	727	771	91	165	578	437	911	61	54	147	242	414	218	276	183	189	281	488	239	159	224	194	409	170	232	116									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2292	29	40	35	124	15	128	53	34	85	80	146	19	9	106	68	57	185	76	185	31	33	75	48	25	121	79	230	15	38	123									
6	Число погашенных избирательных бюллетеней	8558	396	628	456	663	448	721	66	91	707	683	613	30	7	157	210	289	277	273	97	75	106	497	193	96	190	42	196	65	95	191									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2292	29	40	35	124	15	128	53	34	85	80	146	19	9	106	68	57	185	76	185	31	33	75	48	25	121	79	230	15	38	123									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10650	775	657	429	813	727	771	91	165	578	437	911	61	54	147	242	414	218	276	183	189	281	488	239	159	224	194	409	170	232	116									
9	Число недействительных избирательных бюллетеней	205	15	9	14	39	10	15	3	0	7	7	13	1	2	1	4	5	0	16	5	0	4	6	3	0	11	1	2	5	3	4									
10	Число действительных избирательных бюллетеней	12737	789	688	450	898	732	884	141	199	656	510	1044	79	61	252	306	466	403	336	363	220	310	557	284	184	334	272	637	180	267	235									
