Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Эхирит-Булагатская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №200					
1	"Число избирателей, внесенных в списки"	20279	1787	1026	469	915	2008	1855	1772	496	224	283	143	692	590	333	357	311	394	511	400	145	217	454	142	119	577	303	402	89	85	170	720	133	301	148	191	272	268	255	132	302	152	136					
2	"Число бюллетеней, полученных участковыми комиссиями"	19422	1635	955	430	840	1840	1770	1630	495	225	270	130	690	576	350	350	300	360	495	390	140	230	415	135	135	600	320	350	112	104	170	680	125	300	150	270	260	260	250	135	275	135	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11687	943	423	196	439	1026	911	962	237	138	187	107	444	337	215	216	194	240	334	285	100	148	337	101	97	352	182	263	78	69	113	491	81	190	57	145	179	159	154	89	222	110	136					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	807	21	24	5	10	22	36	62	15	29	28	0	14	0	23	43	12	37	29	34	8	5	22	0	22	21	16	34	11	8	6	10	6	28	50	46	23	12	6	0	24	5	0					
6	Число погашенных бюллетеней	6928	671	508	229	391	792	823	606	243	58	55	23	232	239	112	91	94	83	132	71	32	77	56	34	16	227	122	53	23	27	51	179	38	82	43	79	58	89	90	46	29	20	4					
7	Число бюллетеней в переносных ящиках для голосования	807	21	24	5	10	22	36	62	15	29	28	0	14	0	23	43	12	37	29	34	8	5	22	0	22	21	16	34	11	8	6	10	6	28	50	46	23	12	6	0	24	5	0					
8	Число бюллетеней в стационарных ящиках для голосования	11681	943	423	196	439	1026	911	962	237	138	187	107	444	336	215	216	194	240	334	285	100	148	337	101	97	347	182	263	78	69	113	491	81	190	57	145	179	159	154	89	222	110	136					
9	Число недействительных бюллетеней	363	23	17	9	6	28	23	7	8	1	8	3	9	5	6	16	15	1	18	12	5	5	9	3	7	19	6	10	6	0	8	12	8	1	1	2	13	2	14	7	6	4	0					
10	Число действительных бюллетеней	12125	941	430	192	443	1020	924	1017	244	166	207	104	449	331	232	243	191	276	345	307	103	148	350	98	112	349	192	287	83	77	111	489	79	217	106	189	189	169	146	82	240	111	136					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	681	54	33	15	28	64	60	54	17	7	11	6	23	22	11	12	12	12	18	14	6	7	16	7	3	20	10	13	4	4	6	24	4	13	4	8	12	9	9	5	11	5	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	57	12	4	0	0	9	7	10	0	0	0	1	2	2	1	1	1	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	90	18	1	1	2	1	2	7	2	3	0	0	2	3	1	0	0	5	0	0	1	0	1	1	0	1	0	2	0	1	2	0	0	2	0	1	1	3	2	0	1	1	22					
14	Число погашенных открепительных удостоверений	624	42	29	15	28	55	53	44	17	7	11	5	21	20	10	11	11	12	17	14	6	7	15	7	3	20	10	8	4	4	6	24	4	13	4	8	12	9	9	5	11	5	8					
15	Число открепительных удостоверений выданных ТИК	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	354	10	6	4	10	14	14	18	9	11	7	1	13	9	7	8	3	8	18	11	8	9	9	7	9	13	7	11	3	1	6	23	6	5	0	11	3	9	7	4	6	6	10					
		2.83%	1.03%	1.34%	1.99%	2.22%	1.33%	1.47%	1.75%	3.57%	6.58%	3.25%	0.93%	2.83%	2.67%	2.94%	3.08%	1.45%	2.88%	4.95%	3.44%	7.40%	5.88%	2.50%	6.93%	7.56%	3.53%	3.53%	3.70%	3.37%	1.29%	5.04%	4.59%	6.89%	2.29%	0.0%	5.75%	1.48%	5.26%	4.37%	4.49%	2.43%	5.21%	7.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	279	31	12	5	10	19	16	23	2	5	5	1	13	9	4	2	15	3	5	7	4	6	9	2	1	2	2	12	2	1	4	7	1	1	0	2	5	7	4	2	9	6	3					
		2.23%	3.21%	2.68%	2.48%	2.22%	1.81%	1.68%	2.24%	0.79%	2.99%	2.32%	0.93%	2.83%	2.67%	1.68%	0.77%	7.28%	1.08%	1.37%	2.19%	3.70%	3.92%	2.50%	1.98%	0.84%	0.54%	1.01%	4.04%	2.24%	1.29%	3.36%	1.39%	1.14%	0.45%	0.0%	1.04%	2.47%	4.09%	2.5%	2.24%	3.65%	5.21%	2.20%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	350	28	17	10	6	21	22	26	6	6	8	2	20	12	12	7	8	10	6	9	4	7	9	1	3	10	8	4	2	3	0	16	0	2	4	4	6	7	11	1	7	3	2					
		2.80%	2.90%	3.80%	4.97%	1.33%	2.00%	2.32%	2.53%	2.38%	3.59%	3.72%	1.86%	4.36%	3.57%	5.04%	2.70%	3.88%	3.61%	1.65%	2.82%	3.70%	4.57%	2.50%	0.99%	2.52%	2.71%	4.04%	1.34%	2.24%	3.89%	0.0%	3.19%	0.0%	0.91%	3.73%	2.09%	2.97%	4.09%	6.87%	1.12%	2.84%	2.60%	1.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	253	34	11	1	15	35	15	20	2	0	7	3	1	10	3	0	1	7	3	2	3	0	9	1	1	4	3	7	4	2	1	9	1	5	1	3	7	3	4	4	4	0	7					
