Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Чердаклинская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
1	"Число избирателей, внесенных в списки"	33730	374	904	610	713	259	329	836	589	1191	1445	413	284	2654	520	1538	2535	2871	904	465	305	602	487	725	404	449	726	779	581	1846	2378	2382	2632					
2	"Число бюллетеней, полученных участковыми комиссиями"	33453	372	887	605	713	252	328	833	576	1184	1419	408	290	2655	517	1528	2518	2805	897	460	298	592	484	711	396	451	720	779	575	1836	2376	2374	2614					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17005	237	496	350	366	184	236	404	281	555	693	203	189	1363	333	776	1282	1665	510	289	212	377	238	381	225	208	322	504	315	755	1064	989	1003					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	821	25	19	54	75	12	16	33	20	7	27	23	14	28	6	29	33	17	13	5	0	37	33	38	19	4	33	21	37	35	35	25	48					
6	Число погашенных бюллетеней	15627	110	372	201	272	56	76	396	275	622	699	182	87	1264	178	723	1203	1123	374	166	86	178	213	292	152	239	365	254	223	1046	1277	1360	1563					
7	Число бюллетеней в переносных ящиках для голосования	821	25	19	54	75	12	16	33	20	7	27	23	14	28	6	29	33	17	13	5	0	37	33	38	19	4	33	21	37	35	35	25	48					
8	Число бюллетеней в стационарных ящиках для голосования	16984	237	496	350	366	184	236	404	281	555	693	203	189	1358	333	776	1281	1653	510	289	212	377	238	381	225	208	322	504	315	752	1064	989	1003					
9	Число недействительных бюллетеней	555	7	5	14	25	4	14	33	21	14	42	4	12	48	10	21	44	0	54	2	4	5	9	4	16	0	9	21	5	20	37	37	14					
10	Число действительных бюллетеней	17250	255	510	390	416	192	238	404	280	548	678	222	191	1338	329	784	1270	1670	469	292	208	409	262	415	228	212	346	504	347	767	1062	977	1037					
