Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Камско-Устьинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683					
1	"Число избирателей, внесенных в списки избирателей"	13186	86	62	858	929	746	903	677	623	557	864	383	53	494	242	405	143	349	119	148	378	221	154	296	157	127	140	146	124	644	603	157	389	111	73	173	164	158	168	162					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12895	86	61	824	890	718	867	666	603	535	826	383	53	480	241	407	143	356	119	149	378	221	153	296	157	127	138	146	124	626	590	152	379	110	70	173	162	156	168	162					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11612	86	61	744	825	639	819	635	561	491	800	364	53	413	218	315	132	311	96	131	378	209	149	296	157	106	135	141	119	410	438	136	287	99	58	165	155	153	168	159					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1054	0	0	65	32	60	39	29	21	44	26	19	0	64	23	90	11	38	23	17	0	7	3	0	0	21	3	5	4	136	131	16	88	7	12	7	7	3	0	3					
6	Число погашенных избирательных бюллетеней	229	0	0	15	33	19	9	2	21	0	0	0	0	3	0	2	0	7	0	1	0	5	1	0	0	0	0	0	1	80	21	0	4	4	0	1	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1054	0	0	65	32	60	39	29	21	44	26	19	0	64	23	90	11	38	23	17	0	7	3	0	0	21	3	5	4	136	131	16	88	7	12	7	7	3	0	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11612	86	61	744	825	639	819	635	561	491	800	364	53	413	218	315	132	311	96	131	378	209	149	296	157	106	135	141	119	410	438	136	287	99	58	165	155	153	168	159					
9	Число недействительных избирательных бюллетеней	169	0	0	2	15	2	31	8	28	13	11	3	0	0	0	0	1	7	0	0	4	0	1	0	0	0	0	0	0	3	5	14	0	9	1	5	0	4	2	0					
10	Число действительных избирательных бюллетеней	12497	86	61	807	842	697	827	656	554	522	815	380	53	477	241	405	142	342	119	148	374	216	151	296	157	127	138	146	123	543	564	138	375	97	69	167	162	152	166	162					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	248	1	1	15	18	15	15	19	17	10	20	5	1	10	5	5	2	6	0	2	6	5	3	4	2	2	2	2	2	14	14	2	6	2	1	2	3	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	129	0	0	15	8	15	14	16	2	2	5	0	0	3	1	1	2	6	0	1	0	5	2	2	0	0	2	0	1	10	4	1	6	2	0	0	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	67	0	0	6	7	10	4	1	0	0	5	3	0	3	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	13	3	0	3	0	2	0	0	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	119	1	1	0	10	0	1	3	15	8	15	5	1	7	4	4	0	0	0	1	6	0	1	2	2	2	0	2	1	4	10	1	0	0	1	2	1	2	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	54	0	0	5	1	0	2	2	5	4	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	11	10	1	1	0	0	3	0	0	1	0					
		0.43%	0.00%	0.00%	0.62%	0.12%	0.00%	0.23%	0.30%	0.86%	0.75%	0.12%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	2.01%	1.76%	0.66%	0.27%	0.00%	0.00%	1.74%	0.00%	0.00%	0.60%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	8	0	0	1	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.12%	0.23%	0.14%	0.00%	0.00%	0.00%	0.00%	0.12%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.03%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.17%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	469	1	1	92	70	54	26	17	12	16	10	3	0	8	8	6	2	4	0	3	8	2	1	8	1	1	0	3	1	52	38	1	5	3	0	4	0	6	1	1					
		3.70%	1.16%	1.64%	11.37%	8.17%	7.73%	3.03%	2.56%	2.06%	2.99%	1.21%	0.78%	0.00%	1.68%	3.32%	1.48%	1.40%	1.15%	0.00%	2.03%	2.12%	0.93%	0.66%	2.70%	0.64%	0.79%	0.00%	2.05%	0.81%	9.52%	6.68%	0.66%	1.33%	2.83%	0.00%	2.33%	0.00%	3.85%	0.60%	0.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	0	0	1	1	2	1	1	3	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.00%	0.00%	0.12%	0.12%	0.29%	0.12%	0.15%	0.52%	0.00%	0.12%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	1	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.12%	0.12%	0.00%	0.12%	0.00%	0.34%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	195	0	0	12	7	34	5	14	2	7	9	6	0	6	0	0	2	1	0	0	0	0	1	3	1	1	1	0	0	35	29	7	8	1	2	1	0	0	0	0					
		1.54%	0.00%	0.00%	1.48%	0.82%	4.86%	0.58%	2.11%	0.34%	1.31%	1.09%	1.57%	0.00%	1.26%	0.00%	0.00%	1.40%	0.29%	0.00%	0.00%	0.00%	0.00%	0.66%	1.01%	0.64%	0.79%	0.72%	0.00%	0.00%	6.41%	5.10%	4.61%	2.13%	0.94%	2.86%	0.58%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	232	0	0	13	35	50	16	12	22	4	10	3	0	5	0	1	0	2	0	0	0	0	2	0	0	4	0	0	0	21	21	1	6	0	1	1	1	0	1	0					
		1.83%	0.00%	0.00%	1.61%	4.08%	7.15%	1.86%	1.81%	3.78%	0.75%	1.21%	0.78%	0.00%	1.05%	0.00%	0.25%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	3.15%	0.00%	0.00%	0.00%	3.85%	3.69%	0.66%	1.60%	0.00%	1.43%	0.58%	0.62%	0.00%	0.60%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	0	0	2	1	5	0	2	3	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0					
		0.21%	0.00%	0.00%	0.25%	0.12%	0.72%	0.00%	0.30%	0.52%	0.00%	0.24%	0.52%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11460	85	60	679	721	550	776	605	500	489	774	360	53	458	231	395	137	334	119	145	363	214	147	284	155	121	136	143	122	417	458	128	355	93	66	157	161	146	162	161					
		90.48%	98.84%	98.36%	83.93%	84.13%	78.68%	90.44%	91.11%	85.91%	91.40%	93.70%	93.99%	10.00%	96.02%	95.85%	97.53%	95.80%	95.70%	10.00%	97.97%	96.03%	99.07%	96.71%	95.95%	98.73%	95.28%	98.55%	97.95%	99.19%	76.37%	80.49%	84.21%	94.67%	87.74%	94.29%	91.28%	99.38%	93.59%	96.43%	99.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	0	0	1	2	1	0	3	4	2	5	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0					
		0.21%	0.00%	0.00%	0.12%	0.23%	0.14%	0.00%	0.45%	0.69%	0.37%	0.61%	0.26%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.53%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
