Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Камско-Устьинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678					
1	"Число избирателей, внесенных в список избирателей"	13642	173	145	147	158	152	87	68	872	995	794	999	667	893	771	571	392	59	530	216	368	136	332	124	156	382	212	145	308	168	132	138	134	108	646	663	183	435	101	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13769	174	145	149	159	154	87	65	889	1008	830	995	679	903	772	580	397	61	533	220	370	140	340	126	156	385	213	145	310	169	134	140	140	108	636	669	185	420	102	81					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12314	173	141	144	158	150	74	57	799	927	743	949	637	818	689	529	350	59	490	206	294	133	306	108	147	381	205	141	308	168	132	138	129	108	474	502	161	214	96	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1011	0	4	3	0	0	13	7	46	32	51	23	17	19	47	26	18	0	24	10	74	3	26	16	9	0	6	4	0	0	0	0	5	0	155	154	16	193	5	5					
6	Число погашенных избирательных бюллетеней	444	1	0	2	1	4	0	1	44	49	36	23	25	66	36	25	29	2	19	4	2	4	8	2	0	4	2	0	2	1	2	2	6	0	7	13	8	13	1	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1011	0	4	3	0	0	13	7	46	32	51	23	17	19	47	26	18	0	24	10	74	3	26	16	9	0	6	4	0	0	0	0	5	0	155	154	16	193	5	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12314	173	141	144	158	150	74	57	799	927	743	949	637	818	689	529	350	59	490	206	294	133	306	108	147	381	205	141	308	168	132	138	129	108	474	502	161	214	96	76					
9	Число недействительных избирательных бюллетеней	84	0	0	3	6	4	0	0	17	4	5	18	2	0	2	2	2	3	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	2	5	0					
10	Число действительных избирательных бюллетеней	13241	173	145	144	152	146	87	64	828	955	789	954	652	837	734	553	366	56	514	216	368	136	332	124	156	377	211	143	308	168	132	138	134	108	626	656	177	405	96	81					
