Выборы Президента Российской Федерации																																																																																													
Дата голосования: 18.03.2018																																																																																													
																																																																																													
Наименование Избирательной комиссии:    Нижнекамская городская																																																																																													
																																																																																													
Сводная таблица итогов голосования																																																																																													
																																																																																													
	Число участковых избирательных комиссий	82																																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	82																																																																																											
																																																																																													
		Сумма	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2823	УИК №2834									
1	"Число избирателей, включенных в список избирателей"	171641	2531	2249	1961	1999	1712	1470	2078	1856	1709	2246	1548	535	715	1763	1836	2141	2143	2548	2351	2026	2220	2348	2366	2411	1693	1891	2061	2262	2231	2121	1978	2603	1969	1595	1934	2055	2118	2142	1794	1864	1961	2135	2092	2241	2142	2202	1970	2115	2132	144	1649	1854	1857	2466	2540	2471	2293	2441	2040	1835	2049	2010	2292	1149	2850	2693	2712	2220	2571	1886	2143	2964	2914	1929	1823	2509	2008	2287	3051	2929	3056	1943									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	173150	2600	2250	2000	2000	1750	1500	2050	1900	1700	2250	1550	800	700	1800	1850	2150	2150	2550	2350	2050	2250	2350	2400	2450	1700	1850	2150	2300	2250	2150	1950	2600	2000	1600	1900	2050	2150	2150	1800	1900	2000	2150	2100	2250	2150	2200	2000	2100	2150	200	1650	1850	1900	2500	2600	2500	2350	2450	2100	1850	2050	2050	2300	1150	2800	2700	2700	2200	2600	1900	2200	2950	2950	1950	1850	2550	2000	2300	3100	2950	3050	1900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	120307	1649	1604	1175	1366	1139	880	1335	1228	1063	1420	833	535	484	1101	1378	1306	1360	1540	1525	1322	1481	1505	1463	1524	1133	1247	1521	1489	1528	1491	1474	1985	1280	1063	1625	1409	1466	1499	1378	1363	1447	1551	1448	1654	1492	1579	1396	1520	1515	144	1222	1336	1357	1838	1821	1822	1593	1725	1510	1312	1479	1556	1705	867	2144	2050	2061	1652	1913	1390	1540	2233	2180	1239	1071	1659	1323	1655	2035	2074	2477	1555									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2979	32	38	26	31	26	34	88	45	55	38	16	0	40	56	43	79	78	48	126	60	50	70	51	47	42	118	42	30	39	36	25	24	33	16	41	50	35	52	16	37	17	62	33	51	59	37	28	21	38	0	23	35	33	25	27	32	22	59	26	29	16	13	24	11	15	14	15	30	29	22	26	23	15	35	16	108	43	13	21	14	2	4									
6	Число погашенных избирательных бюллетеней	49864	919	608	799	603	585	586	627	627	582	792	701	265	176	643	429	765	712	962	699	668	719	775	886	879	525	485	587	781	683	623	451	591	687	521	234	591	649	599	406	500	536	537	619	545	599	584	576	559	597	56	405	479	510	637	752	646	735	666	564	509	555	481	571	272	641	636	624	518	658	488	634	694	755	676	763	783	634	632	1044	862	571	341									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2979	32	38	26	31	26	34	88	45	55	38	16	0	40	56	43	79	78	48	126	60	50	70	51	47	42	118	42	30	39	36	25	24	33	16	41	50	35	52	16	37	17	62	33	51	59	37	28	21	38	0	23	35	33	25	27	32	22	59	26	29	16	13	24	11	15	14	15	30	29	22	26	23	15	35	16	108	43	13	21	14	2	4									
8	Число бюллетеней в стационарных ящиках для голосования	120256	1649	1604	1175	1366	1139	880	1335	1228	1063	1416	833	535	484	1101	1375	1306	1360	1540	1525	1322	1481	1505	1463	1524	1133	1247	1521	1489	1528	1491	1474	1985	1280	1063	1625	1409	1462	1499	1378	1363	1447	1551	1448	1652	1492	1579	1396	1520	1515	144	1222	1335	1354	1825	1821	1822	1593	1725	1510	1312	1477	1549	1705	867	2144	2050	2057	1648	1913	1386	1540	2233	2180	1239	1071	1659	1323	1655	2035	2074	2477	1555									
9	Число недействительных избирательных бюллетеней	1794	0	9	26	14	12	16	31	3	22	16	23	1	14	26	8	37	30	26	15	24	34	56	49	29	32	22	43	17	13	45	20	27	13	0	42	33	27	25	12	35	9	37	0	15	32	1	35	28	0	0	21	17	12	20	26	28	45	6	11	29	43	6	21	13	36	35	45	21	12	23	24	47	22	4	15	0	30	25	3	21	16	33									
10	Число действительных избирательных бюллетеней	121441	1681	1633	1175	1383	1153	898	1392	1270	1096	1438	826	534	510	1131	1410	1348	1408	1562	1636	1358	1497	1519	1465	1542	1143	1343	1520	1502	1554	1482	1479	1982	1300	1079	1624	1426	1470	1526	1382	1365	1455	1576	1481	1688	1519	1615	1389	1513	1553	144	1224	1353	1375	1830	1822	1826	1570	1778	1525	1312	1450	1556	1708	865	2123	2029	2027	1657	1930	1385	1542	2209	2173	1270	1072	1767	1336	1643	2053	2067	2463	1526									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																													
13	Бабурин Сергей Николаевич	891	9	9	4	12	10	1	13	5	10	12	2	4	7	8	0	5	9	17	13	11	10	13	9	16	7	7	13	9	12	61	9	24	1	6	33	13	10	5	11	6	12	18	7	8	16	8	9	8	6	0	13	10	8	9	15	11	11	10	4	25	15	15	17	1	11	14	12	12	3	10	15	17	10	9	2	7	8	12	13	14	16	14									
		0.72%	0.54%	0.55%	0.33%	0.86%	0.86%	0.11%	0.91%	0.39%	0.89%	0.83%	0.24%	0.75%	1.34%	0.69%	0.00%	0.36%	0.63%	1.07%	0.79%	0.80%	0.65%	0.83%	0.59%	1.02%	0.60%	0.51%	0.83%	0.59%	0.77%	3.99%	0.60%	1.19%	0.08%	0.56%	1.98%	0.89%	0.67%	0.32%	0.79%	0.43%	0.82%	1.12%	0.47%	0.47%	1.03%	0.50%	0.63%	0.52%	0.39%	0.00%	1.04%	0.73%	0.58%	0.49%	0.81%	0.59%	0.68%	0.56%	0.26%	1.86%	1.00%	0.96%	0.98%	0.11%	0.51%	0.68%	0.58%	0.72%	0.15%	0.71%	0.96%	0.75%	0.46%	0.71%	0.18%	0.40%	0.59%	0.72%	0.63%	0.67%	0.65%	0.90%									
14	Грудинин Павел Николаевич	20694	331	361	168	166	60	176	214	191	176	220	160	59	124	188	95	223	197	261	250	222	259	263	230	277	182	219	247	306	262	107	244	258	211	158	143	222	208	266	237	262	274	277	260	281	262	146	246	219	174	15	218	237	270	277	380	336	369	309	224	225	288	139	363	79	417	438	431	245	370	217	204	480	450	244	242	510	173	338	423	442	527	272									
		16.79%	19.69%	21.99%	13.99%	11.88%	5.15%	19.26%	15.04%	15.00%	15.74%	15.13%	18.85%	11.03%	23.66%	16.25%	6.70%	16.10%	13.70%	16.44%	15.14%	16.06%	16.92%	16.70%	15.19%	17.63%	15.49%	16.04%	15.80%	20.14%	16.72%	7.01%	16.28%	12.84%	16.07%	14.64%	8.58%	15.22%	13.89%	17.15%	17.00%	18.71%	18.72%	17.17%	17.56%	16.50%	16.89%	9.03%	17.28%	14.21%	11.20%	10.42%	17.51%	17.30%	19.47%	14.97%	20.56%	18.12%	22.85%	17.32%	14.58%	16.78%	19.29%	8.90%	20.99%	8.99%	19.31%	21.22%	20.80%	14.60%	19.05%	15.41%	13.03%	21.28%	20.50%	19.15%	22.26%	28.86%	12.66%	20.26%	20.57%	21.17%	21.26%	17.45%									
