Выборы Президента Российской Федерации																																																																																							
Дата голосования: 02.03.2008																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Нижнекамская городская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
	Число участковых избирательных комиссий	80																																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	80																																																																																					
																																																																																							
		Сумма	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283					
1	"Число избирателей, включенных в списки избирателей"	158470	1912	2524	2507	1654	1904	1953	1985	1906	1951	1824	2354	1592	608	645	1954	1964	2063	2227	2639	2383	2143	2108	2204	1803	1581	1656	1706	1845	2372	2454	2310	2303	1743	1310	1986	1745	2170	2055	2155	2142	1958	2040	2094	2334	2303	2124	2151	2437	2104	1741	1628	1336	285	1835	1715	2588	2584	2503	2514	2381	2179	2502	2521	2335	1310	2285	2105	2132	1908	1636	1872	1873	1354	1611	1609	1512	1930	1906	2498	2397					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	156560	1875	2520	2470	1630	1905	1955	1905	1875	1945	1800	2320	1570	695	635	1925	1925	2125	2210	2595	2360	2155	2075	2195	1760	1580	1620	1710	1810	2350	2510	2250	2220	1730	1285	1955	1720	2115	2025	2135	2145	1925	2045	2065	2300	2270	2075	2120	2400	2085	1715	1600	1315	300	1810	1680	2545	2550	2520	2470	2345	2145	2460	2470	2300	1235	2260	2115	2130	1875	1610	1875	1905	1335	1580	1580	1480	1830	1875	2420	2360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	129706	1296	2074	2156	1332	1539	1666	1544	1462	1656	1462	1950	1255	0	489	1445	1371	1801	1831	1844	1699	1638	1764	1814	1572	1276	1303	1477	1449	1925	2235	1869	1818	1416	1113	1531	1331	1811	1742	1703	1847	1744	1704	1860	2021	1992	1835	1812	1910	1635	1548	1434	1059	50	1588	1586	2104	2153	2244	2251	2099	1756	1810	2228	2005	1225	1977	1757	1780	1387	1458	1465	1557	1077	1428	1316	1298	1706	1594	2017	1730					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4131	19	45	39	30	41	32	14	107	64	63	84	13	608	42	68	65	129	109	86	132	82	58	62	38	58	41	48	29	27	39	46	33	36	15	39	22	57	60	63	53	18	44	38	36	34	54	46	47	27	24	35	19	235	21	37	26	22	25	30	31	41	130	15	23	7	18	12	33	26	25	18	17	17	24	24	21	89	32	7	7					
6	Число погашенных избирательных бюллетеней	22721	560	401	275	268	325	257	347	306	225	275	286	302	87	104	412	489	195	270	665	529	435	253	319	150	246	276	185	332	398	236	333	369	278	157	385	367	247	223	369	245	163	297	167	243	244	186	262	443	423	143	131	237	15	201	57	415	375	251	189	215	348	520	227	272	3	265	346	317	462	127	392	331	241	128	240	161	35	249	396	623					
