Выборы Президента Российской Федерации																																																																																											
Дата голосования: 04.03.2012																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Нижнекамская городская																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	80																																																																																									
																																																																																											
		Сумма	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270									
1	Число избирателей, включенных в список избирателей	172863	2718	2502	2426	1879	1957	1934	2131	2026	1830	2375	1738	616	728	1939	1931	2280	2330	2676	2498	2137	2327	2563	2557	2557	1804	2006	2501	2534	2353	2338	2084	2142	2010	1902	2139	2190	2316	2288	2000	2122	2122	2336	2280	2422	2303	2363	2141	1836	1662	1322	224	1809	1701	2769	2820	2778	2712	2570	2874	2751	2004	1926	2514	1289	2588	2771	2776	1805	2520	1906	2030	2517	2362	1588	1661	2640	2031	1896	2338	2522									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	173480	2740	2500	2430	1890	1960	1920	2180	2040	1860	2380	1750	700	700	1950	1960	2290	2340	2680	2520	2160	2360	2570	2590	2570	1820	2010	2520	2570	2360	2350	2090	2120	2010	1910	2140	2180	2320	2290	2000	2120	2110	2340	2280	2420	2310	2370	2150	1850	1680	1340	300	1790	1710	2790	2830	2790	2710	2570	2870	2760	2050	1990	2490	1310	2600	2810	2700	1810	2490	1930	2040	2510	2350	1590	1640	2550	2020	1890	2360	2530									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	132124	1906	1881	1771	1492	1724	1495	1562	1561	1455	1708	1411	616	505	1425	1400	1740	1785	1829	1653	1524	1695	1747	1900	1802	1347	1389	1968	1833	1709	1590	1636	1868	1514	1486	1720	1703	1706	1837	1590	1585	1706	1817	1811	1763	1721	2015	1599	1404	1347	1014	224	1511	1423	2204	2198	2227	2135	2028	2206	1999	1665	1533	1939	1062	2053	2200	2255	1357	2132	1528	1630	1976	1817	1066	1113	1832	1412	1398	1890	1846									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3243	54	35	20	25	37	13	111	59	44	80	17	0	128	63	39	93	141	89	132	66	52	74	58	74	49	85	31	20	51	36	36	24	35	19	45	52	30	56	21	42	32	27	35	31	49	29	38	19	19	17	0	22	29	43	22	8	12	19	35	119	13	11	17	7	26	15	7	18	14	28	21	18	16	22	20	175	20	17	15	22									
6	Число погашенных избирательных бюллетеней	38113	780	584	639	373	199	412	507	420	361	592	322	84	67	462	521	457	414	762	735	570	613	749	632	694	424	536	521	717	600	724	418	228	461	405	375	425	584	397	389	493	372	496	434	626	540	326	513	427	314	309	76	257	258	543	610	555	563	523	629	642	372	446	534	241	521	595	438	435	344	374	389	516	517	502	507	543	588	475	455	662									
