Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Кунашакская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110					
1	"Число избирателей, внесенных в списки избирателей"	24090	2630	2363	349	424	362	451	1481	286	189	145	1265	281	462	267	282	1447	784	663	184	834	263	90	261	437	958	396	550	442	488	620	120	178	170	280	168	158	1346	218	149	381	183	293	325	266	201					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23500	2300	2000	340	400	350	470	1450	300	200	130	1450	280	430	250	300	1400	800	670	200	840	250	90	270	440	1000	390	560	450	480	630	140	170	160	290	190	170	1300	200	150	350	180	290	340	260	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13793	1455	1199	235	250	250	264	780	161	110	87	554	155	305	180	213	714	492	382	140	450	121	70	171	227	638	247	308	266	279	388	73	128	107	170	136	105	739	140	99	228	123	176	199	158	121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1238	109	97	18	30	9	36	53	11	11	0	42	26	56	36	18	30	40	35	10	48	39	2	20	42	25	34	27	50	68	51	11	3	2	28	10	14	27	10	10	7	7	4	21	6	5					
6	Число погашенных избирательных бюллетеней	8469	736	704	87	120	91	170	617	128	79	43	854	99	69	34	69	656	268	253	50	342	90	18	79	171	337	109	225	134	133	191	56	39	51	92	44	51	534	50	41	115	50	110	120	96	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1238	109	97	18	30	9	36	53	11	11	0	42	26	56	36	18	30	40	35	10	48	39	2	20	42	25	34	27	50	68	51	11	3	2	28	10	14	27	10	10	7	7	4	21	6	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13792	1455	1199	235	250	250	264	780	161	110	87	553	155	305	180	213	714	492	382	140	450	121	70	171	227	638	247	308	266	279	388	73	128	107	170	136	105	739	140	99	228	123	176	199	158	121					
9	Число недействительных избирательных бюллетеней	235	17	10	11	6	6	2	30	0	0	0	1	0	9	4	4	11	6	7	0	6	1	4	1	3	11	2	7	6	7	12	1	3	3	6	0	1	17	3	2	3	0	3	6	2	1					
10	Число действительных избирательных бюллетеней	14795	1547	1286	242	274	253	298	803	172	121	87	594	181	352	212	227	733	526	410	150	492	159	68	190	266	652	279	328	310	340	427	83	128	106	192	146	118	749	147	107	232	130	177	214	162	125					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	494	50	30	9	8	8	10	15	3	3	3	37	3	13	6	13	32	25	25	8	10	3	3	8	3	10	6	6	13	10	15	3	8	3	8	13	6	20	3	3	16	3	8	6	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	416	48	29	7	5	8	10	13	1	2	0	30	2	13	5	13	32	20	23	5	8	2	0	8	1	10	6	5	11	5	9	1	4	3	8	13	3	20	2	3	11	2	5	4	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	190	18	11	2	4	2	5	2	0	2	2	5	3	4	2	5	9	3	4	3	13	3	2	4	9	6	7	4	9	5	7	1	0	1	3	1	2	13	1	1	3	2	1	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	78	2	1	2	3	0	0	2	2	1	3	7	1	0	1	0	0	5	2	3	2	1	3	0	2	0	0	1	2	5	6	2	4	0	0	0	3	0	1	0	5	1	3	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	329	27	37	2	6	3	4	39	2	2	2	8	3	6	2	4	17	11	9	5	19	1	0	2	9	14	4	6	8	13	4	2	4	2	1	1	6	24	3	2	3	5	1	5	0	1					
		2.19%	1.73%	2.85%	0.79%	2.14%	1.16%	1.33%	4.68%	1.16%	1.65%	2.30%	1.34%	1.66%	1.66%	0.93%	1.73%	2.28%	2.07%	2.16%	3.33%	3.82%	0.63%	0.00%	1.05%	3.35%	2.11%	1.42%	1.79%	2.53%	3.75%	0.91%	2.38%	3.05%	1.83%	0.51%	0.68%	5.04%	3.13%	2.00%	1.83%	1.28%	3.85%	0.56%	2.27%	0.00%	0.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	7	6	0	3	1	1	3	0	0	0	0	1	2	0	0	0	2	1	0	0	1	0	0	0	3	0	0	0	2	4	1	1	1	1	0	0	1	1	0	0	0	0	0	0	2					
		0.30%	0.45%	0.46%	0.00%	1.07%	0.39%	0.33%	0.36%	0.00%	0.00%	0.00%	0.00%	0.55%	0.55%	0.00%	0.00%	0.00%	0.38%	0.24%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.58%	0.91%	1.19%	0.76%	0.92%	0.51%	0.00%	0.00%	0.13%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.58%	0.00%	0.00%	0.17%	0.00%	0.00%	0.46%	0.43%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.36%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1643	176	103	10	32	15	31	70	5	5	12	62	15	47	18	20	40	76	31	27	47	13	5	21	12	116	32	61	43	58	88	5	9	8	24	13	23	148	13	3	24	27	17	16	15	7					
		10.93%	11.25%	7.95%	3.95%	11.43%	5.79%	10.33%	8.40%	2.91%	4.13%	13.79%	10.42%	8.29%	13.02%	8.33%	8.66%	5.38%	14.29%	7.43%	18.00%	9.44%	8.13%	6.94%	10.99%	4.46%	17.50%	11.39%	18.21%	13.61%	16.71%	20.05%	5.95%	6.87%	7.34%	12.12%	8.90%	19.33%	19.32%	8.67%	2.75%	10.21%	20.77%	9.44%	7.27%	9.15%	5.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	71	13	14	2	0	1	0	2	0	0	0	0	1	1	0	1	5	2	3	0	3	0	0	2	3	1	2	1	1	1	7	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0					
		0.47%	0.83%	1.08%	0.79%	0.00%	0.39%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.55%	0.28%	0.00%	0.43%	0.67%	0.38%	0.72%	0.00%	0.60%	0.00%	0.00%	1.05%	1.12%	0.15%	0.71%	0.30%	0.32%	0.29%	1.59%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	1	1	1	1	0	1	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	3	0	1	1	0	1	1	0	0					
		0.14%	0.06%	0.08%	0.40%	0.36%	0.00%	0.33%	0.24%	0.00%	0.00%	0.00%	0.17%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.84%	0.39%	0.00%	0.92%	0.43%	0.00%	0.56%	0.45%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	415	51	37	20	3	7	1	27	11	5	9	15	3	6	4	2	15	19	18	5	39	12	1	0	4	12	5	3	4	5	9	2	0	2	8	1	2	20	5	2	3	6	3	4	3	2					
		2.76%	3.26%	2.85%	7.91%	1.07%	2.70%	0.33%	3.24%	6.40%	4.13%	10.34%	2.52%	1.66%	1.66%	1.85%	0.87%	2.02%	3.57%	4.32%	3.33%	7.83%	7.50%	1.39%	0.00%	1.49%	1.81%	1.78%	0.90%	1.27%	1.44%	2.05%	2.38%	0.00%	1.83%	4.04%	0.68%	1.68%	2.61%	3.33%	1.83%	1.28%	4.62%	1.67%	1.82%	1.83%	1.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1231	149	123	16	22	11	70	117	10	21	1	31	16	20	16	5	57	36	23	12	68	4	15	19	20	34	15	14	12	39	36	1	10	5	9	8	10	58	3	8	30	0	31	6	14	6					
		8.19%	9.53%	9.49%	6.32%	7.86%	4.25%	23.33%	14.05%	5.81%	17.36%	1.15%	5.21%	8.84%	5.54%	7.41%	2.16%	7.66%	6.77%	5.52%	8.00%	13.65%	2.50%	20.83%	9.95%	7.43%	5.13%	5.34%	4.18%	3.80%	11.24%	8.20%	1.19%	7.63%	4.59%	4.55%	5.48%	8.40%	7.57%	2.00%	7.34%	12.77%	0.00%	17.22%	2.73%	8.54%	4.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	126	21	17	3	3	2	2	6	0	2	0	1	6	9	2	2	6	2	4	0	4	2	1	0	1	4	0	2	2	3	4	1	1	0	1	1	1	3	0	0	3	0	1	1	0	2					
		0.84%	1.34%	1.31%	1.19%	1.07%	0.77%	0.67%	0.72%	0.00%	1.65%	0.00%	0.17%	3.31%	2.49%	0.93%	0.87%	0.81%	0.38%	0.96%	0.00%	0.80%	1.25%	1.39%	0.00%	0.37%	0.60%	0.00%	0.60%	0.63%	0.86%	0.91%	1.19%	0.76%	0.00%	0.51%	0.68%	0.84%	0.39%	0.00%	0.00%	1.28%	0.00%	0.56%	0.45%	0.00%	1.59%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10820	1084	941	185	204	212	188	528	142	86	63	472	133	261	169	192	584	374	317	101	312	123	46	145	216	464	216	239	238	218	270	71	103	87	146	122	75	486	122	91	166	92	121	181	129	105					
		71.99%	69.31%	72.61%	73.12%	72.86%	81.85%	62.67%	63.39%	82.56%	71.07%	72.41%	79.33%	73.48%	72.30%	78.24%	83.12%	78.49%	70.30%	76.02%	67.33%	62.65%	76.88%	63.89%	75.92%	80.30%	69.98%	76.87%	71.34%	75.32%	62.82%	61.50%	84.52%	78.63%	79.82%	73.74%	83.56%	63.03%	63.45%	81.33%	83.49%	70.64%	70.77%	67.22%	82.27%	78.66%	83.33%					
