Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Рыбновская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402					
1	"Число избирателей, внесенных в список избирателей"	29590	587	196	1870	223	974	375	368	301	1042	323	258	416	377	269	481	335	363	328	491	460	380	249	336	354	525	567	811	534	56	1464	1594	1244	854	1749	1308	2207	2599	2722					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28200	550	200	1900	200	950	350	350	260	1000	300	250	400	370	250	450	330	350	350	500	450	350	240	350	350	500	550	800	500	50	1400	1550	1200	800	1600	1200	2100	2300	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12437	217	85	876	67	353	179	127	141	429	136	57	143	163	148	247	168	193	165	167	227	169	221	152	151	177	281	327	192	36	616	559	506	403	850	472	914	970	1153					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2458	157	19	119	49	135	42	54	64	105	97	99	87	45	13	59	96	57	72	103	69	45	14	79	20	60	24	116	103	9	68	50	30	55	45	62	24	38	75					
6	Число погашенных избирательных бюллетеней	13305	176	96	905	84	462	129	169	55	466	67	94	170	162	89	144	66	100	113	230	154	136	5	119	179	263	245	357	205	5	716	941	664	342	705	666	1162	1292	1372					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2458	157	19	119	49	135	42	54	64	105	97	99	87	45	13	59	96	57	72	103	69	45	14	79	20	60	24	116	103	9	68	50	30	55	45	62	24	38	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12382	217	85	876	67	353	179	127	141	429	136	57	143	163	148	247	168	193	165	167	227	169	221	152	151	177	281	327	192	36	616	559	506	348	850	472	914	970	1153					
9	Число недействительных избирательных бюллетеней	216	3	1	18	0	4	4	2	0	4	6	2	4	1	4	4	2	3	8	2	4	4	2	2	3	3	6	10	1	0	11	8	8	10	7	10	14	24	17					
10	Число действительных избирательных бюллетеней	14624	371	103	977	116	484	217	179	205	530	227	154	226	207	157	302	262	247	229	268	292	210	233	229	168	234	299	433	294	45	673	601	528	393	888	524	924	984	1211					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	400	4	5	20	3	10	8	5	3	13	5	5	5	5	5	5	15	5	5	27	5	10	4	15	9	8	10	18	2	3	21	28	16	10	11	12	17	18	30					
