Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Аликовская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90					
1	"Число избирателей, внесенных в списки"	16117	1559	828	692	381	412	230	181	322	514	751	406	716	642	431	415	654	261	405	305	376	131	210	270	308	325	689	205	426	338	404	362	238	296	253	361	313	507					
2	"Число бюллетеней, полученных участковыми комиссиями"	14391	1420	755	620	340	367	207	162	280	470	680	365	645	585	395	375	594	218	350	266	326	113	190	240	275	290	625	183	370	305	305	320	207	266	222	325	280	455					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8568	834	391	369	214	215	175	113	205	250	385	185	346	290	185	182	333	133	193	172	244	94	114	182	180	177	386	120	247	177	207	152	133	182	156	213	178	256					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1075	36	30	15	34	22	12	9	33	36	15	13	28	72	48	51	28	39	46	41	24	9	30	35	9	40	23	12	23	34	46	39	13	13	11	37	20	49					
6	Число погашенных бюллетеней	4748	550	334	236	92	130	20	40	42	184	280	167	271	223	162	142	233	46	111	53	58	10	46	23	86	73	216	51	100	94	52	129	61	71	55	75	82	150					
7	Число бюллетеней в переносных ящиках для голосования	1075	36	30	15	34	22	12	9	33	36	15	13	28	72	48	51	28	39	46	41	24	9	30	35	9	40	23	12	23	34	46	39	13	13	11	37	20	49					
8	Число бюллетеней в стационарных ящиках для голосования	8568	834	391	369	214	215	175	113	205	250	385	185	346	290	185	182	333	133	193	172	244	94	114	182	180	177	386	120	247	177	207	152	133	182	156	213	178	256					
9	Число недействительных бюллетеней	608	21	11	24	22	26	6	8	0	18	31	26	33	37	20	16	21	10	16	13	26	7	6	18	25	12	40	6	14	7	11	8	14	10	14	12	1	18					
10	Число действительных бюллетеней	9035	849	410	360	226	211	181	114	238	268	369	172	341	325	213	217	340	162	223	200	242	96	138	199	164	205	369	126	256	204	242	183	132	185	153	238	197	287					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	447	39	14	15	11	12	11	11	11	12	7	5	12	12	12	12	12	11	12	11	12	11	11	11	11	11	12	11	12	11	12	11	11	11	11	12	12	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	119	35	11	12	0	0	0	0	5	6	4	0	1	0	3	2	1	1	1	1	1	0	1	11	0	1	5	0	2	5	1	0	0	1	1	4	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	4	4	8	3	3	1	1	3	2	2	2	2	1	1	2	1	6	4	3	2	1	1	5	2	0	4	1	4	2	3	0	2	0	3	2	1	3					
14	Число погашенных открепительных удостоверений	328	4	3	3	11	12	11	11	6	6	3	5	11	12	9	10	11	10	11	10	11	11	10	0	11	10	7	11	10	6	11	11	11	10	10	8	11	10					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	223	17	7	6	2	7	5	3	6	6	7	1	13	10	7	3	14	5	0	1	16	3	4	4	4	7	9	4	7	8	5	4	2	8	1	3	4	10					
		2.31%	1.95%	1.66%	1.56%	0.80%	2.95%	2.67%	2.45%	2.52%	2.09%	1.75%	0.50%	3.47%	2.76%	3.00%	1.28%	3.87%	2.90%	0.0%	0.46%	5.97%	2.91%	2.77%	1.84%	2.11%	3.22%	2.20%	3.03%	2.59%	3.79%	1.97%	2.09%	1.36%	4.10%	0.59%	1.2%	2.02%	3.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	125	14	3	10	0	1	1	4	5	1	13	1	4	8	3	2	2	4	1	7	8	0	0	1	1	3	2	0	1	2	2	4	1	1	0	2	6	7					
		1.29%	1.60%	0.71%	2.60%	0.0%	0.42%	0.53%	3.27%	2.10%	0.34%	3.25%	0.50%	1.06%	2.20%	1.28%	0.85%	0.55%	2.32%	0.41%	3.28%	2.98%	0.0%	0.0%	0.46%	0.52%	1.38%	0.48%	0.0%	0.37%	0.94%	0.79%	2.09%	0.68%	0.51%	0.0%	0.8%	3.03%	2.29%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	178	9	7	9	2	5	4	9	6	6	5	6	6	3	3	3	6	3	9	3	5	7	3	2	1	3	7	5	1	2	5	2	6	10	5	3	2	5					
		1.84%	1.03%	1.66%	2.34%	0.80%	2.10%	2.13%	7.37%	2.52%	2.09%	1.25%	3.03%	1.60%	0.82%	1.28%	1.28%	1.66%	1.74%	3.76%	1.40%	1.86%	6.79%	2.08%	0.92%	0.52%	1.38%	1.71%	3.78%	0.37%	0.94%	1.97%	1.04%	4.10%	5.12%	2.99%	1.2%	1.01%	1.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	158	10	6	7	3	4	2	4	7	1	0	3	10	11	4	6	10	1	0	9	2	5	4	0	1	1	6	3	1	3	4	7	2	5	5	4	1	6					
		1.63%	1.14%	1.42%	1.82%	1.20%	1.68%	1.06%	3.27%	2.94%	0.34%	0.0%	1.51%	2.67%	3.03%	1.71%	2.57%	2.77%	0.58%	0.0%	4.22%	0.74%	4.85%	2.77%	0.0%	0.52%	0.46%	1.46%	2.27%	0.37%	1.42%	1.58%	3.66%	1.36%	2.56%	2.99%	1.6%	0.50%	1.96%					
22	"5. ""За Русь Святую"""	56	4	6	0	1	1	1	3	2	1	2	1	1	2	0	2	1	0	2	2	0	0	3	0	2	0	0	1	2	0	1	5	1	2	0	2	0	5					
		0.58%	0.45%	1.42%	0.0%	0.40%	0.42%	0.53%	2.45%	0.84%	0.34%	0.5%	0.50%	0.26%	0.55%	0.0%	0.85%	0.27%	0.0%	0.83%	0.93%	0.0%	0.0%	2.08%	0.0%	1.05%	0.0%	0.0%	0.75%	0.74%	0.0%	0.39%	2.61%	0.68%	1.02%	0.0%	0.8%	0.0%	1.63%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	2	1	2	0	0	0	0	0	2	3	0	1	2	0	0	1	0	1	0	2	0	0	0	1	1	0	0	0	0	1	1	2	0	0	0	2	4					
		0.30%	0.22%	0.23%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.75%	0.0%	0.26%	0.55%	0.0%	0.0%	0.27%	0.0%	0.41%	0.0%	0.74%	0.0%	0.0%	0.0%	0.52%	0.46%	0.0%	0.0%	0.0%	0.0%	0.39%	0.52%	1.36%	0.0%	0.0%	0.0%	1.01%	1.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	33	2	1	0	1	0	1	0	0	1	2	0	1	1	0	0	0	1	0	2	1	0	2	1	0	0	2	0	4	0	3	1	1	0	1	1	1	2					
		0.34%	0.22%	0.23%	0.0%	0.40%	0.0%	0.53%	0.0%	0.0%	0.34%	0.5%	0.0%	0.26%	0.27%	0.0%	0.0%	0.0%	0.58%	0.0%	0.93%	0.37%	0.0%	1.38%	0.46%	0.0%	0.0%	0.48%	0.0%	1.48%	0.0%	1.18%	0.52%	0.68%	0.0%	0.59%	0.4%	0.50%	0.65%					
25	"8. ""Народно-республиканская партия России"""	35	1	0	0	0	0	2	0	1	0	2	2	2	1	1	2	2	3	4	0	0	0	0	0	1	1	2	0	1	0	0	0	0	4	1	0	2	0					
		0.36%	0.11%	0.0%	0.0%	0.0%	0.0%	1.06%	0.0%	0.42%	0.0%	0.5%	1.01%	0.53%	0.27%	0.42%	0.85%	0.55%	1.74%	1.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.46%	0.48%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	2.05%	0.59%	0.0%	1.01%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	28	0	1	1	0	3	0	1	2	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	3	2	0	1	0	0	0	1	3	1	1	0	2					
		0.29%	0.0%	0.23%	0.26%	0.0%	1.26%	0.0%	0.81%	0.84%	0.34%	0.25%	0.50%	0.0%	0.27%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	1.38%	0.48%	0.0%	0.37%	0.0%	0.0%	0.0%	0.68%	1.53%	0.59%	0.4%	0.0%	0.65%					
27	"10. ""Аграрная партия России"""	1825	85	49	51	44	34	94	19	34	49	108	35	68	53	42	70	77	35	45	81	32	12	19	19	37	49	72	29	45	32	44	34	13	41	63	62	63	86					
		18.92%	9.77%	11.63%	13.28%	17.74%	14.34%	50.26%	15.57%	14.28%	17.13%	27.0%	17.67%	18.18%	14.64%	18.02%	30.04%	21.32%	20.34%	18.82%	38.02%	11.94%	11.65%	13.19%	8.75%	19.57%	22.58%	17.60%	21.96%	16.66%	15.16%	17.39%	17.80%	8.90%	21.02%	37.72%	24.8%	31.81%	28.19%					
28	"11. ""Истинные патриоты России"""	9	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.22%	0.23%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	92	16	2	6	1	0	0	8	1	6	3	3	1	0	0	4	1	0	1	1	1	3	1	0	4	3	2	2	4	1	3	0	1	2	4	1	2	4					
		0.95%	1.83%	0.47%	1.56%	0.40%	0.0%	0.0%	6.55%	0.42%	2.09%	0.75%	1.51%	0.26%	0.0%	0.0%	1.71%	0.27%	0.0%	0.41%	0.46%	0.37%	2.91%	0.69%	0.0%	2.11%	1.38%	0.48%	1.51%	1.48%	0.47%	1.18%	0.0%	0.68%	1.02%	2.39%	0.4%	1.01%	1.31%					
30	"13. ""Демократическая партия России"""	17	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	2	1	0	0	2	0	0	1	0	0	0	0	0	1	0	1					
