Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    район Люблино																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №3120	УИК №3121	УИК №3122	УИК №3123					
1	"Число избирателей, внесенных в список"	89841	2545	1548	1921	1607	1766	1978	1990	1171	1040	1645	1547	1622	1675	2324	2165	2403	2372	2476	2495	2652	2536	2210	2433	2264	2473	1568	932	1437	1533	1194	2448	2532	2189	2641	1787	2512	2080	1809	2095	1427	2809	616	716	707	2328	2165	196	532	569	161					
2	Число полученных избирательных бюллетеней	83685	2300	1400	1700	1500	1700	1800	1800	1100	1000	1600	1500	1500	1600	2200	2000	2200	2200	2300	2300	2400	2300	2100	2200	2100	2200	1400	800	1400	1400	1100	2300	2300	2000	2400	1700	2400	1900	1700	2200	1300	2500	520	665	850	2100	2000	200	550	700	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	59434	1617	970	1379	951	1150	1035	1185	688	629	935	1056	961	983	1383	1503	1508	1746	1713	1732	1889	1757	1639	1639	1270	1395	901	650	921	982	708	1746	1622	1597	1612	1277	1742	1209	1135	1653	1058	1627	453	626	696	1603	1496	145	532	569	161					
5	"Число избирательных бюллетеней, выданных вне помещения"	1961	37	13	29	33	49	58	20	39	49	63	38	38	27	36	45	53	52	38	41	46	54	36	52	11	43	13	4	55	22	27	59	30	53	29	28	42	50	30	256	51	46	16	15	11	30	43	51	0	0	0					
6	Число погашенных избирательных бюллетеней	22290	646	417	292	516	501	707	595	373	322	602	406	501	590	781	452	639	402	549	527	465	489	425	509	819	762	486	146	424	396	365	495	648	350	759	395	616	641	535	291	191	827	51	24	143	467	461	4	18	131	139					
7	Число избирательных бюллетеней в переносных ящиках	1961	37	13	29	33	49	58	20	39	49	63	38	38	27	36	45	53	52	38	41	46	54	36	52	11	43	13	4	55	22	27	59	30	53	29	28	42	50	30	256	51	46	16	15	11	30	43	51	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	59011	1617	970	1375	947	1101	1033	1185	688	629	931	1054	857	983	1283	1501	1473	1741	1713	1732	1882	1757	1603	1637	1270	1395	901	650	921	979	708	1746	1592	1597	1602	1271	1742	1209	1134	1653	1058	1627	453	626	695	1602	1481	145	532	569	161					
9	Число недействительных избирательных бюллетеней	504	10	8	47	6	4	12	17	9	3	13	9	4	6	12	14	12	19	10	0	7	5	14	8	17	10	4	8	8	8	10	15	7	18	11	11	0	9	7	21	7	15	1	8	9	23	13	1	4	6	4					
10	Число действительных избирательных бюллетеней	60468	1644	975	1357	974	1146	1079	1188	718	675	981	1083	891	1004	1307	1532	1514	1774	1741	1773	1921	1806	1625	1681	1264	1428	910	646	968	993	725	1790	1615	1632	1620	1288	1784	1250	1157	1888	1102	1658	468	633	697	1609	1511	195	528	563	157					
