Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Половинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №1154	УИК №1175					
1	"Число избирателей, внесенных в списки избирателей"	11158	653	293	263	411	130	39	177	300	140	181	127	953	1195	970	844	102	108	190	265	87	852	169	218	62	427	94	479	340	83	76	310	63	46	46	465					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11050	670	300	270	340	120	40	170	300	130	230	130	950	1140	970	800	100	110	180	270	90	860	170	220	60	430	100	480	340	80	70	310	65	40	45	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7259	430	184	179	287	78	27	105	185	108	171	93	598	680	557	481	93	78	113	231	72	509	105	162	46	316	79	323	237	73	63	193	43	36	43	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	620	43	43	19	15	7	5	18	27	8	10	6	37	37	51	52	0	5	6	2	0	48	16	8	4	40	5	20	28	2	3	21	5	1	0	28					
6	Число погашенных избирательных бюллетеней	3171	197	73	72	38	35	8	47	88	14	49	31	315	423	362	267	7	27	61	37	18	303	49	50	10	74	16	137	75	5	4	96	17	3	2	161					
7	Число избирательных бюллетеней в переносных ящиках для голосования	620	43	43	19	15	7	5	18	27	8	10	6	37	37	51	52	0	5	6	2	0	48	16	8	4	40	5	20	28	2	3	21	5	1	0	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7259	430	184	179	287	78	27	105	185	108	171	93	598	680	557	481	93	78	113	231	72	509	105	162	46	316	79	323	237	73	63	193	43	36	43	281					
9	Число недействительных избирательных бюллетеней	50	3	0	1	2	0	0	0	0	1	0	0	6	5	7	3	0	0	3	0	0	3	2	1	0	4	0	2	0	1	1	0	1	0	0	4					
10	Число действительных избирательных бюллетеней	7829	470	227	197	300	85	32	123	212	115	181	99	629	712	601	530	93	83	116	233	72	554	119	169	50	352	84	341	265	74	65	214	47	37	43	305					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	175	10	4	8	4	2	2	2	8	4	10	2	11	22	10	8	3	2	2	4	2	8	2	4	2	7	2	6	4	2	2	4	2	2	2	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	138	10	4	7	3	2	0	0	7	2	10	2	11	20	10	8	3	2	0	4	0	6	0	4	0	7	1	3	1	0	1	3	2	0	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	2	1	2	2	1	0	1	1	1	0	0	5	12	6	7	1	1	0	3	0	4	1	3	0	2	0	3	0	0	2	6	0	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	1	1	0	2	2	1	2	0	0	0	2	0	0	0	0	2	0	2	2	2	0	2	0	1	3	3	2	1	1	0	2	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	343	13	22	22	18	2	3	5	13	1	9	5	22	18	23	14	2	0	1	24	11	16	6	0	4	11	3	12	9	8	6	6	10	4	2	18					
		4.35%	2.75%	9.69%	11.11%	5.96%	2.35%	9.38%	4.07%	6.13%	0.86%	4.97%	5.05%	3.46%	2.51%	3.78%	2.63%	2.15%	0.00%	0.84%	10.30%	15.28%	2.87%	4.96%	0.00%	8.00%	3.09%	3.57%	3.50%	3.40%	10.67%	9.09%	2.80%	20.83%	10.81%	4.65%	5.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	2	0	0	0	0	0	0	0	0	0	1	2	2	3	3	0	0	2	1	0	4	0	2	0	1	0	0	1	0	0	0	0	0	0	0					
