Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Половинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
1	"Число избирателей, внесенных в список избирателей"	11103	448	626	246	238	379	150	156	293	144	198	114	973	1258	1003	841	105	107	177	245	74	865	154	287	420	87	524	376	75	73	338	47	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11235	460	644	267	257	378	153	160	307	147	195	118	986	1230	1020	810	110	112	177	260	80	856	160	300	414	93	530	383	79	78	337	50	84					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5772	263	346	128	144	178	71	88	170	98	134	78	452	590	433	363	73	61	109	135	64	446	65	205	261	68	261	156	46	59	166	29	32					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	658	34	43	24	15	12	22	13	20	8	13	0	37	44	64	41	0	8	10	18	0	78	19	0	31	3	28	23	2	4	24	0	20					
6	Число погашенных избирательных бюллетеней	4805	163	255	115	98	188	60	59	117	41	48	40	497	596	523	406	37	43	58	107	16	332	76	95	122	22	241	204	31	15	147	21	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	658	34	43	24	15	12	22	13	20	8	13	0	37	44	64	41	0	8	10	18	0	78	19	0	31	3	28	23	2	4	24	0	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5772	263	346	128	144	178	71	88	170	98	134	78	452	590	433	363	73	61	109	135	64	446	65	205	261	68	261	156	46	59	166	29	32					
9	Число недействительных избирательных бюллетеней	74	1	5	0	1	4	0	0	2	0	0	0	4	9	13	6	1	0	10	2	0	4	1	2	3	0	3	0	0	0	2	1	0					
10	Число действительных избирательных бюллетеней	6356	296	384	152	158	186	93	101	188	106	147	78	485	625	484	398	72	69	109	151	64	520	83	203	289	71	286	179	48	63	188	28	52					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	347	10	20	20	21	5	10	10	10	10	12	5	14	23	13	13	10	13	7	18	8	17	5	12	15	10	5	10	5	5	5	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	230	10	6	17	20	0	0	5	9	0	3	0	13	23	13	10	4	13	0	18	5	17	3	12	13	2	2	8	0	3	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	3	3	2	3	4	1	1	2	3	1	1	6	6	5	10	2	6	2	3	3	7	1	4	2	1	3	2	2	1	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	117	0	14	3	1	5	10	5	1	10	9	5	1	0	0	3	6	0	7	0	3	0	2	0	2	8	3	2	5	2	5	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	756	17	46	21	12	31	7	18	15	5	11	5	62	83	57	36	5	14	12	19	21	64	8	28	43	12	41	22	7	4	16	7	7					
		11.76%	5.72%	11.83%	13.82%	7.55%	16.32%	7.53%	17.82%	7.89%	4.72%	7.48%	6.41%	12.68%	13.09%	11.47%	8.91%	6.85%	20.29%	10.08%	12.42%	32.81%	12.21%	9.52%	13.66%	14.73%	16.90%	14.19%	12.29%	14.58%	6.35%	8.42%	24.14%	13.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1126	61	53	23	48	39	11	12	36	19	33	8	77	124	86	115	12	12	24	22	6	77	10	25	31	9	61	23	11	4	40	9	5					
		17.51%	20.54%	13.62%	15.13%	30.19%	20.53%	11.83%	11.88%	18.95%	17.92%	22.45%	10.26%	15.75%	19.56%	17.30%	28.47%	16.44%	17.39%	20.17%	14.38%	9.38%	14.69%	11.90%	12.20%	10.62%	12.68%	21.11%	12.85%	22.92%	6.35%	21.05%	31.03%	9.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	2	1	0	2	3	0	1	0	0	1	0	5	4	2	3	0	1	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0					
		0.47%	0.67%	0.26%	0.00%	1.26%	1.58%	0.00%	0.99%	0.00%	0.00%	0.68%	0.00%	1.02%	0.63%	0.40%	0.74%	0.00%	1.45%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.35%	1.12%	0.00%	0.00%	0.53%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1370	40	95	19	23	20	21	40	60	21	48	21	155	174	95	63	7	14	26	31	18	77	17	32	33	12	62	45	17	19	39	9	17					
		21.31%	13.47%	24.42%	12.50%	14.47%	10.53%	22.58%	39.60%	31.58%	19.81%	32.65%	26.92%	31.70%	27.44%	19.11%	15.59%	9.59%	20.29%	21.85%	20.26%	28.13%	14.69%	20.24%	15.61%	11.30%	16.90%	21.45%	25.14%	35.42%	30.16%	20.53%	31.03%	32.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	2	5	0	2	1	1	0	3	0	1	1	2	13	0	6	0	0	0	0	0	0	1	5	5	0	2	1	0	0	3	0	0					
		0.84%	0.67%	1.29%	0.00%	1.26%	0.53%	1.08%	0.00%	1.58%	0.00%	0.68%	1.28%	0.41%	2.05%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	2.44%	1.71%	0.00%	0.69%	0.56%	0.00%	0.00%	1.58%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3000	172	183	89	70	92	53	29	74	61	53	43	182	226	243	173	48	28	46	79	19	299	47	113	177	38	114	86	13	36	89	2	23					
		46.66%	57.91%	47.04%	58.55%	44.03%	48.42%	56.99%	28.71%	38.95%	57.55%	36.05%	55.13%	37.22%	35.65%	48.89%	42.82%	65.75%	40.58%	38.66%	51.63%	29.69%	57.06%	55.95%	55.12%	60.62%	53.52%	39.45%	48.04%	27.08%	57.14%	46.84%	6.90%	44.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	2	1	0	1	0	0	1	0	0	0	0	2	1	1	2	0	0	1	0	0	2	0	0	0	0	5	0	0	0	0	1	0					
		0.31%	0.67%	0.26%	0.00%	0.63%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.41%	0.16%	0.20%	0.50%	0.00%	0.00%	0.84%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	1.73%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
