Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Медвенская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744					
1	"Число избирателей, внесенных в список избирателей"	14863	1367	2501	970	757	575	840	619	452	254	322	348	226	613	256	714	355	1027	678	703	312	332	642					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13750	1280	2300	900	680	530	780	570	420	230	300	310	220	580	240	650	310	950	620	650	290	330	610					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6647	757	1406	408	191	238	422	208	168	132	159	179	153	245	85	284	76	423	269	324	121	135	264					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2396	56	113	162	264	64	115	132	153	44	51	54	32	194	70	172	129	151	109	66	104	63	98					
6	Число погашенных избирательных бюллетеней	4707	467	781	330	225	228	243	230	99	54	90	77	35	141	85	194	105	376	242	260	65	132	248					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2396	56	113	162	264	64	115	132	153	44	51	54	32	194	70	172	129	151	109	66	104	63	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6647	757	1406	408	191	238	422	208	168	132	159	179	153	245	85	284	76	423	269	324	121	135	264					
9	Число недействительных избирательных бюллетеней	130	12	35	6	10	2	4	3	3	2	5	3	1	1	0	7	0	13	4	4	3	3	9					
10	Число действительных избирательных бюллетеней	8913	801	1484	564	445	300	533	337	318	174	205	230	184	438	155	449	205	561	374	386	222	195	353					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	295	35	60	20	10	10	15	5	5	5	5	10	15	15	5	10	5	10	10	10	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	218	29	49	20	2	4	11	5	1	2	0	7	15	15	0	6	0	7	6	8	8	13	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	115	6	15	6	2	4	4	4	2	4	2	5	5	4	4	1	7	7	6	13	6	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	77	6	11	0	8	6	4	0	4	3	5	3	0	0	5	4	5	3	4	2	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	5	12	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1109	127	231	55	56	28	44	55	23	21	32	25	31	48	18	30	24	64	38	72	30	19	38					
		12.26%	15.62%	15.21%	9.65%	12.31%	9.27%	8.19%	16.18%	7.17%	11.93%	15.24%	10.73%	16.76%	10.93%	11.61%	6.58%	11.71%	11.15%	10.05%	18.46%	13.33%	9.60%	10.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1023	109	196	48	58	35	47	48	19	17	23	21	9	43	13	25	27	77	43	76	29	28	32					
		11.31%	13.41%	12.90%	8.42%	12.75%	11.59%	8.75%	14.12%	5.92%	9.66%	10.95%	9.01%	4.86%	9.79%	8.39%	5.48%	13.17%	13.41%	11.38%	19.49%	12.89%	14.14%	8.84%					
