Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Мучкапская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412					
1	"Число избирателей, внесенных в список избирателей"	12823	2191	1937	2132	248	715	109	531	250	613	81	313	226	372	150	298	104	238	807	235	704	569					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12890	2220	1960	2120	250	730	110	510	250	620	80	310	220	380	150	300	100	240	820	240	700	580					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7507	1460	1125	1419	116	338	75	231	172	294	46	149	156	263	96	206	62	136	424	150	366	223					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2085	281	241	252	53	146	20	102	48	198	23	89	45	65	30	48	34	45	109	41	121	94					
6	Число погашенных избирательных бюллетеней	3298	479	594	449	81	246	15	177	30	128	11	72	19	52	24	46	4	59	287	49	213	263					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2085	281	241	252	53	146	20	102	48	198	23	89	45	65	30	48	34	45	109	41	121	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7507	1460	1125	1419	116	338	75	231	172	294	46	149	156	263	96	206	62	136	424	150	366	223					
9	Число недействительных избирательных бюллетеней	70	11	12	7	0	6	0	3	0	4	0	3	0	2	1	3	1	1	4	2	7	3					
10	Число действительных избирательных бюллетеней	9522	1730	1354	1664	169	478	95	330	220	488	69	235	201	326	125	251	95	180	529	189	480	314					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	146	18	15	15	5	10	3	5	5	10	1	5	3	5	3	5	1	3	10	4	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	85	18	12	10	5	7	0	2	1	5	0	0	0	3	2	3	0	1	1	2	4	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	28	8	2	4	1	0	0	0	0	0	0	2	3	0	1	1	0	1	2	0	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	61	0	3	5	0	3	3	3	4	5	1	5	3	2	1	2	1	2	9	2	6	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
