Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Комаричская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646					
1	"Число избирателей, внесенных в списки"	14445	1209	897	2047	818	682	1032	1381	100	453	161	369	413	174	136	190	61	258	502	126	244	58	162	212	191	235	309	191	316	380	272	363	189	181	133					
2	"Число бюллетеней, полученных участковыми комиссиями"	14459	1200	895	2046	810	679	1022	1368	100	452	159	370	412	230	127	189	60	256	506	125	244	58	161	210	192	231	313	189	316	376	272	362	183	181	165					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7912	586	480	1084	324	372	528	688	70	262	95	226	287	164	79	105	46	106	234	95	167	56	94	127	107	147	178	99	228	191	171	168	91	124	133					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	589	18	18	25	18	8	20	56	11	18	9	55	7	10	5	0	0	0	66	11	21	0	4	7	16	0	26	27	28	47	22	18	14	4	0					
6	Число погашенных бюллетеней	5958	596	397	937	468	299	474	624	19	172	55	89	118	56	43	84	14	150	206	19	56	2	63	76	69	84	109	63	60	138	79	176	78	53	32					
7	Число бюллетеней в переносных ящиках для голосования	589	18	18	25	18	8	20	56	11	18	9	55	7	10	5	0	0	0	66	11	21	0	4	7	16	0	26	27	28	47	22	18	14	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	7912	586	480	1084	324	372	528	688	70	262	95	226	287	164	79	105	46	106	234	95	167	56	94	127	107	147	178	99	228	191	171	168	91	124	133					
9	Число недействительных бюллетеней	175	4	9	21	5	8	14	10	1	8	7	5	1	3	2	6	2	7	4	0	4	1	5	4	1	1	5	5	1	12	4	5	5	3	2					
10	Число действительных бюллетеней	8326	600	489	1088	337	372	534	734	80	272	97	276	293	171	82	99	44	99	296	106	184	55	93	130	122	146	199	121	255	226	189	181	100	125	131					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	398	20	15	25	15	15	18	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	4	5	9	0	4	2	3	0	1	0	2	0	1	0	0	0	0	2	0	0	0	1	0	1	0	7	0	0	0	0	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	5	2	9	2	0	5	4	0	0	2	0	1	0	1	0	1	0	0	0	0	0	2	2	0	0	1	1	0	4	0	1	0	0	1					
14	Число погашенных открепительных удостоверений	354	16	10	16	15	11	16	17	10	9	10	8	10	9	10	10	10	10	8	10	10	10	9	10	9	10	3	10	10	10	10	9	9	10	10					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	109	6	8	6	4	7	2	9	2	1	1	11	2	0	3	2	2	3	0	2	1	0	2	5	2	1	3	3	2	4	0	1	5	3	6					
		1.28%	0.99%	1.60%	0.54%	1.16%	1.84%	0.36%	1.20%	2.46%	0.35%	0.96%	3.91%	0.68%	0.0%	3.57%	1.90%	4.34%	2.83%	0.0%	1.88%	0.53%	0.0%	2.04%	3.73%	1.62%	0.68%	1.47%	2.38%	0.78%	1.68%	0.0%	0.53%	4.76%	2.34%	4.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	105	3	10	22	9	6	10	5	0	0	0	1	3	0	0	1	1	1	13	0	1	0	0	2	3	0	1	2	1	5	1	1	1	1	1					
		1.23%	0.49%	2.00%	1.98%	2.63%	1.57%	1.82%	0.67%	0.0%	0.0%	0.0%	0.35%	1.02%	0.0%	0.0%	0.95%	2.17%	0.94%	4.33%	0.0%	0.53%	0.0%	0.0%	1.49%	2.43%	0.0%	0.49%	1.58%	0.39%	2.10%	0.51%	0.53%	0.95%	0.78%	0.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	150	12	8	18	5	8	11	18	2	7	1	0	1	4	0	1	4	1	4	0	1	0	2	3	4	3	3	5	1	2	3	4	6	4	4					
		1.76%	1.98%	1.60%	1.62%	1.46%	2.10%	2.00%	2.41%	2.46%	2.49%	0.96%	0.0%	0.34%	2.29%	0.0%	0.95%	8.69%	0.94%	1.33%	0.0%	0.53%	0.0%	2.04%	2.23%	3.25%	2.04%	1.47%	3.96%	0.39%	0.84%	1.55%	2.15%	5.71%	3.12%	3.00%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	64	4	7	14	3	1	2	9	0	3	0	0	2	2	0	1	2	1	2	1	1	0	1	1	0	0	2	1	0	0	0	2	0	0	2					
		0.75%	0.66%	1.40%	1.26%	0.87%	0.26%	0.36%	1.20%	0.0%	1.07%	0.0%	0.0%	0.68%	1.14%	0.0%	0.95%	4.34%	0.94%	0.66%	0.94%	0.53%	0.0%	1.02%	0.74%	0.0%	0.0%	0.98%	0.79%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	1.50%					
22	"5. ""За Русь Святую"""	43	6	2	1	1	1	2	6	0	0	2	0	2	0	0	1	0	1	3	2	1	0	1	0	0	0	0	3	3	0	4	0	1	0	0					
		0.50%	0.99%	0.40%	0.09%	0.29%	0.26%	0.36%	0.80%	0.0%	0.0%	1.92%	0.0%	0.68%	0.0%	0.0%	0.95%	0.0%	0.94%	1.0%	1.88%	0.53%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	2.38%	1.17%	0.0%	2.07%	0.0%	0.95%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	0	0	2	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	2	2	0	0	0	3					
		0.22%	0.0%	0.0%	0.18%	0.29%	0.26%	0.0%	0.0%	1.23%	0.0%	0.96%	0.35%	0.0%	0.0%	0.0%	0.0%	2.17%	0.0%	0.0%	0.94%	0.53%	0.0%	1.02%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.84%	1.03%	0.0%	0.0%	0.0%	2.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	22	0	0	4	4	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	2	0	0	3	0	0	0					
		0.25%	0.0%	0.0%	0.36%	1.16%	0.52%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.53%	0.0%	3.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	1.61%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	1	0	1	2	1	1	1	0	0	0	2	0	0	0	1	1	0	2	0	3	0	0	1	0	0	1	0	0	1	0	0	0	1	0					
		0.23%	0.16%	0.0%	0.09%	0.58%	0.26%	0.18%	0.13%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.95%	2.17%	0.0%	0.66%	0.0%	1.59%	0.0%	0.0%	0.74%	0.0%	0.0%	0.49%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.78%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	1	2	1	0	0	2	3	0	0	0	1	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0					
		0.22%	0.16%	0.40%	0.09%	0.0%	0.0%	0.36%	0.40%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	1.90%	0.0%	0.94%	0.0%	0.94%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.53%	1.90%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	406	13	13	31	9	17	19	18	1	5	2	4	20	10	2	9	3	1	25	10	6	4	26	4	1	31	31	6	13	4	9	30	7	16	6					
		4.77%	2.15%	2.61%	2.79%	2.63%	4.47%	3.46%	2.41%	1.23%	1.78%	1.92%	1.42%	6.80%	5.74%	2.38%	8.57%	6.52%	0.94%	8.33%	9.43%	3.19%	7.14%	26.53%	2.98%	0.81%	21.08%	15.19%	4.76%	5.07%	1.68%	4.66%	16.12%	6.66%	12.5%	4.51%					
28	"11. ""Истинные патриоты России"""	19	1	0	3	1	1	2	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0					
		0.22%	0.16%	0.0%	0.27%	0.29%	0.26%	0.36%	0.0%	0.0%	0.0%	0.0%	0.35%	0.34%	0.0%	0.0%	0.95%	0.0%	0.0%	0.33%	0.94%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.78%	0.0%					
