Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Хивская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580					
1	"Число избирателей, внесенных в списки избирателей"	13247	126	88	63	598	713	100	182	767	362	727	301	371	57	539	128	563	286	306	581	970	161	75	157	84	1657	566	459	80	436	238	170	304	457	139	249	187					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12578	124	88	63	501	663	95	174	747	362	712	301	349	57	521	108	544	276	306	581	970	161	65	150	82	1524	519	459	73	428	226	163	245	409	135	229	168					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9016	77	59	55	355	459	72	130	563	160	443	243	255	56	338	96	356	223	213	348	626	127	65	115	53	1178	457	327	36	303	166	133	240	281	100	156	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	477	0	0	0	16	36	6	6	25	25	30	22	19	0	31	0	29	6	25	21	21	0	0	0	19	0	15	28	4	35	10	10	5	26	6	0	1					
6	Число погашенных избирательных бюллетеней	3084	47	29	8	130	168	17	38	159	177	239	36	75	1	151	12	159	47	68	212	323	34	0	35	10	346	47	104	33	90	50	20	0	102	29	73	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	477	0	0	0	16	36	6	6	25	25	30	22	19	0	31	0	29	6	25	21	21	0	0	0	19	0	15	28	4	35	10	10	5	26	6	0	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8956	77	59	55	355	459	72	130	563	160	443	243	255	56	338	94	356	223	213	348	626	127	65	115	53	1155	457	327	36	268	166	133	240	281	100	156	152					
9	Число недействительных избирательных бюллетеней	182	1	0	0	19	13	1	4	40	0	0	9	10	0	4	0	0	0	1	0	2	1	0	0	1	49	3	0	0	10	2	0	0	11	1	0	0					
10	Число действительных избирательных бюллетеней	9251	76	59	55	352	482	77	132	548	185	473	256	264	56	365	94	385	229	237	369	645	126	65	115	71	1106	469	355	40	293	174	143	245	296	105	156	153					
