Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Усть-Абаканская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в список"	27596	518	1165	2365	1579	1715	1044	1137	332	323	319	1047	1172	1119	1302	610	725	1021	580	1435	843	213	757	173	1034	110	1576	121	823	111	946	718	436	227					
2	Число полученных избирательных бюллетеней	28620	500	1370	2450	1640	1720	1055	1160	340	370	325	1050	1185	1160	1370	640	760	1030	620	1450	860	230	820	180	1100	110	1610	135	880	135	960	740	440	225					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14282	289	625	1261	778	963	565	503	172	194	188	606	650	590	751	361	396	486	325	538	456	66	345	97	435	79	717	69	475	75	405	367	301	154					
5	"Число избирательных бюллетеней, выданных вне помещения"	1826	46	72	53	80	78	24	34	15	12	11	16	12	90	55	33	41	82	29	266	19	82	76	20	108	0	137	28	100	13	133	40	12	9					
6	Число погашенных избирательных бюллетеней	12512	165	673	1136	782	679	466	623	153	164	126	428	523	480	564	246	323	462	266	646	385	82	399	63	557	31	756	38	305	47	422	333	127	62					
7	Число избирательных бюллетеней в переносных ящиках	1826	46	72	53	80	78	24	34	15	12	11	16	12	90	55	33	41	82	29	266	19	82	76	20	108	0	137	28	100	13	133	40	12	9					
8	Число бюллетеней в стационарных ящиках для голосования	14281	289	625	1261	778	963	565	503	172	194	188	606	650	590	751	361	395	486	325	538	456	66	345	97	435	79	717	69	475	75	405	367	301	154					
9	Число недействительных избирательных бюллетеней	138	4	5	8	10	9	1	3	4	0	3	3	7	10	2	11	3	8	1	11	3	0	0	0	11	0	5	1	3	1	0	7	3	1					
10	Число действительных избирательных бюллетеней	15969	331	692	1306	848	1032	588	534	183	206	196	619	655	670	804	383	433	560	353	793	472	148	421	117	532	79	849	96	572	87	538	400	310	162					
11	Число полученных открепительных  удостоверений	530	10	20	20	20	20	20	20	10	10	10	20	20	20	20	10	10	20	10	20	20	10	20	10	20	10	20	10	20	10	20	20	20	10					
12	Число выданных открепительных удостоверений	107	3	2	8	5	3	2	2	2	5	1	6	2	8	3	0	1	1	0	2	5	0	8	0	5	0	3	0	12	1	9	2	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	1	1	3	4	11	2	3	1	0	2	3	0	2	4	0	2	2	1	1	4	1	1	0	3	1	1	0	4	0	3	1	3	0					
14	Число неиспользованных открепительных удостоверений	423	7	18	12	15	17	18	18	8	5	9	14	18	12	17	10	9	19	10	18	15	10	12	10	15	10	17	10	8	9	11	18	19	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	972	41	54	113	61	87	54	43	1	15	28	41	35	52	52	23	27	40	30	41	26	2	13	0	16	1	14	4	11	5	19	14	7	2					
		6.03%	12.24%	7.75%	8.60%	7.11%	8.36%	9.17%	8.01%	0.53%	7.28%	14.07%	6.59%	5.29%	7.65%	6.45%	5.84%	6.19%	7.04%	8.47%	5.10%	5.47%	1.35%	3.09%	0.00%	2.95%	1.27%	1.64%	4.12%	1.91%	5.68%	3.53%	3.44%	2.24%	1.23%					
19	. Малышкин Олег Александрович	643	11	27	55	40	35	24	23	16	7	9	31	36	27	35	11	12	30	19	30	10	5	14	5	13	1	17	16	11	2	25	21	20	5					
		3.99%	3.28%	3.87%	4.19%	4.66%	3.36%	4.07%	4.28%	8.56%	3.40%	4.52%	4.98%	5.44%	3.97%	4.34%	2.79%	2.75%	5.28%	5.37%	3.73%	2.11%	3.38%	3.33%	4.27%	2.39%	1.27%	1.99%	16.49%	1.91%	2.27%	4.65%	5.16%	6.39%	3.07%					
20	. Миронов Сергей Михайлович	173	1	7	13	9	9	5	6	6	1	5	4	18	4	4	7	4	10	6	8	4	0	3	0	10	0	4	1	9	1	11	1	0	2					
		1.07%	0.30%	1.00%	0.99%	1.05%	0.86%	0.85%	1.12%	3.21%	0.49%	2.51%	0.64%	2.72%	0.59%	0.50%	1.78%	0.92%	1.76%	1.69%	1.00%	0.84%	0.00%	0.71%	0.00%	1.84%	0.00%	0.47%	1.03%	1.57%	1.14%	2.04%	0.25%	0.00%	1.23%					
21	. Путин Владимир Владимирович	10283	218	446	800	551	560	303	334	118	122	109	352	432	393	494	233	283	307	233	553	269	101	349	97	382	43	640	54	409	53	373	306	233	133					
		63.84%	65.07%	63.99%	60.88%	64.22%	53.79%	51.44%	62.20%	63.10%	59.22%	54.77%	56.59%	65.26%	57.79%	61.29%	59.14%	64.91%	54.05%	65.82%	68.78%	56.63%	68.24%	82.90%	82.91%	70.35%	54.43%	74.94%	55.67%	71.13%	60.23%	69.33%	75.18%	74.44%	81.60%					
22	. Хакамада Ирина Муцуовна	454	5	23	43	22	33	18	15	1	12	9	22	18	26	28	13	20	22	10	24	9	1	5	2	10	0	17	1	12	5	11	8	7	2					
		2.82%	1.49%	3.30%	3.27%	2.56%	3.17%	3.06%	2.79%	0.53%	5.83%	4.52%	3.54%	2.72%	3.82%	3.47%	3.30%	4.59%	3.87%	2.82%	2.99%	1.89%	0.68%	1.19%	1.71%	1.84%	0.00%	1.99%	1.03%	2.09%	5.68%	2.04%	1.97%	2.24%	1.23%					
23	. Харитонов Николай Михайлович	2868	47	109	217	123	230	145	90	33	39	28	144	83	139	161	85	73	128	41	121	148	36	29	13	96	34	152	19	112	18	83	39	35	18					
		17.81%	14.03%	15.64%	16.51%	14.34%	22.09%	24.62%	16.76%	17.65%	18.93%	14.07%	23.15%	12.54%	20.44%	19.98%	21.57%	16.74%	22.54%	11.58%	15.05%	31.16%	24.32%	6.89%	11.11%	17.68%	43.04%	17.80%	19.59%	19.48%	20.45%	15.43%	9.58%	11.18%	11.04%					
																																								
24	Против всех	576	8	26	65	42	78	39	23	8	10	8	25	33	29	30	11	14	23	14	16	6	3	8	0	5	0	5	1	8	3	16	11	8	0					
		3.58%	2.39%	3.73%	4.95%	4.90%	7.49%	6.62%	4.28%	4.28%	4.85%	4.02%	4.02%	4.98%	4.26%	3.72%	2.79%	3.21%	4.05%	3.95%	1.99%	1.26%	2.03%	1.90%	0.00%	0.92%	0.00%	0.59%	1.03%	1.39%	3.41%	2.97%	2.70%	2.56%	0.00%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
