Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Кораблинская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в списки"	20405	1716	1232	2330	2437	2324	1115	707	199	646	186	288	376	326	469	352	242	448	178	207	171	520	204	161	177	964	338	571	337	286	167	114	190	427					
2	"Число бюллетеней, полученных участковыми комиссиями"	20222	1703	1192	2365	2456	2313	1088	672	175	651	184	290	381	307	471	348	230	431	164	208	170	525	199	160	176	946	343	573	321	282	170	115	190	423					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10566	939	638	1093	1245	1191	534	315	87	337	109	170	123	244	259	252	98	311	116	96	115	321	96	79	78	529	234	226	222	73	109	41	95	191					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1502	20	4	45	44	37	75	55	29	72	16	60	101	16	58	8	49	39	16	46	25	75	18	13	1	50	26	176	23	128	24	37	14	102					
6	Число погашенных бюллетеней	8154	744	550	1227	1167	1085	479	302	59	242	59	60	157	47	154	88	83	81	32	66	30	129	85	68	97	367	83	171	76	81	37	37	81	130					
7	Число бюллетеней в переносных ящиках для голосования	1502	20	4	45	44	37	75	55	29	72	16	60	101	16	58	8	49	39	16	46	25	75	18	13	1	50	26	176	23	128	24	37	14	102					
8	Число бюллетеней в стационарных ящиках для голосования	10566	939	638	1093	1245	1191	534	315	87	337	109	170	123	244	259	252	98	311	116	96	115	321	96	79	78	529	234	226	222	73	109	41	95	191					
9	Число недействительных бюллетеней	169	15	8	10	21	11	4	3	4	12	0	1	2	8	2	3	3	9	2	1	1	10	2	5	4	3	2	6	7	4	2	1	0	3					
10	Число действительных бюллетеней	11899	944	634	1128	1268	1217	605	367	112	397	125	229	222	252	315	257	144	341	130	141	139	386	112	87	75	576	258	396	238	197	131	77	109	290					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	392	22	20	20	20	20	20	15	7	10	7	10	10	10	12	12	10	12	10	10	7	12	10	8	8	12	10	12	10	10	8	8	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	130	22	9	20	20	12	4	5	0	2	1	1	4	7	5	0	2	0	0	1	2	1	0	0	1	4	1	1	0	1	1	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	107	5	4	7	7	4	5	1	1	0	2	2	1	3	9	2	3	7	1	2	1	5	2	1	1	5	1	6	1	3	2	2	7	4					
14	Число погашенных открепительных удостоверений	262	0	11	0	0	8	16	10	7	8	6	9	6	3	7	12	8	12	10	9	5	11	10	8	7	8	9	11	10	9	7	8	8	9					
15	Число открепительных удостоверений выданных ТИК	8	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	144	6	14	12	5	6	7	5	0	5	1	1	4	6	2	5	2	6	1	0	1	5	1	8	0	7	0	8	2	2	5	4	5	8					
		1.19%	0.62%	2.18%	1.05%	0.38%	0.48%	1.14%	1.35%	0.0%	1.22%	0.8%	0.43%	1.78%	2.30%	0.63%	1.92%	1.36%	1.71%	0.75%	0.0%	0.71%	1.26%	0.87%	8.69%	0.0%	1.20%	0.0%	1.99%	0.81%	0.99%	3.75%	5.12%	4.58%	2.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	212	14	21	44	22	32	12	6	3	5	1	2	3	3	1	2	0	8	0	1	3	5	0	3	1	6	6	2	0	0	3	1	0	2					
		1.75%	1.45%	3.27%	3.86%	1.70%	2.60%	1.97%	1.62%	2.58%	1.22%	0.8%	0.86%	1.33%	1.15%	0.31%	0.76%	0.0%	2.28%	0.0%	0.70%	2.14%	1.26%	0.0%	3.26%	1.26%	1.03%	2.30%	0.49%	0.0%	0.0%	2.25%	1.28%	0.0%	0.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1079	101	72	111	119	109	80	34	10	53	6	16	14	11	31	34	13	7	6	11	12	47	7	10	4	40	25	17	9	25	15	1	11	18					
		8.94%	10.53%	11.21%	9.75%	9.23%	8.87%	13.13%	9.18%	8.62%	12.95%	4.8%	6.95%	6.24%	4.23%	9.77%	13.07%	8.84%	2.0%	4.54%	7.74%	8.57%	11.86%	6.14%	10.86%	5.06%	6.90%	9.61%	4.22%	3.67%	12.43%	11.27%	1.28%	10.09%	6.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	194	31	13	24	22	19	7	8	5	8	0	4	4	8	0	0	3	4	2	0	0	2	2	1	0	6	3	5	3	1	2	3	2	2					
