Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Трубчевская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052					
1	"Число избирателей, внесенных в списки избирателей"	28399	1399	1381	2264	2352	2121	1417	371	1373	1189	1365	1394	384	275	103	277	455	47	122	170	482	984	485	472	241	670	134	347	241	340	243	85	870	544	729	837	53	111	329	190	415	306	306	219	307					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26580	1270	1210	2020	2100	1920	1220	370	1190	1060	1170	1170	390	280	100	290	460	50	120	180	490	940	490	470	220	650	130	380	250	330	340	90	890	550	760	820	50	110	320	190	410	310	290	220	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15109	699	584	1166	1108	944	655	232	798	750	606	773	327	170	50	124	270	36	68	129	242	411	308	225	184	341	99	208	231	272	223	47	485	316	393	467	47	29	159	76	230	195	157	106	169					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2230	37	13	176	101	40	31	21	49	47	197	71	0	29	25	58	60	0	21	24	105	162	30	84	0	130	9	21	1	12	20	20	95	26	58	122	0	42	53	92	13	0	36	40	59					
6	Число погашенных избирательных бюллетеней	9241	534	613	678	891	936	534	117	343	263	367	326	63	81	25	108	130	14	31	27	143	367	152	161	36	179	22	151	18	46	97	23	310	208	309	231	3	39	108	22	167	115	97	74	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2230	37	13	176	101	40	31	21	49	47	197	71	0	29	25	58	60	0	21	24	105	162	30	84	0	130	9	21	1	12	20	20	95	26	58	122	0	42	53	92	13	0	36	40	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15109	699	584	1166	1108	944	655	232	798	750	606	773	327	170	50	124	270	36	68	129	242	411	308	225	184	341	99	208	231	272	223	47	485	316	393	467	47	29	159	76	230	195	157	106	169					
9	Число недействительных избирательных бюллетеней	127	10	6	7	7	4	2	1	7	4	5	7	4	2	3	4	2	0	0	2	0	6	1	3	0	4	0	1	0	1	2	2	7	2	5	7	0	0	1	0	3	2	1	2	0					
10	Число действительных избирательных бюллетеней	17212	726	591	1335	1202	980	684	252	840	793	798	837	323	197	72	178	328	36	89	151	347	567	337	306	184	467	108	228	232	283	241	65	573	340	446	582	47	71	211	168	240	193	192	144	228					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	32	10	30	60	60	22	5	15	25	15	15	5	4	2	9	5	0	2	0	3	5	4	3	1	5	2	5	2	2	2	2	5	7	5	5	2	1	5	2	5	1	2	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	368	28	7	30	60	60	22	3	10	25	11	15	5	4	0	9	2	0	0	0	3	5	4	3	1	5	1	5	2	2	2	2	5	7	5	5	2	1	1	2	5	1	2	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	167	7	8	3	15	10	5	3	0	1	3	6	6	4	9	1	4	4	3	1	1	6	2	1	2	3	5	4	2	1	1	4	0	2	2	7	4	7	3	2	4	4	4	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	31	4	3	0	0	0	0	2	5	0	4	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	439	20	14	27	35	33	16	4	23	21	21	19	4	2	4	13	12	0	0	2	7	12	4	4	1	15	2	9	4	8	8	2	6	8	11	16	0	1	5	4	15	8	2	11	6					
		2.53%	2.72%	2.35%	2.01%	2.89%	3.35%	2.33%	1.58%	2.72%	2.63%	2.62%	2.25%	1.22%	1.01%	5.33%	7.14%	3.64%	0.00%	0.00%	1.31%	2.02%	2.09%	1.18%	1.29%	0.54%	3.18%	1.85%	3.93%	1.72%	2.82%	3.29%	2.99%	1.03%	2.34%	2.44%	2.72%	0.00%	1.41%	2.36%	2.38%	6.17%	4.10%	1.04%	7.53%	2.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	98	12	5	13	14	12	6	1	3	3	3	2	0	1	1	0	0	0	1	0	1	7	2	1	0	0	1	0	0	0	1	0	2	1	0	0	0	0	2	1	0	1	0	1	0					
		0.57%	1.63%	0.84%	0.97%	1.16%	1.22%	0.87%	0.40%	0.35%	0.38%	0.37%	0.24%	0.00%	0.50%	1.33%	0.00%	0.00%	0.00%	1.12%	0.00%	0.29%	1.22%	0.59%	0.32%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.41%	0.00%	0.34%	0.29%	0.00%	0.00%	0.00%	0.00%	0.94%	0.60%	0.00%	0.51%	0.00%	0.68%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.10%	0.15%	0.00%	0.12%	0.00%	0.12%	0.12%	0.00%	0.00%	0.00%	0.55%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.21%	0.00%	0.00%	0.43%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3741	201	145	363	335	307	189	31	172	191	90	183	42	23	14	29	42	15	6	52	56	119	43	70	27	128	10	73	28	62	61	9	128	81	82	78	1	12	68	6	50	19	40	28	32					
		21.58%	27.31%	24.29%	27.05%	27.71%	31.20%	27.55%	12.25%	20.31%	23.96%	11.21%	21.68%	12.84%	11.56%	18.67%	15.93%	12.73%	41.67%	6.74%	33.99%	16.14%	20.77%	12.72%	22.65%	14.67%	27.18%	9.26%	31.88%	12.07%	21.83%	25.10%	13.43%	22.07%	23.68%	18.18%	13.24%	2.13%	16.90%	32.08%	3.57%	20.58%	9.74%	20.73%	19.18%	14.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	2	3	5	3	2	1	0	2	2	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	3	0	0	0	1					
		0.20%	0.27%	0.50%	0.37%	0.25%	0.20%	0.15%	0.00%	0.24%	0.25%	0.00%	0.24%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.82%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	1.23%	0.00%	0.00%	0.00%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	2	1	1	2	0	2	2	1	2	0	0	0	1	4	0	0	0	0	0	2	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.00%	0.00%	0.15%	0.08%	0.10%	0.29%	0.00%	0.24%	0.25%	0.12%	0.24%	0.00%	0.00%	0.00%	0.55%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	1.09%	0.21%	0.00%	0.00%	0.00%	0.35%	0.00%	1.49%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1017	48	38	88	81	62	56	32	57	47	38	54	11	18	7	12	10	1	4	8	15	37	37	9	9	20	4	11	7	4	17	0	18	18	24	22	0	7	13	3	10	21	8	10	21					
