Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Краснокутская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331					
1	"Число избирателей, внесенных в списки избирателей"	26743	1778	1944	1618	1055	1649	742	1264	1752	889	313	367	1231	740	699	270	481	581	478	803	682	657	1016	497	564	947	912	596	644	526	494	554					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26861	1741	1747	1614	1055	1650	750	1251	1818	949	309	378	1268	744	713	276	504	552	482	828	690	663	1035	506	580	930	950	628	663	581	460	546					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15695	851	853	839	474	844	412	554	922	579	197	312	662	436	442	176	374	404	350	519	446	533	605	306	444	559	605	413	445	420	290	429					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1529	55	37	56	50	55	27	45	34	34	11	23	122	93	43	17	18	47	39	49	101	30	157	35	29	41	94	34	29	34	40	50					
6	Число погашенных избирательных бюллетеней	9637	835	857	719	531	751	311	652	862	336	101	43	484	215	228	83	112	101	93	260	143	100	273	165	107	330	251	181	189	127	130	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1529	55	37	56	50	55	27	45	34	34	11	23	122	93	43	17	18	47	39	49	101	30	157	35	29	41	94	34	29	34	40	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15690	851	853	839	474	844	412	552	922	579	197	312	662	436	442	176	374	404	350	517	446	533	605	306	444	559	605	413	444	420	290	429					
9	Число недействительных избирательных бюллетеней	347	16	20	14	11	11	2	10	17	5	2	0	15	6	3	0	0	11	11	12	11	48	9	16	10	15	20	13	13	18	8	0					
10	Число действительных избирательных бюллетеней	16872	890	870	881	513	888	437	587	939	608	206	335	769	523	482	193	392	440	378	554	536	515	753	325	463	585	679	434	460	436	322	479					
