Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Бижбулякская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435					
1	"Число избирателей, внесенных в списки избирателей"	17288	770	139	87	650	151	358	1109	665	727	772	635	278	130	303	280	73	437	296	546	261	193	103	547	132	316	355	96	795	331	361	980	448	693	108	185	763	126	240	216	564	226	161	112	253	184	133					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18432	772	139	87	684	162	376	1221	802	827	962	651	289	139	301	300	73	455	339	706	285	208	103	550	138	314	350	100	823	355	377	979	454	708	105	213	747	128	238	214	638	263	170	112	261	181	133					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15795	735	139	65	604	128	350	1044	647	651	731	610	239	115	277	277	73	393	271	505	228	178	101	426	121	278	312	83	750	310	305	854	303	677	105	164	705	108	200	196	547	216	147	106	232	176	113					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1239	29	0	22	35	23	3	43	14	65	9	8	29	14	24	1	0	41	21	41	30	14	0	117	10	36	36	12	26	19	55	105	141	8	0	15	36	18	35	16	16	10	14	6	17	5	20					
6	Число погашенных избирательных бюллетеней	1398	8	0	0	45	11	23	134	141	111	222	33	21	10	0	22	0	21	47	160	27	16	2	7	7	0	2	5	47	26	17	20	10	23	0	34	6	2	3	2	75	37	9	0	12	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1239	29	0	22	35	23	3	43	14	65	9	8	29	14	24	1	0	41	21	41	30	14	0	117	10	36	36	12	26	19	55	105	141	8	0	15	36	18	35	16	16	10	14	6	17	5	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15795	735	139	65	604	128	350	1044	647	651	731	610	239	115	277	277	73	393	271	505	228	178	101	426	121	278	312	83	750	310	305	854	303	677	105	164	705	108	200	196	547	216	147	106	232	176	113					
9	Число недействительных избирательных бюллетеней	32	0	0	2	0	0	1	0	1	0	1	1	0	0	0	2	0	0	14	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	17002	764	139	85	639	151	352	1087	660	716	739	617	268	129	301	276	73	434	278	544	257	192	101	542	131	313	348	95	776	329	360	959	444	685	105	179	738	126	234	212	563	225	161	112	249	181	133					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	472	30	6	1	33	6	20	37	22	17	20	14	6	0	3	3	0	15	30	10	5	6	3	13	3	10	5	4	10	9	13	20	11	8	0	10	10	3	3	5	21	3	3	0	17	3	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	454	30	6	1	33	6	20	37	20	17	20	14	3	0	0	1	0	15	30	10	5	6	2	13	3	10	5	4	10	9	13	20	11	6	0	10	6	2	3	5	21	3	3	0	17	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	214	6	1	0	6	2	4	12	20	12	7	5	1	4	4	5	0	2	5	3	4	1	1	3	0	1	2	2	4	4	3	19	3	3	3	2	7	4	8	2	11	6	5	3	4	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	0	0	2	0	0	0	3	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	3	0	0	0	0	0	0	0	1	7	1	0	1	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	79	2	0	0	0	0	0	3	2	5	0	2	0	1	1	2	0	3	1	34	1	7	0	1	0	1	2	0	0	0	1	0	1	1	0	2	2	0	1	2	0	1	0	0	0	0	0					
		0.46%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.30%	0.70%	0.00%	0.32%	0.00%	0.78%	0.33%	0.72%	0.00%	0.69%	0.34%	6.23%	0.39%	3.65%	0.00%	0.18%	0.00%	0.32%	0.57%	0.00%	0.00%	0.00%	0.28%	0.00%	0.23%	0.15%	0.00%	1.12%	0.27%	0.00%	0.43%	0.94%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0					
		0.04%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	450	8	2	1	22	4	5	23	40	6	59	11	3	0	3	5	0	3	4	67	1	18	8	5	2	2	4	1	22	10	3	9	10	6	3	3	30	5	21	2	11	0	1	0	4	2	1					
		2.64%	1.05%	1.44%	1.15%	3.44%	2.65%	1.42%	2.12%	6.05%	0.84%	7.97%	1.78%	1.12%	0.00%	0.99%	1.80%	0.00%	0.69%	1.37%	12.27%	0.39%	9.38%	7.92%	0.92%	1.53%	0.64%	1.15%	1.05%	2.84%	3.04%	0.83%	0.94%	2.25%	0.88%	2.86%	1.68%	4.05%	3.97%	8.94%	0.94%	1.95%	0.00%	0.62%	0.00%	1.61%	1.10%	0.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.42%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	66	1	2	0	1	0	3	0	1	5	4	1	2	0	1	2	1	2	2	14	1	2	0	3	0	1	2	0	0	0	1	0	1	1	1	1	1	0	0	2	3	1	2	0	1	0	0					
