Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Бижбулякская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421					
1	"Число избирателей, внесенных в список избирателей"	18704	820	140	100	685	146	340	1113	875	939	833	613	307	145	340	341	62	177	306	274	113	730	294	199	248	168	131	649	152	329	356	107	817	355	386	1055	504	760	90	200	761	123	225	215	635	257	176	113					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20003	919	136	102	795	151	368	1266	910	1014	1169	679	315	145	341	342	61	192	327	291	106	767	300	216	268	182	134	660	154	337	364	108	930	364	398	1060	516	779	89	216	767	129	215	216	656	259	178	112					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16448	774	135	73	620	135	328	950	625	800	813	567	284	131	325	319	61	159	277	250	102	638	276	190	228	157	122	506	144	299	316	88	694	334	342	947	376	720	89	144	539	104	185	205	574	244	155	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1285	38	0	23	47	10	7	43	32	80	20	12	14	12	7	0	0	17	24	20	4	59	16	9	15	7	8	141	5	23	29	17	53	14	44	102	118	16	0	42	40	17	28	6	32	8	18	8					
6	Число погашенных избирательных бюллетеней	2270	107	1	6	128	6	33	273	253	134	336	100	17	2	9	23	0	16	26	21	0	70	8	17	25	18	4	13	5	15	19	3	183	16	12	11	22	43	0	30	188	8	2	5	50	7	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1285	38	0	23	47	10	7	43	32	80	20	12	14	12	7	0	0	17	24	20	4	59	16	9	15	7	8	141	5	23	29	17	53	14	44	102	118	16	0	42	40	17	28	6	32	8	18	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16448	774	135	73	620	135	328	950	625	800	813	567	284	131	325	319	61	159	277	250	102	638	276	190	228	157	122	506	144	299	316	88	694	334	342	947	376	720	89	144	539	104	185	205	574	244	155	104					
9	Число недействительных избирательных бюллетеней	189	4	6	0	12	0	0	9	10	0	3	36	0	0	0	0	0	0	0	30	0	26	0	0	0	0	0	0	0	0	2	0	21	0	0	2	0	5	0	3	4	3	10	0	0	3	0	0					
10	Число действительных избирательных бюллетеней	17544	808	129	96	655	145	335	984	647	880	830	543	298	143	332	319	61	176	301	240	106	671	292	199	243	164	130	647	149	322	343	105	726	348	386	1047	494	731	89	183	575	118	203	211	606	249	173	112					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	526	25	6	1	25	7	18	45	33	20	32	13	3	0	1	5	0	15	20	10	0	19	7	6	21	13	3	13	3	10	11	6	12	10	13	22	11	6	0	14	6	2	3	8	22	3	3	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	526	25	6	1	25	7	18	45	33	20	32	13	3	0	1	5	0	15	20	10	0	19	7	6	21	13	3	13	3	10	11	6	12	10	13	22	11	6	0	14	6	2	3	8	22	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	137	3	2	2	1	3	1	4	4	13	7	5	3	3	0	1	0	2	3	0	3	5	4	2	1	0	1	2	4	0	0	2	3	3	4	14	5	1	1	1	4	4	1	1	3	2	3	6					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	1	1	0	0	0	0	0	0	3	1	0	4	1	0	0	0	0	0	0	0					
