Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Ярославль, Ленинская"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	49450	1990	1585	1601	1302	1987	2198	1878	1804	2144	2196	1803	1168	1899	1892	1787	1867	1971	1851	1965	1700	1720	1511	1469	1560	1725	1674	2394	142	60	62	173	121	68	53	43	87									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36550	1450	1150	1200	1000	1450	1600	1350	1350	1550	1550	1300	900	1400	1400	1300	1350	1450	1300	1450	1250	1250	1100	1100	1150	1300	1250	1700	150	70	100	200	150	70	60	50	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17072	478	579	506	483	717	865	654	731	823	769	539	414	714	566	632	593	726	661	638	609	592	532	477	553	518	562	783	35	55	0	34	93	68	43	21	9									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	902	3	13	14	10	37	48	23	14	26	28	10	21	7	18	29	46	6	20	7	18	14	6	14	14	8	8	14	86	4	60	139	28	0	10	22	77									
6	Число погашенных избирательных бюллетеней	18576	969	558	680	507	696	687	673	605	701	753	751	465	679	816	639	711	718	619	805	623	644	562	609	583	774	680	903	29	11	40	27	29	2	7	7	14									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	902	3	13	14	10	37	48	23	14	26	28	10	21	7	18	29	46	6	20	7	18	14	6	14	14	8	8	14	86	4	60	139	28	0	10	22	77									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17064	478	577	505	483	717	865	654	730	823	769	538	414	714	566	632	593	726	661	638	609	591	532	477	551	518	562	783	35	55	0	34	93	68	43	21	9									
9	Число недействительных избирательных бюллетеней	292	12	3	4	5	11	16	9	11	9	8	17	9	9	11	8	14	11	7	10	13	15	9	11	8	15	7	11	0	1	6	3	1	3	3	0	2									
10	Число действительных избирательных бюллетеней	17674	469	587	515	488	743	897	668	733	840	789	531	426	712	573	653	625	721	674	635	614	590	529	480	557	511	563	786	121	58	54	170	120	65	50	43	84									
