Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Советская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
1	"Число избирателей, внесенных в списки избирателей"	35421	2345	2015	1642	2081	2143	2106	1656	2132	2937	2123	2081	1686	2054	2012	2021	722	1880	1785					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34715	2340	2140	1660	1960	1990	1830	1475	2050	2710	2100	2100	1640	2030	2080	2060	750	1900	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25469	1544	1368	1282	1448	1507	1485	1217	1499	2034	1556	1501	1256	1472	1454	1528	525	1366	1427					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	862	42	50	32	32	42	30	22	26	132	43	23	23	116	52	35	20	69	73					
6	Число погашенных избирательных бюллетеней	8384	754	722	346	480	441	315	236	525	544	501	576	361	442	574	497	205	465	400					
7	Число избирательных бюллетеней в переносных ящиках для голосования	862	42	50	32	32	42	30	22	26	132	43	23	23	116	52	35	20	69	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25465	1542	1368	1282	1448	1507	1485	1217	1499	2034	1556	1501	1255	1472	1453	1528	525	1366	1427					
9	Число недействительных избирательных бюллетеней	278	11	17	18	20	11	12	19	18	21	15	18	2	26	14	10	9	18	19					
10	Число действительных избирательных бюллетеней	26049	1573	1401	1296	1460	1538	1503	1220	1507	2145	1584	1506	1276	1562	1491	1553	536	1417	1481					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	670	30	40	30	15	40	40	30	40	50	40	40	30	30	40	40	20	40	75					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	395	16	16	20	10	18	15	14	7	25	21	16	16	20	29	39	16	31	66					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	403	11	11	0	2	18	192	64	24	13	9	8	8	8	7	7	3	5	13					
14	Число погашенных неиспользованных открепительных удостоверений	275	14	24	10	5	22	25	16	33	25	19	24	14	10	11	1	4	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	1	0	0	5	6	3	2	4	4	1	3	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	417	23	17	16	17	18	34	18	19	42	28	22	22	28	27	24	8	27	27					
		1.58%	1.45%	1.20%	1.22%	1.15%	1.16%	2.24%	1.45%	1.25%	1.94%	1.75%	1.44%	1.72%	1.76%	1.79%	1.54%	1.47%	1.88%	1.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	206	8	10	10	15	12	14	14	13	19	23	7	16	11	6	12	3	8	5					
		0.78%	0.51%	0.71%	0.76%	1.01%	0.77%	0.92%	1.13%	0.85%	0.88%	1.44%	0.46%	1.25%	0.69%	0.40%	0.77%	0.55%	0.56%	0.33%					
20	3.Политическая партия «Демократическая партия России»	52	0	2	1	5	3	3	0	1	4	8	3	1	7	1	8	0	1	4					
		0.20%	0.00%	0.14%	0.08%	0.34%	0.19%	0.20%	0.00%	0.07%	0.18%	0.50%	0.20%	0.08%	0.44%	0.07%	0.51%	0.00%	0.07%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1659	62	76	95	93	119	95	85	129	166	138	100	81	97	80	101	23	77	42					
		6.30%	3.91%	5.36%	7.23%	6.28%	7.68%	6.27%	6.86%	8.46%	7.66%	8.63%	6.56%	6.34%	6.11%	5.32%	6.46%	4.22%	5.37%	2.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	107	3	2	2	8	6	5	6	6	14	14	5	6	11	7	3	2	3	4					
		0.41%	0.19%	0.14%	0.15%	0.54%	0.39%	0.33%	0.48%	0.39%	0.65%	0.88%	0.33%	0.47%	0.69%	0.47%	0.19%	0.37%	0.21%	0.27%					
23	6.Политическая партия «Партия социальной справедливости»	60	2	2	1	2	5	2	5	7	5	4	3	2	5	2	0	3	2	8					
		0.23%	0.13%	0.14%	0.08%	0.14%	0.32%	0.13%	0.40%	0.46%	0.23%	0.25%	0.20%	0.16%	0.31%	0.13%	0.00%	0.55%	0.14%	0.53%					
24	7.Политическая партия «Либерально-демократическая партия России»	3552	215	190	219	191	215	202	143	172	256	213	187	193	218	271	179	101	214	173					
		13.49%	13.57%	13.40%	16.67%	12.91%	13.88%	13.33%	11.54%	11.28%	11.82%	13.32%	12.27%	15.10%	13.73%	18.01%	11.45%	18.53%	14.91%	11.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1966	125	112	132	92	90	122	95	120	152	145	93	85	106	101	170	36	107	83					
		7.47%	7.89%	7.90%	10.05%	6.22%	5.81%	8.05%	7.67%	7.87%	7.02%	9.07%	6.10%	6.65%	6.68%	6.71%	10.88%	6.61%	7.46%	5.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	150	6	3	6	11	12	6	8	15	15	12	6	10	7	9	8	2	7	7					
		0.57%	0.38%	0.21%	0.46%	0.74%	0.77%	0.40%	0.65%	0.98%	0.69%	0.75%	0.39%	0.78%	0.44%	0.60%	0.51%	0.37%	0.49%	0.47%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17666	1125	985	808	1010	1050	1004	828	1013	1441	982	1073	842	1058	973	1036	356	960	1122					
		67.10%	71.02%	69.46%	61.49%	68.24%	67.79%	66.27%	66.83%	66.43%	66.53%	61.41%	70.41%	65.88%	66.62%	64.65%	66.28%	65.32%	66.90%	74.80%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	214	4	2	6	16	8	16	18	12	31	17	7	18	14	14	12	2	11	6					
		0.81%	0.25%	0.14%	0.46%	1.08%	0.52%	1.06%	1.45%	0.79%	1.43%	1.06%	0.46%	1.41%	0.88%	0.93%	0.77%	0.37%	0.77%	0.40%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
