Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Константиновская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362					
1	"Число избирателей, внесенных в список избирателей"	10879	1791	1862	1076	295	402	159	275	77	313	774	646	358	411	1032	573	241	346	248					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10927	1818	1840	1012	295	413	167	290	82	319	763	675	347	409	1044	608	240	343	262					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5898	821	885	530	169	291	114	174	46	176	477	312	259	248	538	331	202	191	134					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	295	36	37	17	7	9	3	18	4	11	43	17	1	11	14	19	0	27	21					
6	Число погашенных избирательных бюллетеней	4734	961	918	465	119	113	50	98	32	132	243	346	87	150	492	258	38	125	107					
7	Число избирательных бюллетеней в переносных ящиках для голосования	295	36	37	17	7	9	3	18	4	11	43	17	1	11	14	19	0	27	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5894	821	882	529	169	291	114	174	46	176	477	312	259	248	538	331	202	191	134					
9	Число недействительных избирательных бюллетеней	106	16	15	5	1	7	3	5	1	1	4	9	10	9	5	8	4	0	3					
10	Число действительных избирательных бюллетеней	6083	841	904	541	175	293	114	187	49	186	516	320	250	250	547	342	198	218	152					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	205	20	30	15	10	5	3	15	2	5	10	15	5	5	15	35	3	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	168	20	30	14	7	3	2	15	1	4	10	11	0	3	4	35	3	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	239	34	56	65	1	4	3	4	1	2	28	7	17	2	2	4	2	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	1	3	2	1	0	1	1	0	4	5	2	11	0	0	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	604	120	111	63	18	28	4	22	3	8	47	22	16	30	39	41	11	11	10					
		9.76%	14.00%	12.08%	11.54%	10.23%	9.33%	3.42%	11.46%	6.00%	4.28%	9.04%	6.69%	6.15%	11.58%	7.07%	11.71%	5.45%	5.05%	6.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	992	153	164	132	28	42	14	17	5	33	79	39	55	34	92	48	18	29	10					
		16.03%	17.85%	17.85%	24.18%	15.91%	14.00%	11.97%	8.85%	10.00%	17.65%	15.19%	11.85%	21.15%	13.13%	16.67%	13.71%	8.91%	13.30%	6.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	13	18	2	2	2	0	2	0	2	6	6	3	9	3	2	0	2	0					
		1.16%	1.52%	1.96%	0.37%	1.14%	0.67%	0.00%	1.04%	0.00%	1.07%	1.15%	1.82%	1.15%	3.47%	0.54%	0.57%	0.00%	0.92%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1088	212	205	95	13	80	7	19	4	44	38	42	27	45	67	113	14	34	29					
		17.58%	24.74%	22.31%	17.40%	7.39%	26.67%	5.98%	9.90%	8.00%	23.53%	7.31%	12.77%	10.38%	17.37%	12.14%	32.29%	6.93%	15.60%	18.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	8	12	15	0	2	0	0	1	1	3	2	1	1	2	6	1	2	0					
		0.92%	0.93%	1.31%	2.75%	0.00%	0.67%	0.00%	0.00%	2.00%	0.53%	0.58%	0.61%	0.38%	0.39%	0.36%	1.71%	0.50%	0.92%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3229	332	386	231	111	139	89	126	35	98	340	207	145	129	343	130	154	132	102					
		52.17%	38.74%	42.00%	42.31%	63.07%	46.33%	76.07%	65.63%	70.00%	52.41%	65.38%	62.92%	55.77%	49.81%	62.14%	37.14%	76.24%	60.55%	65.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	3	8	3	3	0	0	1	1	0	3	2	3	2	1	2	0	8	1					
		0.66%	0.35%	0.87%	0.55%	1.70%	0.00%	0.00%	0.52%	2.00%	0.00%	0.58%	0.61%	1.15%	0.77%	0.18%	0.57%	0.00%	3.67%	0.65%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
