Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Алданская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки избирателей"	33282	835	2008	1916	1773	1672	1271	1462	1723	1626	1772	635	286	1844	1403	1557	373	462	126	485	1894	1261	1269	1149	375	197	1492	925	99	953	198	241					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30220	740	1880	1850	1580	1530	1120	1250	1250	1370	1550	590	290	1550	1230	1390	800	420	130	480	1700	1120	1040	960	450	210	1360	860	110	910	240	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	574	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	209	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19252	442	1083	1148	882	1083	709	847	629	910	1067	354	144	980	915	910	328	216	82	302	1162	786	716	663	354	157	1012	531	58	480	152	150					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1182	44	88	33	30	48	35	69	77	27	41	24	23	53	48	46	0	86	8	21	48	32	34	31	0	17	64	96	14	21	7	17					
6	Число погашенных избирательных бюллетеней	9212	254	709	669	668	399	376	334	266	433	442	212	123	517	267	434	472	118	40	157	490	302	203	266	96	36	284	233	38	200	81	93					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1756	44	88	33	30	48	35	69	355	27	41	24	23	53	48	46	0	86	8	21	48	32	121	31	0	17	64	96	14	230	7	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19244	442	1083	1148	881	1082	709	847	629	906	1067	354	144	980	915	910	328	216	82	302	1161	785	716	663	354	157	1012	531	58	480	152	150					
9	Число недействительных избирательных бюллетеней	200	2	16	13	9	8	13	2	11	11	8	1	2	12	12	8	3	7	3	3	8	7	6	3	0	0	14	10	4	3	0	1					
10	Число действительных избирательных бюллетеней	20800	484	1155	1168	902	1122	731	914	973	922	1100	377	165	1021	951	948	325	295	87	320	1201	810	831	691	354	174	1062	617	68	707	159	166					
