Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Алданская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №811	УИК №812					
1	"Число избирателей, внесенных в список избирателей"	29944	733	1913	1744	1792	1404	617	1310	1497	1581	1644	351	249	1395	1402	1660	200	363	113	440	1836	1095	1168	898	337	123	1532	813	102	925	187	157	222	141					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28588	620	1780	1490	1370	1160	940	1080	1250	1460	1370	390	240	1400	1290	1560	300	370	120	420	1720	1090	1130	930	400	300	1530	900	180	1000	270	150	224	154					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	415	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	62	0	0	0	0	48	6	0	40	0	74	0	40	88	4	4	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15268	294	841	889	705	843	581	627	535	691	921	228	150	675	733	712	74	199	63	234	982	535	606	532	297	115	717	450	36	495	167	111	100	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1056	36	55	36	41	40	36	46	86	15	34	27	12	43	39	16	0	90	3	18	40	39	26	26	0	8	93	82	19	25	13	12	0	0					
6	Число погашенных избирательных бюллетеней	11849	290	884	565	624	277	323	407	629	705	415	135	78	682	518	832	164	81	54	168	698	468	492	372	63	177	646	368	85	392	86	23	124	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1471	36	55	36	41	40	36	46	86	64	34	27	12	43	39	16	62	90	3	18	40	87	32	26	40	8	167	82	59	113	17	16	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15266	294	841	889	705	842	581	627	535	691	921	228	150	675	733	712	74	199	63	234	981	535	606	532	297	115	717	450	36	495	167	111	100	130					
9	Число недействительных избирательных бюллетеней	329	4	25	23	13	12	8	15	8	27	19	14	2	16	7	8	0	10	6	6	27	5	15	15	5	2	16	8	0	1	2	5	4	1					
10	Число действительных избирательных бюллетеней	16408	326	871	902	733	870	609	658	613	728	936	241	160	702	765	720	136	279	60	246	994	617	623	543	332	121	868	524	95	607	182	122	96	129					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	264	5	9	10	10	20	10	10	10	10	10	5	5	10	10	10	5	5	5	5	10	20	10	15	5	5	5	5	5	10	5	5	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	132	2	8	6	4	13	5	10	0	4	3	4	0	5	2	4	0	5	0	0	6	3	10	11	1	1	4	2	4	10	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	2	3	0	11	5	3	5	8	1	3	0	0	2	3	1	6	0	1	1	7	1	1	1	1	0	3	1	3	5	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	122	3	1	4	6	7	5	0	10	6	7	1	5	5	8	6	5	0	5	5	4	7	0	4	4	4	1	3	1	0	0	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	1	2	2	1	6	3	2	1	1	2	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2690	48	124	138	108	99	94	82	60	106	159	39	23	103	122	103	15	57	4	31	191	138	103	98	122	11	110	62	8	217	74	19	7	15					
		16.07%	14.55%	13.84%	14.92%	14.48%	11.22%	15.24%	12.18%	9.66%	14.04%	16.65%	15.29%	14.20%	14.35%	15.80%	14.15%	11.03%	19.72%	6.06%	12.30%	18.71%	22.19%	16.14%	17.56%	36.20%	8.94%	12.44%	11.65%	8.42%	35.69%	40.22%	14.96%	7.00%	11.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2772	69	152	183	127	102	97	100	122	111	166	37	47	121	119	141	43	49	15	42	158	135	120	100	14	39	166	69	30	12	3	18	26	39					
		16.56%	20.91%	16.96%	19.78%	17.02%	11.56%	15.72%	14.86%	19.65%	14.70%	17.38%	14.51%	29.01%	16.85%	15.41%	19.37%	31.62%	16.96%	22.73%	16.67%	15.48%	21.70%	18.81%	17.92%	4.15%	31.71%	18.78%	12.97%	31.58%	1.97%	1.63%	14.17%	26.00%	30.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	172	4	16	6	7	12	7	13	10	5	10	4	0	4	7	9	1	2	1	3	12	6	6	5	3	1	6	6	2	2	0	2	0	0					
		1.03%	1.21%	1.79%	0.65%	0.94%	1.36%	1.13%	1.93%	1.61%	0.66%	1.05%	1.57%	0.00%	0.56%	0.91%	1.24%	0.74%	0.69%	1.52%	1.19%	1.18%	0.96%	0.94%	0.90%	0.89%	0.81%	0.68%	1.13%	2.11%	0.33%	0.00%	1.57%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3581	62	203	163	171	178	156	184	160	187	241	38	22	145	169	147	19	62	11	42	210	111	147	94	19	29	166	154	4	188	50	16	17	16					
		21.40%	18.79%	22.66%	17.62%	22.92%	20.18%	25.28%	27.34%	25.76%	24.77%	25.24%	14.90%	13.58%	20.19%	21.89%	20.19%	13.97%	21.45%	16.67%	16.67%	20.57%	17.85%	23.04%	16.85%	5.64%	23.58%	18.78%	28.95%	4.21%	30.92%	27.17%	12.60%	17.00%	12.31%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	368	10	23	23	26	24	26	20	23	34	29	8	3	13	25	7	1	6	0	3	7	6	10	4	1	1	17	5	2	5	1	1	3	1					
		2.20%	3.03%	2.57%	2.49%	3.49%	2.72%	4.21%	2.97%	3.70%	4.50%	3.04%	3.14%	1.85%	1.81%	3.24%	0.96%	0.74%	2.08%	0.00%	1.19%	0.69%	0.96%	1.57%	0.72%	0.30%	0.81%	1.92%	0.94%	2.11%	0.82%	0.54%	0.79%	3.00%	0.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6735	132	348	386	290	449	223	257	231	279	323	114	64	313	316	310	57	99	29	125	412	217	236	242	172	40	398	226	48	181	53	65	42	58					
		40.24%	40.00%	38.84%	41.73%	38.87%	50.91%	36.14%	38.19%	37.20%	36.95%	33.82%	44.71%	39.51%	43.59%	40.93%	42.58%	41.91%	34.26%	43.94%	49.60%	40.35%	34.89%	36.99%	43.37%	51.04%	32.52%	45.02%	42.48%	50.53%	29.77%	28.80%	51.18%	42.00%	44.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	90	1	5	3	4	6	6	2	7	6	8	1	1	3	7	3	0	4	0	0	4	4	1	0	1	0	5	2	1	2	1	1	1	0					
		0.54%	0.30%	0.56%	0.32%	0.54%	0.68%	0.97%	0.30%	1.13%	0.79%	0.84%	0.39%	0.62%	0.42%	0.91%	0.41%	0.00%	1.38%	0.00%	0.00%	0.39%	0.64%	0.16%	0.00%	0.30%	0.00%	0.57%	0.38%	1.05%	0.33%	0.54%	0.79%	1.00%	0.00%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
