Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    район Орехово-Борисово Северное																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881					
1	"Число избирателей, внесенных в список избирателей"	74926	2567	2496	2762	2895	2666	2626	2741	2677	2926	2664	2797	2261	2749	2209	2251	2331	2042	2343	2390	2233	2621	2188	2330	2171	2135	2847	2568	2425	2285	2530	200					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	53680	1820	1770	2060	2070	1920	2050	1950	1890	2070	1910	1990	1600	1950	1560	1600	1640	1440	1680	1700	1610	1870	1570	1680	1630	1500	2020	1820	1800	1570	1740	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	48560	1603	1584	1879	1908	1716	2027	1681	1750	2002	1802	1831	1511	1604	1400	1543	1464	1367	1371	1587	1478	1623	1349	1578	1494	1329	1782	1611	1424	1475	1587	200					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	889	19	18	25	55	47	23	20	15	32	22	41	18	16	30	21	59	40	24	35	26	27	18	61	14	20	19	60	31	25	28	0					
6	Число погашенных избирательных бюллетеней	4231	198	168	156	107	157	0	249	125	36	86	118	71	330	130	36	117	33	285	78	106	220	203	41	122	151	219	149	345	70	125	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	889	19	18	25	55	47	23	20	15	32	22	41	18	16	30	21	59	40	24	35	26	27	18	61	14	20	19	60	31	25	28	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48485	1603	1584	1879	1905	1716	2027	1681	1748	2002	1802	1831	1511	1604	1400	1538	1453	1367	1371	1587	1478	1623	1349	1578	1494	1329	1782	1611	1370	1475	1587	200					
9	Число недействительных избирательных бюллетеней	720	32	56	35	26	8	0	19	36	6	33	36	23	1	47	38	18	23	19	41	3	11	24	14	33	13	15	37	23	35	12	3					
10	Число действительных избирательных бюллетеней	48654	1590	1546	1869	1934	1755	2050	1682	1727	2028	1791	1836	1506	1619	1383	1521	1494	1384	1376	1581	1501	1639	1343	1625	1475	1336	1786	1634	1378	1465	1603	197					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1770	50	70	80	50	70	50	50	50	80	80	60	60	80	50	50	50	50	60	60	50	60	50	50	50	50	80	50	50	50	70	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1299	38	50	49	40	50	32	50	37	65	61	46	54	66	30	34	32	32	48	41	44	51	34	30	35	48	54	29	38	34	47	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	952	23	25	30	17	11	72	40	24	58	48	17	31	22	25	32	36	34	25	18	19	23	12	11	20	67	26	24	52	38	23	49					
14	Число погашенных неиспользованных открепительных удостоверений	471	12	20	31	10	20	18	0	13	15	19	14	6	14	20	16	18	18	12	19	6	9	16	20	15	2	26	21	12	16	23	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	326	15	11	10	8	24	9	7	7	19	10	18	6	15	9	6	7	6	10	9	7	7	11	12	8	11	16	13	12	11	12	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5735	233	231	232	253	188	150	109	211	311	149	107	228	221	134	155	175	178	197	184	210	129	243	231	201	136	202	183	175	163	208	8					
		11.62%	14.36%	14.42%	12.18%	12.91%	10.66%	7.32%	6.41%	11.97%	15.29%	8.17%	5.72%	14.91%	13.64%	9.37%	9.94%	11.57%	12.65%	14.12%	11.34%	13.96%	7.82%	17.78%	14.09%	13.33%	10.08%	11.22%	10.95%	12.49%	10.87%	12.88%	4.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4191	192	169	194	173	175	165	101	216	142	153	138	152	137	148	108	75	129	166	151	31	105	152	73	159	138	212	89	20	182	137	9					
		8.49%	11.84%	10.55%	10.19%	8.83%	9.93%	8.05%	5.94%	12.25%	6.98%	8.39%	7.37%	9.94%	8.46%	10.35%	6.93%	4.96%	9.17%	11.90%	9.31%	2.06%	6.36%	11.12%	4.45%	10.54%	10.23%	11.77%	5.33%	1.43%	12.13%	8.48%	4.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	541	22	28	23	24	9	8	12	24	9	32	9	15	26	22	17	13	30	20	20	6	19	1	16	21	16	38	16	10	13	19	3					
		1.10%	1.36%	1.75%	1.21%	1.22%	0.51%	0.39%	0.71%	1.36%	0.44%	1.75%	0.48%	0.98%	1.60%	1.54%	1.09%	0.86%	2.13%	1.43%	1.23%	0.40%	1.15%	0.07%	0.98%	1.39%	1.19%	2.11%	0.96%	0.71%	0.87%	1.18%	1.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8733	368	321	267	193	317	430	358	325	318	224	307	270	286	201	272	279	258	283	305	311	324	314	281	292	207	316	304	342	185	267	8					
		17.69%	22.69%	20.04%	14.02%	9.85%	17.98%	20.98%	21.05%	18.43%	15.63%	12.28%	16.40%	17.66%	17.65%	14.06%	17.45%	18.45%	18.34%	20.29%	18.80%	20.68%	19.64%	22.97%	17.14%	19.36%	15.34%	17.55%	18.19%	24.41%	12.33%	16.53%	4.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3210	174	160	110	180	55	134	126	169	102	177	43	175	40	89	98	90	134	145	170	99	124	4	75	180	98	49	95	12	45	56	2					
		6.50%	10.73%	9.99%	5.78%	9.18%	3.12%	6.54%	7.41%	9.59%	5.01%	9.70%	2.30%	11.45%	2.47%	6.22%	6.29%	5.95%	9.52%	10.39%	10.48%	6.58%	7.52%	0.29%	4.58%	11.94%	7.26%	2.72%	5.69%	0.86%	3.00%	3.47%	1.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25868	585	615	1028	1091	1005	1156	963	770	1138	1040	1217	650	892	783	856	854	645	552	733	841	928	628	934	609	729	956	931	802	870	901	166					
		52.39%	36.07%	38.39%	53.99%	55.66%	57.01%	56.39%	56.61%	43.68%	55.95%	57.02%	65.01%	42.51%	55.06%	54.76%	54.91%	56.48%	45.84%	39.57%	45.19%	55.92%	56.24%	45.94%	56.99%	40.38%	54.04%	53.08%	55.72%	57.24%	58.00%	55.79%	83.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	376	16	22	15	20	6	7	13	12	8	16	15	16	17	6	15	8	10	13	18	3	10	1	15	13	12	13	16	17	7	15	1					
		0.76%	0.99%	1.37%	0.79%	1.02%	0.34%	0.34%	0.76%	0.68%	0.39%	0.88%	0.80%	1.05%	1.05%	0.42%	0.96%	0.53%	0.71%	0.93%	1.11%	0.20%	0.61%	0.07%	0.92%	0.86%	0.89%	0.72%	0.96%	1.21%	0.47%	0.93%	0.50%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
