Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    район Орехово-Борисово Северное																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877					
1	"Число избирателей, внесенных в списки избирателей"	76499	2373	2922	2739	2658	2896	1604	1422	2098	2536	2284	1713	2335	2299	2356	2295	2296	2160	2377	2457	1925	1885	1727	2158	2190	2107	2720	2947	2166	2670	2791	2474	2186	2457	276					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	60550	1900	2300	2200	2100	2200	1250	1100	1750	2050	1850	1350	1850	1800	1850	1800	1800	1650	1900	1950	1500	1500	1350	1600	1750	1700	2200	2300	1700	2050	2250	1950	1800	1950	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	40564	1245	1492	1290	1395	1442	1044	971	1418	1168	1053	878	1207	1224	1115	1057	1184	1228	1216	1296	975	1009	887	1227	1287	1302	1364	1500	1108	1405	1424	1364	1200	1313	276					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	938	32	30	32	19	21	12	23	26	31	44	23	13	22	41	27	26	29	35	27	36	24	18	21	19	50	25	83	22	42	12	24	22	27	0					
6	Число погашенных избирательных бюллетеней	19048	623	778	878	686	737	194	106	306	851	753	449	630	554	694	716	590	393	649	627	489	467	445	352	444	348	811	717	570	603	814	562	578	610	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	938	32	30	32	19	21	12	23	26	31	44	23	13	22	41	27	26	29	35	27	36	24	18	21	19	50	25	83	22	42	12	24	22	27	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40348	1242	1486	1279	1376	1421	1044	971	1413	1168	1053	878	1207	1201	1108	1056	1181	1213	1211	1290	974	1005	887	1224	1286	1302	1364	1418	1108	1405	1424	1364	1200	1313	276					
9	Число недействительных избирательных бюллетеней	528	16	15	20	30	22	4	8	11	22	13	14	10	26	15	12	22	15	16	18	12	16	6	15	13	19	20	11	18	17	12	17	26	15	2					
10	Число действительных избирательных бюллетеней	40758	1258	1501	1291	1365	1420	1052	986	1428	1177	1084	887	1210	1197	1134	1071	1185	1227	1230	1299	998	1013	899	1230	1292	1333	1369	1490	1112	1430	1424	1371	1196	1325	274					
