Выборы Президента Российской Федерации																			
																			
Наименование Избирательной комиссии:    Дзержинская городская																			
																			
Итоги голосования 																			
																			
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207					
1	"Число избирателей, внесенных в список"	33198	2742	2712	2869	2866	2847	2918	2764	2598	2682	2696	2758	2746					
2	Число полученных избирательных бюллетеней	33212	2730	2730	2857	2860	2769	2936	2790	2580	2690	2740	2790	2740					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17814	1513	1325	1579	1613	1563	1425	1671	1464	1437	1471	1414	1339					
5	"Число избирательных бюллетеней, выданных вне помещения"	376	27	37	8	21	78	9	21	47	20	27	39	42					
6	Число погашенных избирательных бюллетеней	15022	1190	1368	1270	1226	1128	1502	1098	1069	1233	1242	1337	1359					
7	Число избирательных бюллетеней в переносных ящиках	376	27	37	8	21	78	9	21	47	20	27	39	42					
8	Число бюллетеней в стационарных ящиках для голосования	17776	1508	1325	1579	1592	1561	1423	1669	1464	1436	1471	1414	1334					
9	Число недействительных избирательных бюллетеней	176	13	12	28	13	25	7	20	6	11	24	11	6					
10	Число действительных избирательных бюллетеней	17976	1522	1350	1559	1600	1614	1425	1670	1505	1445	1474	1442	1370					
11	Число полученных открепительных  удостоверений	1200	100	100	100	100	100	100	100	100	100	100	100	100					
12	Число выданных открепительных удостоверений	169	17	14	14	12	11	9	14	14	11	22	13	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	132	18	4	13	12	22	5	9	12	7	2	6	22					
14	Число неиспользованных открепительных удостоверений	1031	83	86	86	88	89	91	86	86	89	78	87	82					
15	"Число открепительных удостоверений, выданных в ТИК"	1	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																			
18	. Глазьев Сергей Юрьевич	1132	73	85	81	133	124	94	99	79	99	88	84	93					
		6.24%	4.76%	6.24%	5.10%	8.25%	7.57%	6.56%	5.86%	5.23%	6.80%	5.87%	5.78%	6.76%					
19	. Малышкин Олег Александрович	259	21	16	20	18	20	37	25	17	22	28	19	16					
		1.43%	1.37%	1.17%	1.26%	1.12%	1.22%	2.58%	1.48%	1.13%	1.51%	1.87%	1.31%	1.16%					
20	. Миронов Сергей Михайлович	100	6	5	7	5	13	10	3	13	7	12	10	9					
		0.55%	0.39%	0.37%	0.44%	0.31%	0.79%	0.70%	0.18%	0.86%	0.48%	0.80%	0.69%	0.65%					
21	. Путин Владимир Владимирович	12709	1135	958	1116	1141	1071	955	1209	1119	1026	993	1007	979					
		70.01%	73.94%	70.34%	70.32%	70.74%	65.34%	66.69%	71.54%	74.06%	70.47%	66.29%	69.30%	71.15%					
22	. Хакамада Ирина Муцуовна	1084	86	67	101	97	139	120	88	71	73	98	75	69					
		5.97%	5.60%	4.92%	6.36%	6.01%	8.48%	8.38%	5.21%	4.70%	5.01%	6.54%	5.16%	5.01%					
23	. Харитонов Николай Михайлович	1616	123	153	143	123	134	115	151	115	133	137	158	131					
		8.90%	8.01%	11.23%	9.01%	7.63%	8.18%	8.03%	8.93%	7.61%	9.13%	9.15%	10.87%	9.52%					
																			
24	Против всех	1076	78	66	91	83	113	94	95	91	85	118	89	73					
		5.93%	5.08%	4.85%	5.73%	5.15%	6.89%	6.56%	5.62%	6.02%	5.84%	7.88%	6.13%	5.31%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
