Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Омутнинская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	33259	323	503	1201	1322	775	1800	2051	1009	1045	2064	588	903	727	1964	1970	1952	1772	1114	1020	134	738	931	389	1044	1081	1183	174	313	1007	279	212	747	592	332									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23270	230	345	840	915	543	1259	1451	707	732	1446	384	636	511	1374	1383	1385	1240	711	720	90	519	660	279	732	755	848	121	216	715	197	148	526	420	232									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12390	99	176	303	343	317	733	893	509	453	815	201	229	250	609	632	910	792	442	308	42	211	279	235	387	467	412	83	149	318	92	88	309	219	85									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1465	50	35	43	50	12	23	71	23	40	46	39	26	23	61	55	22	40	33	58	8	48	85	22	60	40	77	12	16	92	26	6	84	63	76									
6	Число погашенных избирательных бюллетеней	9415	81	134	494	522	214	503	487	175	239	585	144	381	238	704	696	453	408	236	354	40	260	296	22	285	248	359	26	51	305	79	54	133	138	71									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1465	50	35	43	50	12	23	71	23	40	46	39	26	23	61	55	22	40	33	58	8	48	85	22	60	40	77	12	16	92	26	6	84	63	76									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12387	99	176	303	343	317	733	891	509	453	815	201	229	250	609	632	910	792	442	308	42	211	279	235	387	467	412	83	149	317	92	88	309	219	85									
9	Число недействительных избирательных бюллетеней	378	1	5	11	8	7	19	26	17	19	32	6	7	3	18	12	26	33	16	11	0	0	8	8	13	7	12	2	8	8	9	0	13	8	5									
10	Число действительных избирательных бюллетеней	13474	148	206	335	385	322	737	936	515	474	829	234	248	270	652	675	906	799	459	355	50	259	356	249	434	500	477	93	157	401	109	94	380	274	156									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	896	9	14	36	37	21	48	42	30	30	51	15	26	22	46	45	49	50	28	27	4	22	26	12	31	32	36	5	9	29	8	6	22	17	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	200	2	1	13	3	1	5	12	7	6	8	8	8	5	11	6	18	12	2	3	0	1	4	8	7	6	15	1	1	5	7	5	3	4	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	115	3	4	10	3	4	6	3	6	3	3	1	2	0	4	2	9	5	6	3	3	1	1	5	2	0	0	1	3	8	3	7	1	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	696	7	13	23	34	20	43	30	23	24	43	7	18	17	35	39	31	38	26	24	4	21	22	4	24	26	21	4	8	24	1	1	19	13	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	0	0	2	2	6	2	0	2	1	0	1	0	2	3	1	3	2	3	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	165	0	3	0	4	3	6	16	8	7	9	1	3	2	8	3	12	7	7	7	1	3	7	6	10	2	12	2	2	6	1	0	4	2	1									
		1.19%	0.00%	1.42%	0.00%	1.02%	0.91%	0.79%	1.66%	1.50%	1.42%	1.05%	0.42%	1.18%	0.73%	1.19%	0.44%	1.29%	0.84%	1.47%	1.91%	2.00%	1.16%	1.92%	2.33%	2.24%	0.39%	2.45%	2.11%	1.21%	1.47%	0.85%	0.00%	1.02%	0.71%	0.62%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	480	3	15	9	10	8	28	41	19	22	21	5	7	8	26	27	31	28	23	12	0	11	7	8	9	23	8	5	7	15	3	4	16	16	5									
		3.47%	2.01%	7.11%	2.60%	2.54%	2.43%	3.70%	4.26%	3.57%	4.46%	2.44%	2.08%	2.75%	2.93%	3.88%	3.93%	3.33%	3.37%	4.84%	3.28%	0.00%	4.25%	1.92%	3.11%	2.01%	4.54%	1.64%	5.26%	4.24%	3.67%	2.54%	4.26%	4.07%	5.67%	3.11%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	324	3	3	3	7	9	16	18	19	16	23	2	6	3	16	15	25	28	8	8	1	5	8	7	15	10	18	3	4	7	3	7	6	1	1									
		2.34%	2.01%	1.42%	0.87%	1.78%	2.74%	2.12%	1.87%	3.57%	3.25%	2.67%	0.83%	2.35%	1.10%	2.39%	2.18%	2.68%	3.37%	1.68%	2.19%	2.00%	1.93%	2.20%	2.72%	3.36%	1.97%	3.68%	3.16%	2.42%	1.71%	2.54%	7.45%	1.53%	0.35%	0.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5369	52	89	139	170	161	327	390	214	181	368	110	87	103	248	294	282	290	165	142	25	78	124	72	140	154	210	49	75	179	50	43	171	108	79									
		38.76%	34.90%	42.18%	40.17%	43.26%	48.94%	43.25%	40.54%	40.23%	36.71%	42.74%	45.83%	34.12%	37.73%	37.01%	42.79%	30.26%	34.86%	34.74%	38.80%	50.00%	30.12%	34.07%	28.02%	31.32%	30.37%	42.94%	51.58%	45.45%	43.77%	42.37%	45.74%	43.51%	38.30%	49.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	68	0	1	0	1	0	2	8	3	5	7	0	3	0	6	2	9	1	3	0	0	0	4	1	1	0	3	0	0	2	0	1	5	0	0									
		0.49%	0.00%	0.47%	0.00%	0.25%	0.00%	0.26%	0.83%	0.56%	1.01%	0.81%	0.00%	1.18%	0.00%	0.90%	0.29%	0.97%	0.12%	0.63%	0.00%	0.00%	0.00%	1.10%	0.39%	0.22%	0.00%	0.61%	0.00%	0.00%	0.49%	0.00%	1.06%	1.27%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	0	0	0	0	1	3	1	1	0	0	1	0	3	1	1	2	2	0	0	2	3	1	0	0	1	0	0	1	0	0	1	1	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.31%	0.19%	0.20%	0.00%	0.00%	0.39%	0.00%	0.45%	0.15%	0.11%	0.24%	0.42%	0.00%	0.00%	0.77%	0.82%	0.39%	0.00%	0.00%	0.20%	0.00%	0.00%	0.24%	0.00%	0.00%	0.25%	0.35%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3634	58	64	122	111	54	141	216	89	85	190	56	82	71	204	187	234	228	153	135	14	81	117	106	145	139	142	21	37	86	26	24	82	93	41									
		26.23%	38.93%	30.33%	35.26%	28.24%	16.41%	18.65%	22.45%	16.73%	17.24%	22.07%	23.33%	32.16%	26.01%	30.45%	27.22%	25.11%	27.40%	32.21%	36.89%	28.00%	31.27%	32.14%	41.25%	32.44%	27.42%	29.04%	22.11%	22.42%	21.03%	22.03%	25.53%	20.87%	32.98%	25.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	1	1	1	2	0	5	4	1	1	1	0	1	0	1	0	4	3	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0									
		0.22%	0.67%	0.47%	0.29%	0.51%	0.00%	0.66%	0.42%	0.19%	0.20%	0.12%	0.00%	0.39%	0.00%	0.15%	0.00%	0.43%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.20%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	101	0	0	2	1	4	10	10	6	5	7	6	1	2	5	5	11	3	1	1	0	2	2	2	1	2	6	2	0	1	1	0	1	1	0									
		0.73%	0.00%	0.00%	0.58%	0.25%	1.22%	1.32%	1.04%	1.13%	1.01%	0.81%	2.50%	0.39%	0.73%	0.75%	0.73%	1.18%	0.36%	0.21%	0.27%	0.00%	0.77%	0.55%	0.78%	0.22%	0.39%	1.23%	2.11%	0.00%	0.24%	0.85%	0.00%	0.25%	0.35%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	2	1	1	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.10%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.21%	0.12%	0.21%	0.00%	2.00%	0.77%	0.00%	0.39%	0.00%	0.00%	0.20%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	122	0	4	1	2	1	13	17	10	4	5	4	2	4	4	6	9	3	2	3	0	0	2	3	1	2	4	0	2	5	0	1	5	2	1									
		0.88%	0.00%	1.90%	0.29%	0.51%	0.30%	1.72%	1.77%	1.88%	0.81%	0.58%	1.67%	0.78%	1.47%	0.60%	0.87%	0.97%	0.36%	0.42%	0.82%	0.00%	0.00%	0.55%	1.17%	0.22%	0.39%	0.82%	0.00%	1.21%	1.22%	0.00%	1.06%	1.27%	0.71%	0.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2191	25	21	40	54	56	126	138	105	100	128	35	40	46	88	105	143	124	61	34	5	64	68	33	92	145	48	9	19	78	19	10	76	41	15									
		15.82%	16.78%	9.95%	11.56%	13.74%	17.02%	16.67%	14.35%	19.74%	20.28%	14.87%	14.58%	15.69%	16.85%	13.13%	15.28%	15.34%	14.90%	12.84%	9.29%	10.00%	24.71%	18.68%	12.84%	20.58%	28.60%	9.82%	9.47%	11.52%	19.07%	16.10%	10.64%	19.34%	14.54%	9.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	0	1	1	0	1	1	3	3	1	0	1	1	13	5	1	4	3	0	0	0	0	1	1	0	1	5	0	0	3	0	0	0	1	2									
		0.38%	0.00%	0.47%	0.29%	0.00%	0.30%	0.13%	0.31%	0.56%	0.20%	0.00%	0.42%	0.39%	4.76%	0.75%	0.15%	0.43%	0.36%	0.00%	0.00%	0.00%	0.00%	0.27%	0.39%	0.00%	0.20%	1.02%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.35%	1.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	895	6	4	17	23	24	61	71	35	46	70	14	14	18	38	28	139	78	33	13	3	11	13	7	20	21	17	2	11	17	6	4	13	7	11									
		6.46%	4.03%	1.90%	4.91%	5.85%	7.29%	8.07%	7.38%	6.58%	9.33%	8.13%	5.83%	5.49%	6.59%	5.67%	4.08%	14.91%	9.38%	6.95%	3.55%	6.00%	4.25%	3.57%	2.72%	4.47%	4.14%	3.48%	2.11%	6.67%	4.16%	5.08%	4.26%	3.31%	2.48%	6.83%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
