Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Талдомская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860					
1	"Число избирателей, внесенных в список"	39238	2156	2022	2112	1467	813	1745	1026	930	2024	2134	879	1174	1240	1970	2314	1928	1953	208	2278	1054	398	423	1026	411	839	928	927	665	793	352	262	787					
2	Число полученных избирательных бюллетеней	39685	2194	2072	2068	1485	821	1772	1024	892	2036	2134	882	1172	1260	1994	2338	1938	1973	206	2322	1055	416	424	1043	422	875	944	948	695	869	359	258	794					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18905	1076	1052	977	667	273	842	405	401	1037	984	417	523	549	765	1128	916	1019	106	1243	610	266	227	522	230	445	397	491	252	447	197	106	335					
5	"Число избирательных бюллетеней, выданных вне помещения"	2626	85	70	112	59	65	113	110	92	22	90	38	83	25	73	40	27	13	9	50	18	70	100	119	68	120	141	172	135	149	66	97	195					
6	Число погашенных избирательных бюллетеней	18154	1033	950	979	759	483	817	509	399	977	1060	427	566	686	1156	1170	995	941	91	1029	427	80	97	402	124	310	406	285	308	273	96	55	264					
7	Число избирательных бюллетеней в переносных ящиках	2626	85	70	112	59	65	113	110	92	22	90	38	83	25	73	40	27	13	9	50	18	70	100	119	68	120	141	172	135	149	66	97	195					
8	Число бюллетеней в стационарных ящиках для голосования	18885	1076	1050	977	666	273	842	405	401	1037	984	415	523	544	759	1125	916	1019	106	1243	610	266	227	522	230	444	397	491	252	447	197	106	335					
9	Число недействительных избирательных бюллетеней	194	2	4	6	10	2	21	7	4	10	7	5	10	3	8	13	8	3	1	12	7	0	7	2	5	3	6	10	3	8	2	0	5					
10	Число действительных избирательных бюллетеней	21317	1159	1116	1083	715	336	934	508	489	1049	1067	448	596	566	824	1152	935	1029	114	1281	621	336	320	639	293	561	532	653	384	588	261	203	525					
11	Число полученных открепительных  удостоверений	853	40	40	40	30	15	30	20	15	40	40	15	20	20	40	40	40	40	5	40	20	10	10	20	10	27	20	20	25	92	14	5	10					
12	Число выданных открепительных удостоверений	403	18	20	9	8	3	11	4	3	8	10	5	1	17	12	18	13	18	1	27	3	1	2	8	7	24	12	20	20	78	10	5	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	223	4	3	24	2	8	6	1	15	9	16	4	8	3	13	7	6	5	3	9	10	2	3	9	5	5	7	5	3	13	5	4	6					
14	Число неиспользованных открепительных удостоверений	450	22	20	31	22	12	19	16	12	32	30	10	19	3	28	22	27	22	4	13	17	9	8	12	3	3	8	0	5	14	4	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	1255	88	81	72	53	28	91	22	30	60	46	15	20	34	31	78	40	54	5	100	44	4	8	30	4	33	42	30	27	22	12	11	40					
		5.83%	7.58%	7.23%	6.61%	7.31%	8.28%	9.53%	4.27%	6.09%	5.67%	4.28%	3.31%	3.30%	5.98%	3.73%	6.70%	4.24%	5.23%	4.35%	7.73%	7.01%	1.19%	2.45%	4.68%	1.34%	5.85%	7.81%	4.52%	6.98%	3.69%	4.56%	5.42%	7.55%					
19	. Малышкин Олег Александрович	367	27	25	13	5	7	14	4	12	11	21	10	16	9	12	13	15	18	3	24	8	5	5	9	1	13	13	19	6	11	6	3	9					
		1.71%	2.33%	2.23%	1.19%	0.69%	2.07%	1.47%	0.78%	2.43%	1.04%	1.96%	2.21%	2.64%	1.58%	1.44%	1.12%	1.59%	1.74%	2.61%	1.86%	1.27%	1.49%	1.53%	1.40%	0.34%	2.30%	2.42%	2.87%	1.55%	1.85%	2.28%	1.48%	1.70%					
20	. Миронов Сергей Михайлович	146	8	8	10	6	1	12	0	4	7	4	4	2	7	7	9	5	4	0	10	5	1	5	2	1	2	5	2	4	1	0	4	6					
		0.68%	0.69%	0.71%	0.92%	0.83%	0.30%	1.26%	0.00%	0.81%	0.66%	0.37%	0.88%	0.33%	1.23%	0.84%	0.77%	0.53%	0.39%	0.00%	0.77%	0.80%	0.30%	1.53%	0.31%	0.34%	0.35%	0.93%	0.30%	1.03%	0.17%	0.00%	1.97%	1.13%					
21	. Путин Владимир Владимирович	14416	747	691	701	462	224	574	365	357	759	813	343	405	387	592	716	640	719	85	784	376	222	209	449	243	358	321	465	260	466	180	151	352					
		67.02%	64.34%	61.70%	64.37%	63.72%	66.27%	60.10%	70.87%	72.41%	71.67%	75.70%	75.72%	66.83%	68.01%	71.15%	61.46%	67.87%	69.67%	73.91%	60.63%	59.87%	66.07%	63.91%	70.05%	81.54%	63.48%	59.67%	70.14%	67.18%	78.19%	68.44%	74.38%	66.42%					
22	. Хакамада Ирина Муцуовна	624	29	39	40	24	8	21	17	11	31	11	15	18	11	45	41	29	48	5	59	21	6	4	7	7	10	9	22	3	10	8	8	7					
		2.90%	2.50%	3.48%	3.67%	3.31%	2.37%	2.20%	3.30%	2.23%	2.93%	1.02%	3.31%	2.97%	1.93%	5.41%	3.52%	3.08%	4.65%	4.35%	4.56%	3.34%	1.79%	1.22%	1.09%	2.35%	1.77%	1.67%	3.32%	0.78%	1.68%	3.04%	3.94%	1.32%					
23	. Харитонов Николай Михайлович	3569	187	208	192	133	50	178	74	63	131	119	48	122	96	106	255	164	155	12	237	125	88	82	113	29	121	116	95	62	55	41	22	90					
		16.59%	16.11%	18.57%	17.63%	18.34%	14.79%	18.64%	14.37%	12.78%	12.37%	11.08%	10.60%	20.13%	16.87%	12.74%	21.89%	17.39%	15.02%	10.43%	18.33%	19.90%	26.19%	25.08%	17.63%	9.73%	21.45%	21.56%	14.33%	16.02%	9.23%	15.59%	10.84%	16.98%					
																																							
24	Против всех	940	73	64	55	32	18	44	26	12	50	53	13	13	22	31	40	42	31	4	67	42	10	7	29	8	24	26	20	22	23	14	4	21					
		4.37%	6.29%	5.71%	5.05%	4.41%	5.33%	4.61%	5.05%	2.43%	4.72%	4.93%	2.87%	2.15%	3.87%	3.73%	3.43%	4.45%	3.00%	3.48%	5.18%	6.69%	2.98%	2.14%	4.52%	2.68%	4.26%	4.83%	3.02%	5.68%	3.86%	5.32%	1.97%	3.96%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
