Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Лебяжская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7487	303	433	345	142	645	189	188	124	155	134	265	332	117	302	282	179	371	154	2827									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7585	300	440	340	140	650	195	190	125	160	130	270	330	115	305	290	180	370	150	2905									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3108	111	140	116	67	263	66	94	62	62	53	107	95	52	81	105	79	177	66	1312									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	513	12	23	61	13	53	26	11	2	17	3	23	48	5	57	16	9	35	14	85									
6	Число погашенных избирательных бюллетеней	3964	177	277	163	60	334	103	85	61	81	74	140	187	58	167	169	92	158	70	1508									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	513	12	23	61	13	53	26	11	2	17	3	23	48	5	57	16	9	35	14	85									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3104	111	140	115	67	263	66	94	62	62	53	107	95	52	81	105	79	177	66	1309									
9	Число недействительных избирательных бюллетеней	67	6	4	7	0	1	0	5	1	0	2	3	5	1	1	2	0	4	0	25									
10	Число действительных избирательных бюллетеней	3550	117	159	169	80	315	92	100	63	79	54	127	138	56	137	119	88	208	80	1369									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	163	8	10	10	5	15	7	7	7	8	5	7	7	7	8	7	10	10	5	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	28	1	0	0	1	1	1	3	3	1	1	2	1	0	1	0	2	1	0	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	1	0	3	0	2	1	1	1	0	0	2	0	0	2	1	3	1	2	7									
14	Число погашенных неиспользованных открепительных удостоверений	135	7	10	10	4	14	6	4	4	7	4	5	6	7	7	7	8	9	5	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	24	1	1	2	0	1	1	1	2	0	0	0	0	1	2	0	0	0	0	12									
		0.66%	0.81%	0.61%	1.14%	0.00%	0.32%	1.09%	0.95%	3.13%	0.00%	0.00%	0.00%	0.00%	1.75%	1.45%	0.00%	0.00%	0.00%	0.00%	0.86%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	109	3	3	5	4	4	6	1	1	2	1	6	1	0	1	4	1	11	6	49									
		3.01%	2.44%	1.84%	2.84%	5.00%	1.27%	6.52%	0.95%	1.56%	2.53%	1.79%	4.62%	0.70%	0.00%	0.72%	3.31%	1.14%	5.19%	7.50%	3.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	2	5	4	1	8	2	3	0	3	1	2	4	0	2	2	3	5	0	25									
		1.99%	1.63%	3.07%	2.27%	1.25%	2.53%	2.17%	2.86%	0.00%	3.80%	1.79%	1.54%	2.80%	0.00%	1.45%	1.65%	3.41%	2.36%	0.00%	1.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1698	53	82	104	27	139	43	51	41	49	21	72	80	32	54	62	50	112	45	581									
		46.94%	43.09%	50.31%	59.09%	33.75%	43.99%	46.74%	48.57%	64.06%	62.03%	37.50%	55.38%	55.94%	56.14%	39.13%	51.24%	56.82%	52.83%	56.25%	41.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	1	0	0	1	0	1	1	0	1	2	1	0	1	1	2	2	0	7									
		0.61%	0.81%	0.61%	0.00%	0.00%	0.32%	0.00%	0.95%	1.56%	0.00%	1.79%	1.54%	0.70%	0.00%	0.72%	0.83%	2.27%	0.94%	0.00%	0.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	2									
		0.33%	1.63%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.48%	2.27%	0.47%	0.00%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	690	15	29	29	12	65	25	16	9	13	11	24	26	7	33	23	14	34	13	292									
		19.08%	12.20%	17.79%	16.48%	15.00%	20.57%	27.17%	15.24%	14.06%	16.46%	19.64%	18.46%	18.18%	12.28%	23.91%	19.01%	15.91%	16.04%	16.25%	20.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	3									
		0.25%	0.00%	0.61%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.47%	0.00%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	0	1	3	0	1	0	0	0	0	1	1	1	0	1	0	0	10									
		0.53%	0.00%	0.00%	0.00%	1.25%	0.95%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.70%	1.75%	0.72%	0.00%	1.14%	0.00%	0.00%	0.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	1.27%	0.00%	0.77%	0.00%	0.00%	0.00%	0.83%	0.00%	0.47%	1.25%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	1	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	1	1	9									
		0.53%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	2.90%	0.83%	0.00%	0.47%	1.25%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	664	35	24	19	26	76	7	15	6	6	17	8	21	9	30	15	13	37	11	289									
		18.36%	28.46%	14.72%	10.80%	32.50%	24.05%	7.61%	14.29%	9.38%	7.59%	30.36%	6.15%	14.69%	15.79%	21.74%	12.40%	14.77%	17.45%	13.75%	20.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	2	0	0	1	1	1	1	0	1	0	0	2	0	2	1	0	0	0	5									
		0.47%	1.63%	0.00%	0.00%	1.25%	0.32%	1.09%	0.95%	0.00%	1.27%	0.00%	0.00%	1.40%	0.00%	1.45%	0.83%	0.00%	0.00%	0.00%	0.36%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	189	2	11	6	8	16	6	10	3	4	0	10	2	6	7	6	1	3	3	85									
		5.23%	1.63%	6.75%	3.41%	10.00%	5.06%	6.52%	9.52%	4.69%	5.06%	0.00%	7.69%	1.40%	10.53%	5.07%	4.96%	1.14%	1.42%	3.75%	6.10%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
