Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Славская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491					
1	"Число избирателей, внесенных в списки"	15211	2171	1710	2087	344	172	487	301	222	803	563	267	644	651	432	1430	736	1299	171	467	254					
2	"Число бюллетеней, полученных участковыми комиссиями"	13380	1900	1500	1800	300	150	420	260	190	710	500	240	590	570	360	1300	650	1170	130	440	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6238	941	699	755	166	90	239	165	125	338	249	122	250	255	162	457	230	534	116	179	166					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	301	17	23	29	17	21	8	24	0	0	34	9	5	13	9	19	53	4	5	8	3					
6	Число погашенных бюллетеней	6841	942	778	1016	117	39	173	71	65	372	217	109	335	302	189	824	367	632	9	253	31					
7	Число бюллетеней в переносных ящиках для голосования	301	17	23	29	17	21	8	24	0	0	34	9	5	13	9	19	53	4	5	8	3					
8	Число бюллетеней в стационарных ящиках для голосования	6238	941	699	755	166	90	239	165	125	338	249	122	250	255	162	457	230	534	116	179	166					
9	Число недействительных бюллетеней	111	20	20	8	0	0	13	0	1	6	8	2	6	7	0	15	2	0	0	1	2					
10	Число действительных бюллетеней	6428	938	702	776	183	111	234	189	124	332	275	129	249	261	171	461	281	538	121	186	167					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	125	10	10	10	5	5	5	5	5	5	5	5	5	5	5	10	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	6	9	4	0	0	2	1	0	1	2	0	0	0	0	3	0	0	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	2	3	0	0	0	0	1	0	2	0	0	0	0	2	0	1	5	3	0	2					
14	Число погашенных открепительных удостоверений	94	4	1	6	5	5	3	4	5	4	3	5	5	5	5	7	5	10	3	4	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	149	8	9	21	7	1	3	3	8	11	4	6	4	13	4	16	6	16	1	6	2					
		2.27%	0.83%	1.24%	2.67%	3.82%	0.90%	1.21%	1.58%	6.4%	3.25%	1.41%	4.58%	1.56%	4.85%	2.33%	3.36%	2.12%	2.97%	0.82%	3.20%	1.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	111	34	16	4	0	0	4	1	1	11	2	0	3	2	1	5	8	11	1	6	1					
		1.69%	3.54%	2.21%	0.51%	0.0%	0.0%	1.61%	0.52%	0.8%	3.25%	0.70%	0.0%	1.17%	0.74%	0.58%	1.05%	2.82%	2.04%	0.82%	3.20%	0.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	141	19	12	18	3	1	8	5	1	7	10	5	8	5	0	15	1	14	1	5	3					
		2.15%	1.98%	1.66%	2.29%	1.63%	0.90%	3.23%	2.64%	0.8%	2.07%	3.53%	3.81%	3.13%	1.86%	0.0%	3.15%	0.35%	2.60%	0.82%	2.67%	1.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	140	32	22	20	0	0	6	3	2	11	3	0	5	5	0	9	3	8	0	3	8					
		2.14%	3.34%	3.04%	2.55%	0.0%	0.0%	2.42%	1.58%	1.6%	3.25%	1.06%	0.0%	1.96%	1.86%	0.0%	1.89%	1.06%	1.48%	0.0%	1.60%	4.73%					
22	"5. ""За Русь Святую"""	20	3	5	1	0	0	1	0	1	0	0	1	1	0	1	0	0	2	0	0	4					
		0.30%	0.31%	0.69%	0.12%	0.0%	0.0%	0.40%	0.0%	0.8%	0.0%	0.0%	0.76%	0.39%	0.0%	0.58%	0.0%	0.0%	0.37%	0.0%	0.0%	2.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	0	3	4	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	2					
		0.22%	0.0%	0.41%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.37%	2.33%	0.0%	0.0%	0.0%	0.0%	0.0%	1.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	36	4	7	8	0	1	4	1	0	1	0	1	0	2	2	1	2	1	0	1	0					
		0.55%	0.41%	0.96%	1.02%	0.0%	0.90%	1.61%	0.52%	0.0%	0.29%	0.0%	0.76%	0.0%	0.74%	1.16%	0.21%	0.70%	0.18%	0.0%	0.53%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	2	4	1	0	0	0	1	0	0	2	2	1	0	0	3	1	3	1	0	1					
		0.33%	0.20%	0.55%	0.12%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.70%	1.52%	0.39%	0.0%	0.0%	0.63%	0.35%	0.55%	0.82%	0.0%	0.59%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	2	1	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	1	0					
		0.13%	0.20%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.78%	0.0%	0.58%	0.0%	0.35%	0.0%	0.0%	0.53%	0.0%					
27	"10. ""Аграрная партия России"""	316	27	16	15	9	2	14	18	7	23	25	4	33	27	10	28	15	21	0	17	5					
		4.83%	2.81%	2.21%	1.91%	4.91%	1.80%	5.66%	9.52%	5.6%	6.80%	8.83%	3.05%	12.94%	10.07%	5.84%	5.88%	5.30%	3.90%	0.0%	9.09%	2.95%					
28	"11. ""Истинные патриоты России"""	9	0	0	2	1	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.25%	0.54%	0.0%	0.80%	0.0%	0.0%	0.29%	0.70%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	73	15	7	6	1	2	2	3	0	5	6	1	2	2	1	9	5	4	2	0	0					
		1.11%	1.56%	0.96%	0.76%	0.54%	1.80%	0.80%	1.58%	0.0%	1.47%	2.12%	0.76%	0.78%	0.74%	0.58%	1.89%	1.76%	0.74%	1.65%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	50	4	2	7	0	0	8	3	0	6	1	0	2	4	1	3	0	2	3	2	2					
		0.76%	0.41%	0.27%	0.89%	0.0%	0.0%	3.23%	1.58%	0.0%	1.77%	0.35%	0.0%	0.78%	1.49%	0.58%	0.63%	0.0%	0.37%	2.47%	1.06%	1.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.09%	0.20%	0.13%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%					
