Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Переславская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679					
1	"Число избирателей, внесенных в списки избирателей"	17001	547	302	362	450	349	363	349	378	726	291	410	771	648	707	352	296	122	355	276	910	677	220	274	582	833	739	316	247	193	730	253	502	530	279	839	503	320					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17385	537	326	380	468	323	365	337	375	739	294	423	814	673	718	357	310	138	369	289	933	678	229	280	599	850	763	321	262	197	756	265	515	537	287	851	510	317					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8455	187	127	175	269	129	180	227	161	450	79	205	376	364	361	93	115	53	141	106	549	325	129	150	290	430	382	134	134	106	398	140	285	263	164	417	169	192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2833	227	98	92	43	129	35	18	71	67	101	131	157	71	72	129	96	53	119	85	35	50	26	52	58	65	87	68	34	26	74	70	67	86	63	86	51	41					
6	Число погашенных избирательных бюллетеней	6097	123	101	113	156	65	150	92	143	222	114	87	281	238	285	135	99	32	109	98	349	303	74	78	251	355	294	119	94	65	284	55	163	188	60	348	290	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2833	227	98	92	43	129	35	18	71	67	101	131	157	71	72	129	96	53	119	85	35	50	26	52	58	65	87	68	34	26	74	70	67	86	63	86	51	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8455	187	127	175	269	129	180	227	161	450	79	205	376	364	361	93	115	53	141	106	549	325	129	150	290	430	382	134	134	106	398	140	285	263	164	417	169	192					
9	Число недействительных избирательных бюллетеней	109	5	1	1	17	2	1	4	2	15	0	2	3	9	4	2	0	1	1	0	8	1	4	2	2	6	2	1	1	1	0	0	0	2	1	5	3	0					
10	Число действительных избирательных бюллетеней	11179	409	224	266	295	256	214	241	230	502	180	334	530	426	429	220	211	105	259	191	576	374	151	200	346	489	467	201	167	131	472	210	352	347	226	498	217	233					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	248	5	10	5	5	5	5	5	5	10	7	5	5	7	7	5	9	15	7	5	7	7	5	5	7	7	12	5	5	5	7	5	10	5	5	12	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	145	1	9	5	2	3	0	2	2	5	2	1	3	0	3	1	9	15	5	5	2	2	2	2	4	5	11	5	0	3	7	5	5	5	5	8	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	178	4	1	2	15	6	0	4	2	5	2	4	2	10	12	5	3	4	5	3	4	5	2	8	2	9	4	3	1	2	9	4	5	11	1	6	5	8					
14	Число погашенных неиспользованных открепительных удостоверений	103	4	1	0	3	2	5	3	3	5	5	4	2	7	4	4	0	0	2	0	5	5	3	3	3	2	1	0	5	2	0	0	5	0	0	4	6	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	1	0	0	2	2	0	0	0	0	3	2	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	394	7	11	6	10	5	12	7	2	14	3	8	11	8	13	14	15	11	18	7	33	16	8	7	11	10	19	4	11	1	14	7	30	14	13	4	4	6					
		3.49%	1.69%	4.89%	2.25%	3.21%	1.94%	5.58%	2.86%	0.86%	2.71%	1.67%	2.38%	2.06%	1.84%	3.00%	6.31%	7.11%	10.38%	6.92%	3.66%	5.65%	4.27%	5.16%	3.47%	3.16%	2.02%	4.05%	1.98%	6.55%	0.76%	2.97%	3.33%	8.52%	4.01%	5.73%	0.80%	1.82%	2.58%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	4	0	1	0	0	4	4	1	2	1	0	0	2	3	1	0	1	1	1	2	1	1	2	1	0	1	0	1	0	2	0	3	1	0	4	0	0					
		0.40%	0.97%	0.00%	0.37%	0.00%	0.00%	1.86%	1.63%	0.43%	0.39%	0.56%	0.00%	0.00%	0.46%	0.69%	0.45%	0.00%	0.94%	0.38%	0.52%	0.34%	0.27%	0.65%	0.99%	0.29%	0.00%	0.21%	0.00%	0.60%	0.00%	0.42%	0.00%	0.85%	0.29%	0.00%	0.80%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	1	1	1	1	0					
		0.12%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.17%	0.27%	0.00%	0.00%	0.29%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.57%	0.29%	0.44%	0.20%	0.45%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1129	40	8	11	16	15	17	20	5	59	20	10	42	27	48	19	14	12	16	14	70	87	22	29	47	60	61	6	13	10	52	8	75	52	44	50	20	10					
		10.00%	9.66%	3.56%	4.12%	5.13%	5.81%	7.91%	8.16%	2.16%	11.41%	11.11%	2.98%	7.88%	6.21%	11.09%	8.56%	6.64%	11.32%	6.15%	7.33%	11.99%	23.20%	14.19%	14.36%	13.51%	12.12%	13.01%	2.97%	7.74%	7.58%	11.02%	3.81%	21.31%	14.90%	19.38%	9.94%	9.09%	4.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0	3	1	0	0	0	0	3	0					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.43%	0.19%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.57%	0.00%	0.00%	0.00%	0.60%	0.00%	0.64%	0.48%	0.00%	0.00%	0.00%	0.00%	1.36%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	5	0	0	0	0	0	0	0	1	0	1	1					
		0.13%	0.24%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.65%	0.00%	0.29%	0.20%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.45%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	1067	27	9	12	26	18	31	11	31	52	17	18	57	57	54	20	19	7	25	16	84	36	13	23	21	47	64	25	13	20	53	18	23	37	8	42	21	12					
