Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Буденновская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287					
1	"Число избирателей, внесенных в списки избирателей"	36872	2119	609	900	1236	1245	1896	370	2117	1506	1902	2546	1775	899	1478	2384	2312	1850	427	1366	373	2509	1150	178	1144	945	1245	391					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36200	2200	600	900	1300	1200	1950	350	2000	1300	1900	2400	1750	900	1700	2300	2250	1800	400	1350	350	2500	1100	150	1100	900	1200	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18347	1133	336	445	706	645	740	155	1275	728	949	1110	998	367	726	984	1001	736	224	638	169	1411	636	138	614	506	752	225					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1586	56	38	27	38	47	178	32	140	135	21	56	73	84	32	62	47	37	10	55	24	89	72	4	62	54	63	50					
6	Число погашенных избирательных бюллетеней	16267	1011	226	428	556	508	1032	163	585	437	930	1234	679	449	942	1254	1202	1027	166	657	157	1000	392	8	424	340	385	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1586	56	38	27	38	47	178	32	140	135	21	56	73	84	32	62	47	37	10	55	24	89	72	4	62	54	63	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18347	1133	336	445	706	645	740	155	1275	728	949	1110	998	367	726	984	1001	736	224	638	169	1411	636	138	614	506	752	225					
9	Число недействительных избирательных бюллетеней	289	12	6	2	7	27	23	1	14	4	1	8	20	8	5	5	40	9	1	6	8	32	36	2	5	4	3	0					
10	Число действительных избирательных бюллетеней	19644	1177	368	470	737	665	895	186	1401	859	969	1158	1051	443	753	1041	1008	764	233	687	185	1468	672	140	671	556	812	275					
