Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Цильнинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641					
1	"Число избирателей, внесенных в список избирателей"	20686	397	290	2639	831	679	603	278	1188	292	524	2251	1872	485	238	83	537	461	280	152	87	636	314	469	226	468	420	242	115	440	556	98	182	65	765	946	577					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21008	400	290	2590	820	700	625	300	1270	295	535	2265	1820	500	250	83	550	460	295	150	92	630	320	480	235	505	420	250	120	480	570	115	195	88	770	950	590					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14351	304	184	1460	495	410	408	237	741	202	365	1711	1388	397	188	65	437	370	193	106	70	464	191	370	165	350	319	161	93	295	372	78	141	58	482	707	374					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1616	55	19	82	49	69	51	26	126	38	39	85	144	47	11	4	49	43	37	6	7	63	24	38	29	44	36	26	4	52	54	1	14	3	82	69	90					
6	Число погашенных избирательных бюллетеней	5041	41	87	1048	276	221	166	37	403	55	131	469	288	56	51	14	64	47	65	38	15	103	105	72	41	111	65	63	23	133	144	36	40	27	206	174	126					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1616	55	19	82	49	69	51	26	126	38	39	85	144	47	11	4	49	43	37	6	7	63	24	38	29	44	36	26	4	52	54	1	14	3	82	69	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14348	304	184	1457	495	410	408	237	741	202	365	1711	1388	397	188	65	437	370	193	106	70	464	191	370	165	350	319	161	93	295	372	78	141	58	482	707	374					
9	Число недействительных избирательных бюллетеней	312	0	3	18	9	6	3	8	45	1	3	25	23	24	2	0	7	4	2	3	2	16	6	25	7	0	2	7	1	5	16	0	0	0	11	10	18					
10	Число действительных избирательных бюллетеней	15652	359	200	1521	535	473	456	255	822	239	401	1771	1509	420	197	69	479	409	228	109	75	511	209	383	187	394	353	180	96	342	410	79	155	61	553	766	446					
