Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Цильнинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718					
1	"Число избирателей, внесенных в списки избирателей"	20890	403	80	284	2605	827	660	563	294	1263	290	522	2252	1879	495	251	71	548	478	276	134	87	678	302	475	231	76	401	405	230	119	453	589	98	177	96	723	970	605					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21094	406	75	276	2605	827	693	585	299	1282	294	544	2272	1846	502	254	72	549	483	279	139	87	671	305	489	235	73	402	411	246	118	480	593	102	179	98	748	969	606					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16020	327	61	230	1928	626	500	448	241	872	233	448	1723	1160	406	201	62	460	403	214	117	64	580	248	347	191	63	334	359	179	104	347	436	79	151	75	594	759	450					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1617	46	10	21	81	45	70	60	32	154	33	28	77	169	46	17	0	50	55	42	4	11	36	29	48	21	8	30	33	20	6	65	36	3	9	8	69	104	41					
6	Число погашенных избирательных бюллетеней	3457	33	4	25	596	156	123	77	26	256	28	68	472	517	50	36	10	39	25	23	18	12	55	28	94	23	2	38	19	47	8	68	121	20	19	15	85	106	115					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1617	46	10	21	81	45	70	60	32	154	33	28	77	169	46	17	0	50	55	42	4	11	36	29	48	21	8	30	33	20	6	65	36	3	9	8	69	104	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16019	327	61	230	1927	626	500	448	241	872	233	448	1723	1160	406	201	62	460	403	214	117	64	580	248	347	191	63	334	359	179	104	347	436	79	151	75	594	759	450					
9	Число недействительных избирательных бюллетеней	351	3	0	3	51	5	5	2	0	74	1	16	15	14	12	0	0	4	7	7	2	2	12	0	2	0	2	0	1	2	1	28	4	0	2	0	7	60	7					
10	Число действительных избирательных бюллетеней	17285	370	71	248	1957	666	565	506	273	952	265	460	1785	1315	440	218	62	506	451	249	119	73	604	277	393	212	69	364	391	197	109	384	468	82	158	83	656	803	484					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1039	20	10	20	35	15	60	65	40	53	20	35	56	25	20	10	5	25	25	20	20	5	25	17	33	20	5	30	15	25	5	55	30	20	20	5	90	35	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1039	20	10	20	35	15	60	65	40	53	20	35	56	25	20	10	5	25	25	20	20	5	25	17	33	20	5	30	15	25	5	55	30	20	20	5	90	35	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	175	5	5	12	21	4	1	3	0	4	5	2	28	14	2	0	1	7	1	3	2	1	6	2	5	3	3	6	0	0	1	8	4	3	2	0	8	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
