Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Район Тропарево-Никулино																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634					
1	"Число избирателей, внесенных в списки"	61222	2799	2351	2343	2489	2714	2671	3132	2665	1936	3000	2728	3332	1772	1946	2477	2364	2266	2405	2224	1930	1738	1756	2038	2427	807	2912					
2	"Число бюллетеней, полученных участковыми комиссиями"	52701	2515	2120	2110	2228	2388	2300	2679	2305	1726	2669	2395	2263	1692	1795	2128	2074	2035	2205	1903	1682	1476	1535	1697	1920	759	2102					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36576	1713	1396	1545	1396	1566	1442	1687	1483	1077	1827	1654	1732	1112	1227	1480	1468	1421	1550	1410	1157	1135	1151	1295	1519	477	1656					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	767	23	21	22	45	10	8	28	15	12	22	23	58	33	23	33	47	60	22	37	43	35	42	44	44	1	16					
6	Число погашенных бюллетеней	15358	779	703	543	787	812	850	964	807	637	820	718	473	547	545	615	559	554	633	456	482	306	342	358	357	281	430					
7	Число бюллетеней в переносных ящиках для голосования	767	23	21	22	45	10	8	28	15	12	22	23	58	33	23	33	47	60	22	37	43	35	42	44	44	1	16					
8	Число бюллетеней в стационарных ящиках для голосования	36486	1712	1391	1545	1396	1566	1439	1677	1476	1073	1827	1649	1732	1111	1222	1480	1456	1420	1528	1410	1157	1134	1149	1286	1517	477	1656					
9	Число недействительных бюллетеней	201	10	10	7	10	16	7	4	9	7	8	24	2	10	6	7	7	14	6	4	5	8	8	4	7	0	1					
10	Число действительных бюллетеней	37052	1725	1402	1560	1431	1560	1440	1701	1482	1078	1841	1648	1788	1134	1239	1506	1496	1466	1544	1443	1195	1161	1183	1326	1554	478	1671					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	860	30	30	40	30	40	30	40	40	40	19	41	30	30	30	50	20	40	30	30	30	40	30	30	40	10	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	606	12	13	24	24	34	19	21	32	24	16	22	29	19	18	33	15	33	23	26	25	23	19	26	36	8	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	491	23	9	27	21	14	16	18	28	15	21	9	26	9	15	25	15	19	40	2	23	24	5	9	24	23	31					
14	Число погашенных открепительных удостоверений	254	18	17	16	6	6	11	19	8	16	3	19	1	11	12	17	5	7	7	4	5	17	11	4	4	2	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	145	8	6	7	9	9	3	8	5	3	10	12	8	1	7	2	5	7	3	2	5	1	4	6	8	1	5					
