Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Притобольная																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
1	"Число избирателей, внесенных в списки"	13549	1287	1148	1144	466	926	511	623	360	555	490	399	358	203	564	177	53	112	526	212	492	96	156	317	148	109	157	575	778	135	336	136					
2	"Число бюллетеней, полученных участковыми комиссиями"	13572	1265	1133	1117	457	914	527	624	370	554	495	398	362	204	553	181	59	132	520	221	497	95	166	329	163	112	159	571	751	165	340	138					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7579	564	568	551	210	460	264	356	208	315	253	228	231	126	319	131	37	103	276	134	281	75	101	227	114	93	113	362	443	114	223	99					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	662	25	22	37	18	46	27	29	23	20	6	35	12	0	59	3	4	9	77	0	26	7	12	22	14	8	0	39	28	21	25	8					
6	Число погашенных бюллетеней	5331	676	543	529	229	408	236	239	139	219	236	135	119	78	175	47	18	20	167	87	190	13	53	80	35	11	46	170	280	30	92	31					
7	Число бюллетеней в переносных ящиках для голосования	662	25	22	37	18	46	27	29	23	20	6	35	12	0	59	3	4	9	77	0	26	7	12	22	14	8	0	39	28	21	25	8					
8	Число бюллетеней в стационарных ящиках для голосования	7579	564	568	551	210	460	264	356	208	315	253	228	231	126	319	131	37	103	276	134	281	75	101	227	114	93	113	362	443	114	223	99					
9	Число недействительных бюллетеней	105	4	6	11	3	5	4	7	5	10	1	2	8	0	4	0	1	1	2	1	6	0	3	1	1	0	0	3	9	2	2	3					
10	Число действительных бюллетеней	8136	585	584	577	225	501	287	378	226	325	258	261	235	126	374	134	40	111	351	133	301	82	110	248	127	101	113	398	462	133	246	104					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	249	18	18	17	9	17	10	12	7	11	9	8	7	4	11	3	1	3	10	8	9	2	3	6	3	2	3	11	14	3	7	3					
