Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Благодарненская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256					
1	"Число избирателей, внесенных в список"	43754	1445	2285	2543	2648	2608	2185	2399	1153	2488	2652	2050	1033	1237	547	2356	2182	952	1433	1029	1309	1338	976	1845	1359	967	735					
2	Число полученных избирательных бюллетеней	45850	1700	2500	2700	2800	2850	2300	2400	1250	2600	2650	2100	1150	1300	650	2400	2300	900	1450	1050	1300	1400	1000	1850	1400	1050	800					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22720	708	1318	1228	1325	1234	1041	1141	588	1217	1245	1049	431	574	342	1245	1178	538	813	579	802	874	632	957	666	493	502					
5	"Число избирательных бюллетеней, выданных вне помещения"	2699	107	106	164	137	225	69	159	43	131	122	101	169	89	10	154	155	109	24	65	63	68	37	157	88	109	38					
6	Число погашенных избирательных бюллетеней	20431	885	1076	1308	1338	1391	1190	1100	619	1252	1283	950	550	637	298	1001	967	253	613	406	435	458	331	736	646	448	260					
7	Число избирательных бюллетеней в переносных ящиках	2699	107	106	164	137	225	69	159	43	131	122	101	169	89	10	154	155	109	24	65	63	68	37	157	88	109	38					
8	Число бюллетеней в стационарных ящиках для голосования	22709	708	1318	1219	1325	1234	1041	1141	588	1217	1245	1047	431	574	342	1245	1178	538	813	579	802	874	632	957	666	493	502					
9	Число недействительных избирательных бюллетеней	219	4	6	10	10	11	9	0	2	11	17	9	4	12	6	12	9	2	10	4	14	13	15	12	9	0	8					
10	Число действительных избирательных бюллетеней	25189	811	1418	1373	1452	1448	1101	1300	629	1337	1350	1139	596	651	346	1387	1324	645	827	640	851	929	654	1102	745	602	532					
11	Число полученных открепительных  удостоверений	274	10	11	17	12	11	10	10	7	8	10	15	10	9	15	15	16	8	5	5	6	19	5	10	10	15	5					
12	Число выданных открепительных удостоверений	254	7	11	15	12	11	7	10	5	7	10	15	7	8	15	15	16	8	5	5	6	19	5	10	8	15	2					
