Выборы Президента Российской Федерации																																												
Дата голосования: 18.03.2018																																												
																																												
"Наименование Избирательной комиссии:    Курск, Железнодорожная"																																												
																																												
Сводная таблица итогов голосования																																												
																																												
	Число участковых избирательных комиссий	33																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	33																																										
																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №1155									
1	"Число избирателей, включенных в список избирателей"	54232	1904	1898	1383	2463	1311	1388	2446	1062	1793	2139	2076	1976	1392	1893	1823	1806	1963	1847	2240	1895	1519	2050	2028	2207	1570	1300	598	1880	2513	97	1553	52	167									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49931	1767	1740	1234	2263	1184	1257	2237	928	1648	1922	1857	1810	1258	1740	1673	1669	1774	1676	2045	1787	1405	1852	1906	1975	1471	1193	513	1734	2326	150	1387	150	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	29863	1055	1041	721	1395	717	648	1428	660	1031	1172	1187	1005	800	1087	989	990	1177	1164	1133	927	781	1037	1063	1160	691	636	291	1151	1465	89	1005	0	167									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1785	57	58	64	30	44	47	52	33	41	64	79	71	38	53	67	39	27	35	123	39	56	90	86	91	69	56	67	61	67	8	21	52	0									
6	Число погашенных избирательных бюллетеней	18283	655	641	449	838	423	562	757	235	576	686	591	734	420	600	617	640	570	477	789	821	568	725	757	724	711	501	155	522	794	53	361	98	233									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1782	57	58	64	30	44	47	52	33	41	64	79	68	38	53	67	39	27	35	123	39	56	90	86	91	69	56	67	61	67	8	21	52	0									
8	Число бюллетеней в стационарных ящиках для голосования	29858	1054	1038	721	1395	717	648	1428	660	1031	1172	1187	1005	800	1087	989	990	1177	1164	1133	927	781	1037	1063	1160	691	636	291	1151	1465	89	1004	0	167									
9	Число недействительных избирательных бюллетеней	280	11	10	11	11	6	8	10	6	17	8	8	12	6	13	5	5	17	8	10	8	8	10	15	10	4	9	6	11	7	0	10	0	0									
10	Число действительных избирательных бюллетеней	31360	1100	1086	774	1414	755	687	1470	687	1055	1228	1258	1061	832	1127	1051	1024	1187	1191	1246	958	829	1117	1134	1241	756	683	352	1201	1525	97	1015	52	167									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
13	Бабурин Сергей Николаевич	231	8	5	7	13	10	7	9	3	5	11	4	6	6	4	7	13	15	8	11	4	3	5	12	8	3	5	6	12	14	0	7	0	0									
		0.73%	0.72%	0.46%	0.89%	0.91%	1.31%	1.01%	0.61%	0.43%	0.47%	0.89%	0.32%	0.56%	0.72%	0.35%	0.66%	1.26%	1.25%	0.67%	0.88%	0.41%	0.36%	0.44%	1.04%	0.64%	0.39%	0.72%	1.68%	0.99%	0.91%	0.00%	0.68%	0.00%	0.00%									
14	Грудинин Павел Николаевич	3308	104	128	63	154	92	51	173	75	121	130	123	120	84	133	126	102	119	137	125	105	78	121	111	91	54	73	36	128	176	5	145	6	19									
