Выборы Президента Российской Федерации																																																																																																				
Дата голосования: 04.03.2012																																																																																																				
																																																																																																				
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №12																																																																																																				
																																																																																																				
Сводная таблица итогов голосования																																																																																																				
																																																																																																				
	Число участковых избирательных комиссий	89																																																																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	89																																																																																																		
																																																																																																				
		Сумма	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1853	УИК №1854									
1	Число избирателей, включенных в список избирателей	221579	1051	1304	2404	2823	3710	2829	2249	2498	2238	2967	2862	2086	2707	2686	2483	3361	2441	2860	3987	2520	3069	2313	1664	4122	2601	2622	1308	2204	2044	3114	2716	2603	2698	2568	2472	2439	3094	2591	2488	1844	2117	2495	2162	1579	1624	2247	2340	2306	2458	2620	2899	2460	2579	2725	2880	2397	2417	1974	2908	2929	2813	2895	2172	3030	2490	2701	2262	2378	2219	2329	2409	2349	1420	1327	2470	2532	2811	2670	2520	2476	2540	2670	2589	2605	2494	2766	2200	1800	2886									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	188900	800	1100	1900	2400	2800	2500	2000	2200	2000	2500	2400	1800	2300	2400	2100	2900	2100	2500	3300	2200	2500	2000	1500	3500	2100	2300	1100	1900	1800	2700	2400	2300	2200	2300	2200	2100	2700	2300	2200	1600	1800	2200	1700	1400	1400	1900	2000	2000	2200	2300	2400	2100	2200	1900	2400	2000	2000	1400	2500	2600	2500	2200	1900	2600	2100	2200	1800	2100	1900	2000	2100	2100	1200	1200	2200	2200	2500	2200	2200	2200	2200	2300	2200	2300	2100	2400	1900	1500	2300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	125303	543	769	1239	1769	2004	1676	1376	1484	1278	1617	1640	1203	1606	1484	1287	1863	1451	1666	2167	1223	1654	1041	778	1890	1510	1572	732	1232	1250	1797	1561	1488	1553	1459	1407	1421	1775	1524	1463	945	1309	1579	1036	856	969	1321	1278	1503	1360	1681	1534	1257	1495	1567	1697	1417	1418	1216	1589	1658	1588	1551	1214	1819	1478	1458	1293	1373	1228	1272	1430	1408	803	671	1499	1440	1565	1433	1439	1467	1560	1525	1505	1573	1310	1452	1151	935	1726									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2795	53	22	152	18	21	20	15	12	29	19	13	14	112	153	124	22	9	9	25	17	22	178	42	65	61	16	7	24	15	10	23	25	25	20	26	20	8	7	9	8	19	22	69	32	30	84	29	25	38	32	13	43	80	26	22	58	14	53	23	8	18	19	23	17	25	13	12	25	13	9	12	44	6	13	4	32	29	18	12	8	12	41	14	13	41	46	17	9	60									
6	Число погашенных избирательных бюллетеней	60802	204	309	509	613	775	804	609	704	693	864	747	583	582	763	689	1015	640	825	1108	960	824	781	680	1545	529	712	361	644	535	893	816	787	622	821	767	659	917	769	728	647	472	599	595	512	401	495	693	472	802	587	853	800	625	307	681	525	568	131	888	934	894	630	663	764	597	729	495	702	659	719	658	648	391	516	697	728	906	749	749	725	628	734	681	714	749	902	732	556	514									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2795	53	22	152	18	21	20	15	12	29	19	13	14	112	153	124	22	9	9	25	17	22	178	42	65	61	16	7	24	15	10	23	25	25	20	26	20	8	7	9	8	19	22	69	32	30	84	29	25	38	32	13	43	80	26	22	58	14	53	23	8	18	19	23	17	25	13	12	25	13	9	12	44	6	13	4	32	29	18	12	8	12	41	14	13	41	46	17	9	60									
8	Число бюллетеней в стационарных ящиках для голосования	125021	542	766	1239	1769	2000	1666	1375	1482	1278	1614	1640	1202	1605	1484	1287	1863	1451	1662	2166	1222	1654	1035	778	1886	1510	1569	732	1232	1249	1795	1561	1483	1553	1456	1404	1421	1771	1524	1460	944	1301	1576	1036	856	968	1237	1249	1503	1358	1680	1531	1257	1491	1567	1694	1417	1418	1216	1589	1655	1585	1543	1214	1811	1478	1458	1293	1369	1226	1271	1426	1402	803	671	1496	1436	1565	1429	1435	1467	1556	1522	1502	1568	1310	1452	1146	935	1723									
9	Число недействительных избирательных бюллетеней	2030	11	18	13	31	21	20	11	18	30	23	28	18	23	23	22	33	27	28	29	21	25	7	14	15	22	30	13	32	30	27	24	20	20	30	21	23	33	22	23	16	29	42	17	13	25	5	23	28	33	33	28	19	36	23	24	18	32	0	42	29	18	28	17	27	32	17	20	22	20	18	22	15	13	9	23	25	27	21	61	16	24	32	28	19	13	18	20	13	18									
10	Число действительных избирательных бюллетеней	125786	584	770	1378	1756	2000	1666	1379	1476	1277	1610	1625	1198	1694	1614	1389	1852	1433	1643	2162	1218	1651	1206	806	1936	1549	1555	726	1224	1234	1778	1560	1488	1558	1446	1409	1418	1746	1509	1446	936	1291	1556	1088	875	973	1316	1255	1500	1363	1679	1516	1281	1535	1570	1692	1457	1400	1269	1570	1634	1585	1534	1220	1801	1471	1454	1285	1372	1219	1262	1416	1431	796	675	1477	1443	1567	1426	1386	1459	1544	1531	1488	1562	1338	1480	1143	931	1765									
11	Число полученных открепительных  удостоверений	4139	20	27	35	53	61	50	35	47	35	59	54	29	45	40	40	56	60	39	55	46	70	46	46	82	40	40	25	35	45	51	50	49	66	45	47	40	45	45	36	35	55	45	25	30	38	50	43	47	35	35	48	64	53	35	35	47	40	75	65	54	46	65	41	44	46	36	37	70	57	60	60	53	35	23	65	44	64	52	65	56	35	40	41	60	35	46	40	35	45									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3920	18	24	33	52	61	46	35	46	33	59	54	28	41	40	39	55	53	38	55	46	68	44	45	80	40	40	20	33	43	49	49	44	62	45	46	40	44	44	36	30	44	45	25	29	37	50	42	47	33	35	48	59	49	33	34	47	40	62	63	53	45	61	39	43	45	31	37	52	53	46	56	52	23	21	64	41	63	49	64	55	35	40	41	55	25	45	39	27	40									
